"","time","country","reported_cases","reported_cases_c","predicted_cases_c","predicted_min_c","predicted_max_c","predicted_cases","predicted_min","predicted_max","deaths","deaths_c","estimated_deaths_c","death_min_c","death_max_c","estimated_deaths","death_min","death_max","rt","rt_min","rt_max"
"1",2020-02-13,"Auvergne-Rhône-Alpes",0,0,45.0005285867129,12.3802957785226,105.968622500011,45.0005285867129,12.3802957785226,105.968622500011,0,0,4.50005285867129e-14,1.23802957785226e-14,1.05968622500011e-13,4.50005285867129e-14,1.23802957785226e-14,1.05968622500011e-13,2.62751971023717,2.11816483294327,3.22911507590633
"2",2020-02-14,"Auvergne-Rhône-Alpes",0,0,90.0010571734259,24.7605915570451,211.937245000021,45.0005285867129,12.3802957785226,105.968622500011,0,0,5.56901206467668e-07,1.58515791090762e-07,1.29553978927065e-06,5.5690116146714e-07,1.58515778710466e-07,1.29553968330203e-06,2.62751971023717,2.11816483294327,3.22911507590633
"3",2020-02-15,"Auvergne-Rhône-Alpes",0,0,135.001585760139,37.1408873355677,317.905867500032,45.0005285867129,12.3802957785226,105.968622500011,0,0,2.06053430192847e-05,5.86508382466754e-06,4.79349683881438e-05,2.0048441812817e-05,5.70656803357678e-06,4.66394285988731e-05,2.81177547241544,2.27025042538862,3.45045524815031
"4",2020-02-16,"Auvergne-Rhône-Alpes",0,0,180.002114346852,49.5211831140903,423.874490000042,45.0005285867129,12.3802957785226,105.968622500011,0,0,0.000149806412479661,4.26407444854957e-05,0.000348500174914215,0.000129201069460376,3.67756606608281e-05,0.000300565206526071,2.96370761130796,2.39780736222091,3.63062919667969
"5",2020-02-17,"Auvergne-Rhône-Alpes",0,0,225.002642933565,61.9014788926128,529.843112500053,45.0005285867129,12.3802957785226,105.968622500011,0,0,0.000631525917148736,0.000179756893070049,0.00146914200097047,0.000481719504669075,0.000137116148584553,0.00112064182605626,3.02641414590182,2.44831379610106,3.71665329295143
"6",2020-02-18,"Auvergne-Rhône-Alpes",0,0,270.003171520278,74.2817746711354,635.811735000063,45.0005285867129,12.3802957785226,105.968622500011,0,0,0.00197866982673774,0.000563206561770667,0.00460305249487809,0.00134714390958901,0.000383449668700618,0.00313391049390761,3.17357155921214,2.56760614207953,3.89547785717745
"7",2020-02-19,"Auvergne-Rhône-Alpes",0,0,343.140518785333,100.55753325414,786.772254210452,73.1373472650552,26.2757585830047,150.960519210389,0,0,0.00506780056939596,0.00144249358627762,0.0117894111181545,0.00308913074265822,0.000879287024506956,0.00718635862327637,3.22200107092441,2.60346450868746,3.96351200649371
"8",2020-02-20,"Auvergne-Rhône-Alpes",1,1,435.002887594467,134.238146490517,975.250353696508,91.8623688091342,33.6806132363766,188.478099486056,0,0,0.0111428265023878,0.00317176510126784,0.0259216577946231,0.00607502593299185,0.00172927151499022,0.0141322466764686,3.36731984682143,2.71364374317488,4.16093120593243
"9",2020-02-21,"Auvergne-Rhône-Alpes",0,1,549.650543732875,178.434434366388,1204.63658472701,114.647656138408,44.1962878758714,229.386231030501,0,0,0.0220290836840455,0.00627340839212741,0.051235512602031,0.0108862571816577,0.00310164329085957,0.025313854807408,3.48773712343703,2.79932630386661,4.3243433737504
"10",2020-02-22,"Auvergne-Rhône-Alpes",0,1,690.462346498948,235.725115332875,1478.37702586513,140.811802766073,57.2906809664874,273.740441138124,0,0,0.0396179631679621,0.0112999886976701,0.0920778836412984,0.0175888794839166,0.00502658030554272,0.0408423710392673,3.51307083977702,2.81741790731955,4.35424628376182
"11",2020-02-23,"Auvergne-Rhône-Alpes",0,1,870.526935670364,312.899425820945,1815.93828058084,180.064589171416,77.1743104880701,337.561254715711,0,0,0.0662617633637902,0.0189631098859074,0.153765490717302,0.0266438001958281,0.0076631211882373,0.0616876070760036,3.65124472662714,2.91837225330675,4.51743990841183
"12",2020-02-24,"Auvergne-Rhône-Alpes",0,1,1102.61172833253,417.440871276463,2239.5447848719,232.084792662165,104.541445455517,423.606504291053,0,0,0.10491461681033,0.0302020245278631,0.242812049825368,0.0386528534465395,0.0112389146419557,0.0890465591080665,3.80132093267311,3.02232484108279,4.72451677851406
"13",2020-02-25,"Auvergne-Rhône-Alpes",0,1,1388.72883360776,553.554265793697,2745.78558965005,286.117105275232,136.113394517234,506.240804778154,0,0,0.159036314974445,0.0461946932248325,0.366575956392946,0.0541216981641152,0.0159926686969694,0.123763906567578,3.75514954319892,2.98465105700529,4.6764733848378
"14",2020-02-26,"Auvergne-Rhône-Alpes",0,1,1744.89594577699,733.218602156725,3354.611273761,356.167112169233,179.664336363028,608.825684110952,0,0,0.232785630224288,0.0684593767926764,0.533576311331297,0.0737493152498435,0.022264683567844,0.167000354938351,3.7232242617638,2.95866608359576,4.63687319819156
"15",2020-02-27,"Auvergne-Rhône-Alpes",0,1,2175.68892543387,962.09528133692,4059.24706993691,430.792979656877,228.876679180195,704.635796175906,0,0,0.33114896479664,0.0989859829678208,0.753488120338077,0.0983633345723511,0.0305266061751444,0.21991180900678,3.5822783135445,2.85138164838313,4.43300122852086
"16",2020-02-28,"Auvergne-Rhône-Alpes",0,1,2709.80012122881,1257.94626776506,4913.9453554345,534.111195794939,295.850986428144,854.698285497592,0,0,0.459856180252589,0.140233727779871,1.03679010384885,0.128707215455949,0.0412477448120499,0.283301983510771,3.54162674836302,2.81281640731351,4.40575164569879
"17",2020-02-29,"Auvergne-Rhône-Alpes",0,1,3335.55243062346,1621.84311443612,5887.09772044476,625.752309394652,363.896846671053,973.15236501026,0,0,0.626103879122103,0.195503664520771,1.39575864539155,0.166247698869515,0.0552699367409001,0.358968541542703,3.32224644456831,2.65290527971207,4.11556652389577
"18",2020-03-01,"Auvergne-Rhône-Alpes",0,1,4053.41992474698,2059.05426132196,6979.76173251551,717.867494123518,437.211146885843,1092.66401207075,0,0,0.838705199583307,0.26914737769887,1.84473663308075,0.212601320461203,0.0736437131780991,0.448977987689197,3.06917826875676,2.46093571894747,3.79107979004489
"19",2020-03-02,"Auvergne-Rhône-Alpes",26,27,4839.31776801306,2555.27800473878,8143.34082196223,785.89784326608,496.223743416818,1163.57908944671,0,0,1.1089737106128,0.367385736546421,2.4032873382348,0.270268511029496,0.0982383588475512,0.558550705154053,2.73445639951847,2.21547298198805,3.38077940517687
