"","region","country","IFR"
"1","Bretagne","France",0.012556187488595
"2","Corse","France",0.012556187488595
"3","Grand Est","France",0.012556187488595
"4","Hauts-de-France","France",0.012556187488595
"5","Normandie","France",0.012556187488595
"6","Nouvelle-Aquitaine","France",0.012556187488595
"7","Occitanie","France",0.012556187488595
"8","Pays de la Loire","France",0.012556187488595
"9","France-hopitaux","France",0.012556187488595
"10","France-OC19","France",0.012556187488595
"11","France","France",0.012556187488595
