"","Aisne","Aude","Côte-d'Or","Doubs","Corse-du-Sud","Hérault","Loire","Marne","Meurthe-et-Moselle","Morbihan","Moselle","Oise","Bas-Rhin","Haut-Rhin","Rhône","Saône-et-Loire","Haute-Savoie","Paris","Seine-Maritime","Seine-et-Marne","Yvelines","Somme","Vosges","Territoire de Belfort","Hauts-de-Seine","Seine-Saint-Denis","Val-de-Marne","Val-d'Oise","France"
"1964",0.0315134380357335,0.0535903184205425,0.0962095023720627,0.105815860974076,0.059708264111685,0.0769336893859377,0.069033748421401,0.0457443283010584,0.0842049879390128,0.0949170433360516,0.0885645750775759,0.0252793812253518,0.0516509646327501,0.100405881458875,0.0732589374107963,0.071397504277308,0.0521222508026424,0.0778068549593447,0.0842249627543276,0.0725768358071969,0.0685697215466865,0.0582655802957451,0.0289540102549467,0.040733606090057,0.0922073022000271,0.0896579036062937,0.0382242499827669,0.116995923962667,0.0651447109473907
"1965",1.95615846285836,1.95519677419107,2.00709999206015,1.92865900822666,1.89508983472009,1.97877360893915,2.00081811694205,1.91299871935855,2.06638523025511,2.03048857544419,1.85862525885091,1.87533249868242,2.00632706545062,2.00716792688984,1.90987894331323,1.85898452983031,1.86371812830383,2.00032464571788,2.18013901537231,2.08060828760431,1.96488581551494,1.83405251428255,1.96187663444514,1.79775944287479,1.84361512660313,1.88477550063661,1.93111319702928,1.83780914180593,1.88003705527674
"1966",0.285152355478149,0.636363286051072,0.548729938021697,0.396607424908396,0.450733059836133,0.476111762284028,0.417681595894905,0.393743609435629,0.409814542447905,0.42128434489328,0.381228997698568,0.293389444967352,0.279077584770764,0.321914517278638,0.257579481552926,0.410213332843154,0.434989145244827,0.347675602552027,0.581098700098211,0.385017877124547,0.349473779552012,0.334937298677811,0.324639834267793,0.551110712782456,0.662952434909035,0.412014044694035,0.512200305506995,0.476217526685653,0.631485811979005
"1967",2.12459698568296,0.604090474901263,0.957053598069721,1.02183867163433,0.680384192676879,0.687068121255216,1.42489610914673,1.21631497977749,0.748549696371783,0.336251499989702,0.59275948824974,0.72017960321732,0.69804670112171,0.443671649085335,0.949101420580935,0.546037471921375,0.582919920234982,1.05171233527053,0.323849296194615,0.960235568718755,1.32775801110212,0.585970111460503,0.842726255433405,0.967410795617384,1.22479958295511,0.996295841420866,2.00409751850621,0.78700390857143,0.667877980573363
"1968",0.149635248995618,0.183802876324985,0.185606123004908,0.16913220767,0.145125733142714,0.214987181850798,0.195863820863453,0.141260351162302,0.149476197281535,0.18959674912673,0.180975574739385,0.19286652305743,0.229490449801244,0.233039885522943,0.190157259613346,0.226947304129927,0.195770378609305,0.197422335222687,0.186086021577854,0.214180513800591,0.201128318982756,0.214052340695704,0.178574482567059,0.172366335710816,0.176657072008081,0.17629033471229,0.193166384752976,0.172264259325875,0.175321012777566
"1969",0.164767390106974,0.0946098506012963,0.153446483510628,0.104443905415058,0.196942910619564,0.231278524540176,0.410410153438597,0.277453208406332,0.117898934820978,0.34402472724505,0.329480424647661,0.144617046173688,0.135513643235794,0.177319517522603,0.242637230399632,0.102879499126129,0.139771663159665,0.219148732786993,0.140717014656676,0.160332961859605,0.0943832400503186,0.120226847583427,0.149683450770811,0.113908571551019,0.0607150664533291,0.130151884914651,0.162984193705015,0.106850158071043,0.198193291692506
"1970",1.97804811623507,1.64189234034511,1.10366853095687,3.26931624051021,2.48804862059269,1.56136091607608,2.71938949586571,1.57084938456857,2.87939909592069,2.40988116818665,1.67039836762125,2.25420610761524,2.15755087781837,1.79540503175637,2.44442280971678,2.34783610382829,1.76392716911636,1.52594817588322,2.01245611148528,1.68687657263032,1.11276622694075,1.45180749843169,1.55306799199695,2.66620949333152,0.594602750739048,2.29510443405904,1.79304178658153,1.98364021461829,1.54219227973152
"1971",2.08221120281333,2.5066077411672,1.93611458736927,3.39728681982985,2.41329157212842,2.17372351285267,2.19516017160632,2.08707004967276,2.22084810821292,2.63734138031431,2.54287378799339,1.92504558886728,2.09943435481187,2.24981511400332,2.27302942235157,2.3880896531225,2.41946361945969,2.19516092156292,2.88304392741455,2.3173707912093,2.47852881840833,2.60718047664982,2.583744282709,2.57755091625867,1.96552403716048,2.72655163845086,2.41599211807027,2.15444553954497,2.53686934297213
"1972",0.903092844269469,1.29452134956344,1.8106036113999,1.34362916613921,0.839455238820068,1.07456176857211,1.41477644405202,1.41092343528555,1.53979976432894,1.02972196848091,1.32895479669235,0.947484444536625,1.3447039778459,1.45432890552408,0.849960294784452,1.26149330172832,1.47288675743079,1.44013729821481,1.25070717721286,1.37228482562245,1.3116073814481,1.22057230565928,1.53029025456389,1.56508387881461,1.51741130727837,1.53110503405157,1.46875098462685,1.26663129556139,1.73901087522179
"1973",0.0868053738463173,0.0588519351511589,0.0612490960639078,0.053277720136332,0.0561931568857715,0.0613871313393125,0.0634563024180223,0.0707310595684851,0.0340107528937919,0.0566779779779467,0.0528581146504484,0.0599287610635885,0.0529304584346699,0.0592600715363214,0.0705538415959596,0.0658342561633057,0.0785224423825303,0.0635910045772471,0.0527196980231802,0.0663508390529942,0.0645717212896395,0.0364195312352416,0.051265166608033,0.0533218305731649,0.0712106895830973,0.0668649346079984,0.0696664719162997,0.0489123304323604,0.0849491827561454
"1974",0.123056823497911,0.0957729214336564,0.130353891605296,0.139840037022366,0.138921692205584,0.126175748919125,0.150057883584647,0.145403098915341,0.125099581450495,0.127583718928151,0.128565463486874,0.107140930048856,0.119443263426355,0.112088486775968,0.105500511065703,0.116177342383834,0.103780625289403,0.107175239590092,0.0966285053642701,0.120795712445566,0.0936187579947558,0.122273336243359,0.12432812266024,0.144415481288779,0.155488817996519,0.106651000174708,0.118534946691196,0.141731749791808,0.120347653790972
"1975",0.402845579148186,0.363392108968784,0.372624093978414,0.402196303087503,0.416678346659339,0.417161693356064,0.389338901796684,0.398747825033146,0.353319173973725,0.347442057013481,0.364568334216518,0.362167844715715,0.350326526427664,0.373898477137114,0.34930876142728,0.338404474027313,0.318623023318461,0.362103502426505,0.379555122361061,0.378294416148753,0.396720064246166,0.368507874668659,0.375042073043092,0.434269588315152,0.383308333248634,0.369309326054575,0.350451557277208,0.34628875277078,0.386889793558483
