"","date","country","grocery.pharmacy","parks","residential","retail.recreation","transitstations","workplace","schools_universities","self_isolating_if_ill","public_events","lockdown","social_distancing_encouraged"
"1",2020-02-21,"Denmark",0.0114285714285714,0.00571428571428572,0.00857142857142857,0.0128571428571429,0.0157142857142857,0.03,0,0,0,0,0
"2",2020-02-22,"Denmark",0.0142857142857143,0.0342857142857143,0.01,0.0185714285714286,0.0242857142857143,0.0257142857142857,0,0,0,0,0
"3",2020-02-23,"Denmark",0.00714285714285714,-9.91270557701033e-19,0.00857142857142857,0.00714285714285714,0.0171428571428571,0.0171428571428571,0,0,0,0,0
"4",2020-02-24,"Denmark",0.00714285714285714,-0.0171428571428571,0.00714285714285714,0.00571428571428571,0.01,0.0114285714285714,0,0,0,0,0
"5",2020-02-25,"Denmark",0.0128571428571429,0.00142857142857143,0.00714285714285714,0.0114285714285714,0.00714285714285714,0.00571428571428571,0,0,0,0,0
"6",2020-02-26,"Denmark",0.0157142857142857,0.0171428571428571,0.00714285714285714,0.0142857142857143,0.00428571428571428,-4.95635278850516e-19,0,0,0,0,0
"7",2020-02-27,"Denmark",0.0128571428571429,-0.0171428571428571,0.00571428571428571,0.0128571428571429,-7.43452918275774e-19,-0.00714285714285714,0,0,0,0,0
"8",2020-02-28,"Denmark",0.0128571428571429,-0.0285714285714286,0.00285714285714286,-0.01,-0.01,-0.0142857142857143,0,0,0,0,0
"9",2020-02-29,"Denmark",0.0142857142857143,-0.0385714285714286,0.00142857142857143,-0.0328571428571429,-0.0228571428571429,-0.0185714285714286,0,0,0,0,0
"10",2020-03-01,"Denmark",0.0214285714285714,-0.0442857142857143,0.00142857142857143,-0.0614285714285714,-0.03,-0.02,0,0,0,0,0
"11",2020-03-02,"Denmark",0.0271428571428571,-0.0671428571428571,0.00142857142857143,-0.08,-0.0285714285714286,-0.02,0,0,0,0,0
"12",2020-03-03,"Denmark",0.03,-0.0857142857142857,0,-0.0985714285714286,-0.0257142857142857,-0.0185714285714286,0,0,0,0,0
"13",2020-03-04,"Denmark",0.0342857142857143,-0.107142857142857,-0.00142857142857143,-0.114285714285714,-0.0271428571428571,-0.0171428571428571,0,0,0,0,0
"14",2020-03-05,"Denmark",0.04,-0.12,-0.00142857142857143,-0.125714285714286,-0.0228571428571429,-0.0157142857142857,0,0,0,0,0
"15",2020-03-06,"Denmark",0.0457142857142857,-0.102857142857143,0,-0.111428571428571,-0.0114285714285714,-0.0142857142857143,0,0,0,0,0
"16",2020-03-07,"Denmark",0.0428571428571429,-0.194285714285714,-0.00142857142857143,-0.111428571428571,-0.0142857142857143,-0.0157142857142857,0,0,0,0,0
"17",2020-03-08,"Denmark",0.0442857142857143,-0.191428571428571,-0.00142857142857143,-0.0971428571428572,-0.00571428571428571,-0.0114285714285714,0,0,0,0,0
"18",2020-03-09,"Denmark",0.0442857142857143,-0.171428571428571,0,-0.0885714285714286,7.43452918275774e-19,-0.00857142857142857,0,0,0,0,0
"19",2020-03-10,"Denmark",0.0428571428571429,-0.15,0.00285714285714286,-0.0785714285714286,0.00857142857142857,-0.00571428571428572,0,0,0,0,0
"20",2020-03-11,"Denmark",0.0285714285714286,-0.162857142857143,0.00571428571428571,-0.0728571428571429,0.0242857142857143,-0.00142857142857143,0,0,0,0,0
"21",2020-03-12,"Denmark",-0.00714285714285714,-0.0971428571428572,0.0228571428571429,-0.0428571428571429,0.0742857142857143,0.0414285714285714,0,1,1,0,0
"22",2020-03-13,"Denmark",-0.00142857142857143,-0.0842857142857143,0.0457142857142857,0.00714285714285715,0.14,0.105714285714286,1,1,1,0,1
"23",2020-03-14,"Denmark",0.00857142857142857,-0.14,0.0585714285714286,0.0657142857142857,0.201428571428571,0.13,1,1,1,0,1
"24",2020-03-15,"Denmark",0.0314285714285714,-0.138571428571429,0.07,0.128571428571429,0.271428571428571,0.158571428571429,1,1,1,0,1
"25",2020-03-16,"Denmark",0.0442857142857143,-0.19,0.0928571428571429,0.17,0.341428571428571,0.23,1,1,1,0,1
"26",2020-03-17,"Denmark",0.0442857142857143,-0.252857142857143,0.115714285714286,0.21,0.41,0.304285714285714,1,1,1,0,1
"27",2020-03-18,"Denmark",0.0814285714285714,-0.232857142857143,0.141428571428571,0.275714285714286,0.482857142857143,0.38,1,1,1,1,1
"28",2020-03-19,"Denmark",0.141428571428571,-0.404285714285714,0.151428571428571,0.315714285714286,0.514285714285714,0.418571428571429,1,1,1,1,1
"29",2020-03-20,"Denmark",0.162857142857143,-0.492857142857143,0.158571428571429,0.338571428571429,0.534285714285714,0.435714285714286,1,1,1,1,1
"30",2020-03-21,"Denmark",0.18,-0.491428571428571,0.162857142857143,0.362857142857143,0.561428571428571,0.451428571428571,1,1,1,1,1
"31",2020-03-22,"Denmark",0.181428571428571,-0.572857142857143,0.164285714285714,0.37,0.575714285714286,0.46,1,1,1,1,1
"32",2020-03-23,"Denmark",0.19,-0.578571428571429,0.167142857142857,0.387142857142857,0.587142857142857,0.467142857142857,1,1,1,1,1
"33",2020-03-24,"Denmark",0.21,-0.611428571428571,0.168571428571429,0.402857142857143,0.594285714285714,0.471428571428571,1,1,1,1,1
"34",2020-03-25,"Denmark",0.205714285714286,-0.691428571428571,0.167142857142857,0.397142857142857,0.591428571428571,0.472857142857143,1,1,1,1,1
"35",2020-03-26,"Denmark",0.201428571428571,-0.672857142857143,0.167142857142857,0.392857142857143,0.592857142857143,0.472857142857143,1,1,1,1,1
"36",2020-03-27,"Denmark",0.195714285714286,-0.718571428571429,0.164285714285714,0.385714285714286,0.591428571428571,0.471428571428571,1,1,1,1,1
"37",2020-03-28,"Denmark",0.185714285714286,-0.71,0.162857142857143,0.378571428571429,0.592857142857143,0.472857142857143,1,1,1,1,1
"38",2020-03-29,"Denmark",0.181428571428571,-0.69,0.162857142857143,0.377142857142857,0.592857142857143,0.472857142857143,1,1,1,1,1
"39",2020-03-30,"Denmark",0.178571428571429,-0.688571428571429,0.161428571428571,0.372857142857143,0.591428571428571,0.471428571428571,1,1,1,1,1
"40",2020-03-31,"Denmark",0.158571428571429,-0.701428571428571,0.158571428571429,0.354285714285714,0.582857142857143,0.468571428571429,1,1,1,1,1
"41",2020-04-01,"Denmark",0.15,-0.624285714285714,0.158571428571429,0.347142857142857,0.581428571428572,0.467142857142857,1,1,1,1,1
"42",2020-04-02,"Denmark",0.144285714285714,-0.51,0.16,0.344285714285714,0.584285714285714,0.467142857142857,1,1,1,1,1
"43",2020-04-03,"Denmark",0.132857142857143,-0.418571428571429,0.16,0.338571428571429,0.584285714285714,0.467142857142857,1,1,1,1,1
"44",2020-04-04,"Denmark",0.124285714285714,-0.39,0.16,0.331428571428571,0.58,0.462857142857143,1,1,1,1,1
"45",2020-04-05,"Denmark",0.11,-0.508571428571429,0.157142857142857,0.31,0.564285714285714,0.455714285714286,1,1,1,1,1
"46",2020-04-06,"Denmark",0.0914285714285714,-0.662857142857143,0.154285714285714,0.284285714285714,0.554285714285714,0.462857142857143,1,1,1,1,1
"47",2020-04-07,"Denmark",0.08,-0.801428571428571,0.152857142857143,0.27,0.55,0.471428571428571,1,1,1,1,1
"48",2020-04-08,"Denmark",0.0471428571428571,-0.97,0.147142857142857,0.237142857142857,0.54,0.48,1,1,1,1,1
"49",2020-04-09,"Denmark",0.0514285714285714,-1.22285714285714,0.15,0.245714285714286,0.541428571428571,0.518571428571429,1,1,1,1,1
"50",2020-04-10,"Denmark",0.0885714285714286,-1.42285714285714,0.157142857142857,0.281428571428571,0.547142857142857,0.557142857142857,1,1,1,1,1
"51",2020-04-11,"Denmark",0.0714285714285714,-1.41,0.154285714285714,0.271428571428571,0.545714285714286,0.554285714285714,1,1,1,1,1
"52",2020-04-12,"Denmark",0.0828571428571429,-1.41714285714286,0.152857142857143,0.291428571428571,0.542857142857143,0.554285714285714,1,1,1,1,1
"53",2020-04-13,"Denmark",0.118571428571429,-1.34,0.164285714285714,0.35,0.561428571428571,0.59,1,1,1,1,1
"54",2020-04-14,"Denmark",0.118571428571429,-1.19428571428571,0.164285714285714,0.352857142857143,0.564285714285714,0.575714285714286,1,1,1,1,1
"55",2020-04-15,"Denmark",0.141428571428571,-1.09,0.167142857142857,0.372857142857143,0.564285714285714,0.558571428571428,1,1,1,1,1
"56",2020-04-16,"Denmark",0.124285714285714,-0.957142857142857,0.158571428571429,0.348571428571429,0.547142857142857,0.508571428571429,1,1,1,1,1
"57",2020-04-17,"Denmark",0.0814285714285714,-0.892857142857143,0.145714285714286,0.3,0.525714285714286,0.455714285714286,1,1,1,1,1
"58",2020-04-18,"Denmark",0.0942857142857143,-0.994285714285714,0.144285714285714,0.302857142857143,0.512857142857143,0.442857142857143,1,1,1,1,1
"59",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"60",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"61",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"62",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"63",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"64",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"65",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"66",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"67",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"68",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"69",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"70",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"71",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"72",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"73",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"74",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"75",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"76",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"77",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"78",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"79",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"80",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"81",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"82",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"83",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"84",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"85",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"86",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"87",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"88",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"89",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"90",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"91",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"92",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"93",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
"94",2020-04-19,"Denmark",0.0828571428571429,-1,0.142857142857143,0.281428571428571,0.507142857142857,0.43,1,1,1,1,1
