"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","global: residential",0.95,0.9,"mean",-3.45483505222282,-3.45403949614044,-0.901613258347887,0.536610032667319,0.596676541354297,"pooled"
"2","global: transit",0.95,0.9,"mean",-3.97592459779814,-3.97580333632969,-0.578083585153746,0.783682037912501,0.8107832725792,"pooled"
"3","global: grocery",0.95,0.9,"mean",0.0307276331254911,0.153963287971251,0.447811604196263,0.744703023896555,0.775053530602079,"pooled"
"4","global: parks",0.95,0.9,"mean",-0.151949373910915,-0.0135759432299966,0.445313377678247,0.693988682404469,0.69403106350855,"pooled"
"5","global: retail",0.95,0.9,"mean",-8.41274471197826,-8.41252633125547,-1.79946162356146,0.710457789704302,0.749079547498236,"pooled"
"6","global: workplace",0.95,0.9,"mean",-0.185244600127364,-0.0310444371644374,0.358293797907916,0.723498273830874,0.755156446749523,"pooled"
"7","Denmark: transit",0.95,0.9,"mean",-3.34535434206557,-3.34498702171714,-1.00854255894168,0.591223755532413,0.671924093049368,"partial"
"8","Denmark: retail",0.95,0.9,"mean",-2.02398464273908,-1.41208416490607,-0.145426547535221,0.640330985965957,0.712984655669558,"partial"
"9","Italy: transit",0.95,0.9,"mean",-0.591213982568433,-0.316536009293659,0.314934610583974,0.785075588902647,0.842869094221183,"partial"
"10","Italy: retail",0.95,0.9,"mean",-1.53782024689009,-1.12854790773973,0.181021144969075,0.780680921246975,0.780689773198621,"partial"
"11","Germany: transit",0.95,0.9,"mean",-2.48738973404875,-1.78617819727485,-0.165437993821671,0.527228182070084,0.629974522367867,"partial"
"12","Germany: retail",0.95,0.9,"mean",-1.95351995722097,-1.25131676469123,-0.00277591491078687,0.671244874948104,0.735028709921402,"partial"
"13","Spain: transit",0.95,0.9,"mean",-2.34100628585879,-2.34097248582808,-0.393986836365273,0.789609933752731,0.828744867996796,"partial"
"14","Spain: retail",0.95,0.9,"mean",-0.773080091306278,-0.467098971218842,0.366440900869634,0.76123530811769,0.810638190179514,"partial"
"15","United_Kingdom: transit",0.95,0.9,"mean",-2.55095480873002,-2.55088280801665,-0.537782526568627,0.697057271524453,0.768057580446808,"partial"
"16","United_Kingdom: retail",0.95,0.9,"mean",-0.729678274771528,-0.367147934355198,0.401730911943945,0.77632429834992,0.815020200469257,"partial"
"17","France: transit",0.95,0.9,"mean",-2.01674700932889,-1.46713325329239,-0.0297904519058981,0.619030138514132,0.665247854343922,"partial"
"18","France: retail",0.95,0.9,"mean",-2.24377328287666,-1.67486073726587,-0.187148855923181,0.522683420385016,0.615085004988369,"partial"
"19","Norway: transit",0.95,0.9,"mean",-2.35035612584074,-1.81829173942048,-0.0941431283067502,0.739825854615541,0.739858726620361,"partial"
"20","Norway: retail",0.95,0.9,"mean",-2.98749327981027,-2.25505540796813,-0.18707880683455,0.80238448475063,0.802397401774678,"partial"
"21","Belgium: transit",0.95,0.9,"mean",-5.38979733953709,-5.11055989369313,-2.36117219142469,0.174529113766199,0.380146529837945,"partial"
"22","Belgium: retail",0.95,0.9,"mean",-5.14508506191722,-4.05319078377473,-0.954715883804932,0.632899383438739,0.632908668914198,"partial"
"23","Austria: transit",0.95,0.9,"mean",-2.95348579928841,-2.9513653087032,-1.13069096353056,0.515456217525943,0.616370701752523,"partial"
"24","Austria: retail",0.95,0.9,"mean",-2.84355672148047,-2.08795688098208,-0.221360584131374,0.637523189080742,0.637545224974246,"partial"
"25","Sweden: transit",0.95,0.9,"mean",-4.27423461442698,-4.27408395026635,-1.2149548015757,0.563842543970994,0.662166202938597,"partial"
"26","Sweden: retail",0.95,0.9,"mean",-3.28219088096147,-2.51155948708228,-1.19899194059815,0.373230493512144,0.513800332047481,"partial"
"27","Switzerland: transit",0.95,0.9,"mean",-1.46742252357033,-1.4671987862508,-0.115157010075352,0.79485026211816,0.847486899215238,"partial"
"28","Switzerland: retail",0.95,0.9,"mean",-4.61688893280717,-4.61665577835825,-0.805754115965476,0.828673149810375,0.862249003602971,"partial"
"29","Greece: transit",0.95,0.9,"mean",-5.11170022494061,-5.11140139924383,-1.01286435227646,0.827482508859192,0.872592981690385,"partial"
"30","Greece: retail",0.95,0.9,"mean",-1.33451896209584,-1.3343346065772,-0.0379571835678082,0.837220196569524,0.875700452608463,"partial"
"31","Portugal: transit",0.95,0.9,"mean",-4.33047326905965,-3.02564042352085,-1.25734419517736,0.3612657624871,0.495011409869002,"partial"
"32","Portugal: retail",0.95,0.9,"mean",-4.17625836059346,-3.13595124185161,-0.733439562121681,0.35883817822578,0.487749624879955,"partial"
"33","Netherlands: transit",0.95,0.9,"mean",0.12810304898385,0.272328031267495,0.640147975167408,0.867095524811195,0.90026863553411,"partial"
"34","Netherlands: retail",0.95,0.9,"mean",-0.429100164832635,-0.23856189049089,0.298367327782911,0.857098950497564,0.893808787466663,"partial"
