"","Bretagne","Centre-Val de Loire","Corse","Grand Est","Hauts-de-France","Normandie","Nouvelle-Aquitaine","Occitanie","Pays de la Loire","France-hopitaux","France-OC19","France-EHPAD","France"
"1",2.17691502758279,2.77162248370015,1.46509122243766,2.98684342362443,2.30312388097746,2.73571719410375,4.26123436393223,2.57176985895126,2.61548975533551,3.2027698313944,4.29929653044519,6.26170778484085,4.16259958955952
"2",2.13136134630605,3.91755929370737,1.24451518497488,2.89564373220673,1.88510713453373,2.89917503931422,2.57217563436978,2.08535137231611,3.60240874028847,3.21704282705244,3.89330679258764,4.31587347363843,3.78003185248981
"3",1.79777886707963,2.90744951624139,1.99750699764026,2.17269804608975,2.09613646108087,3.09859022638151,2.19110525971004,2.17544935795618,3.26248689102765,3.23906075666541,3.78779979387913,7.76460623680853,3.44655049418143
"4",1.51658237007685,3.32254368007427,1.45841034920191,2.71393347862106,2.51181098716968,2.41538673618896,3.1409026544961,2.13239774443962,4.31009906241687,3.75747764808837,4.0438585199254,6.34433357101342,3.3818103925842
"5",2.17514350773435,2.88123402721687,3.30912277254646,3.19059317033833,2.77128665717964,3.08368079492927,2.59560788485956,2.14522355777962,3.33005069146339,3.79878671635932,3.42710784942565,7.45392485566636,3.57741504486568
"6",2.48676175263883,3.03539024724779,2.13941633545302,3.68739557253844,2.48565534372121,3.5182744478827,4.04144974257373,1.98329286209776,2.29785079827735,3.85780115461321,3.56664871451499,4.52279464160744,3.60863238537816
"7",2.98481623129015,4.12025572920698,1.03051149239872,4.23621219557556,2.21121254311054,3.71973223471136,3.75066667432005,3.09489843754556,4.30867052291856,3.92343330266504,4.01945782187683,4.66730797098357,3.54439664592173
"8",2.43819397225405,2.68430924322726,1.12069529248463,3.07827763447297,2.25217036297384,3.77843549408756,3.33758536300698,2.4186700890729,2.79986092058425,3.4613494244852,4.18184314605584,4.08897825914715,3.57620508857978
"9",1.9753679321771,3.39243851095387,1.4698371245152,2.82025915956186,1.99410663247147,2.94229876060641,3.19908291150499,2.54589965722258,3.86887534698021,3.73185638635786,3.67283031246184,7.26667162711048,3.92174375013914
"10",2.56388194634323,4.66034654953206,1.32338694303555,3.19684961094808,2.07298314186639,2.57642080759095,1.65724676208353,1.82260133177448,2.6262638796405,3.10070215502432,3.65853385758063,5.22042969170989,3.01344069553918
