"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","global: residential",0.95,0.9,"mean",-1.14538905768467,-0.896326969773689,-0.0980024461944795,0.490903863148592,0.551902298176165,"pooled"
"2","global: transit",0.95,0.9,"mean",0.10826058126729,0.244805381900224,0.582053382768929,0.806410771018406,0.826410725179215,"pooled"
"3","global: grocery",0.95,0.9,"mean",-0.153834790097215,-0.0228423395668078,0.403629661093354,0.709071884821465,0.742636846374186,"pooled"
"4","global: parks",0.95,0.9,"mean",-0.196325929068582,-0.099214854873486,0.311888037339348,0.609035125730688,0.647958006921366,"pooled"
"5","global: retail",0.95,0.9,"mean",-0.062970701968075,0.0636552403763905,0.481509053226182,0.75228776875307,0.781039996571871,"pooled"
"6","global: workplace",0.95,0.9,"mean",-0.00282649737467801,0.144771327239414,0.529745586074757,0.79349142958067,0.811843311438384,"pooled"
"7","Auvergne-Rhône-Alpes: residential",0.95,0.9,"mean",-1.66859562991774,-1.17485387115423,-0.0761929289192005,0.579184323035501,0.645398315498198,"partial"
"8","Auvergne-Rhône-Alpes: transit",0.95,0.9,"mean",-1.25734936193413,-0.93410865592369,0.00240589183057647,0.584678279726155,0.647364559375227,"partial"
"9","Auvergne-Rhône-Alpes: grocery",0.95,0.9,"mean",-1.53342766093943,-1.13142803107868,-0.0835569612499382,0.577466001523084,0.631780369117453,"partial"
"10","Auvergne-Rhône-Alpes: parks",0.95,0.9,"mean",-1.5165906264641,-1.05879016128581,-0.102862950496772,0.543581009540284,0.611038066023635,"partial"
"11","Auvergne-Rhône-Alpes: retail",0.95,0.9,"mean",-1.1069069194603,-0.795557037954262,0.0322688537550018,0.606320368857743,0.669467976968502,"partial"
"12","Auvergne-Rhône-Alpes: workplace",0.95,0.9,"mean",-1.21765071841226,-0.882309072204476,0.00720669713125434,0.593375923929385,0.650468460058059,"partial"
"13","Bourgogne-Franche-Comté: residential",0.95,0.9,"mean",-1.29546775075737,-1.04520340283202,-0.0266097569429998,0.596660819118561,0.663911724584529,"partial"
"14","Bourgogne-Franche-Comté: transit",0.95,0.9,"mean",-1.75429856954966,-1.21486182002909,-0.0995042499677815,0.571310445576055,0.650766913687676,"partial"
"15","Bourgogne-Franche-Comté: grocery",0.95,0.9,"mean",-1.84237281301117,-1.39477492965022,-0.192288323921154,0.541383149687609,0.595599996238185,"partial"
"16","Bourgogne-Franche-Comté: parks",0.95,0.9,"mean",-1.83960734608056,-1.36343896284273,-0.188771078458366,0.531941144393325,0.615515053733912,"partial"
"17","Bourgogne-Franche-Comté: retail",0.95,0.9,"mean",-1.30459984521407,-0.967432490230449,-0.0162273032370834,0.57456560049529,0.643441589146601,"partial"
"18","Bourgogne-Franche-Comté: workplace",0.95,0.9,"mean",-1.26294162551556,-0.988928357325004,-0.0247311219880768,0.579513504108477,0.643633805745442,"partial"
"19","Bretagne: residential",0.95,0.9,"mean",-2.02716415752844,-1.52222290189529,-0.29990947297101,0.442213922940987,0.542286248904161,"partial"
"20","Bretagne: transit",0.95,0.9,"mean",-1.95905097938989,-1.47431963683635,-0.28123495808762,0.483630783492891,0.570728352161092,"partial"
"21","Bretagne: grocery",0.95,0.9,"mean",-2.32128567517854,-1.67546291183486,-0.337641099090847,0.467719871490977,0.551821670930034,"partial"
"22","Bretagne: parks",0.95,0.9,"mean",-2.32172607163886,-1.71416318786836,-0.405025384821808,0.383661662388758,0.49434340892368,"partial"
"23","Bretagne: retail",0.95,0.9,"mean",-1.88517356037785,-1.53751833161934,-0.28906664138863,0.471215093507408,0.555837366407377,"partial"
"24","Bretagne: workplace",0.95,0.9,"mean",-1.88567473436283,-1.41709580246252,-0.253579932708987,0.48923169194805,0.596194626747116,"partial"
"25","Centre-Val de Loire: residential",0.95,0.9,"mean",-1.67712208580492,-1.27570112005281,-0.193748701143556,0.496955615674998,0.547940608630036,"partial"
"26","Centre-Val de Loire: transit",0.95,0.9,"mean",-1.66377816921368,-1.23428569410284,-0.182355829582872,0.505868537400288,0.577788004598592,"partial"
"27","Centre-Val de Loire: grocery",0.95,0.9,"mean",-1.70181468629723,-1.31657431427507,-0.176487598889104,0.51166515390895,0.594163547403424,"partial"
"28","Centre-Val de Loire: parks",0.95,0.9,"mean",-1.62775547651646,-1.21076055474582,-0.176847823030496,0.495914130596672,0.566515505446872,"partial"
"29","Centre-Val de Loire: retail",0.95,0.9,"mean",-1.84052727668754,-1.38799919475551,-0.201185353554613,0.505833422541487,0.585792277271733,"partial"
"30","Centre-Val de Loire: workplace",0.95,0.9,"mean",-1.6245663969881,-1.20210531006411,-0.172125806336002,0.48529809954168,0.566089871911974,"partial"
"31","Corse: residential",0.95,0.9,"mean",-1.33336932177727,-0.938823514812215,0.014207419326194,0.608463361460814,0.673284037810151,"partial"
"32","Corse: transit",0.95,0.9,"mean",-1.34237223988109,-0.912508382011631,0.0528438087246786,0.644923335061663,0.71488095798356,"partial"
"33","Corse: grocery",0.95,0.9,"mean",-1.57185972013701,-1.19781102606207,-0.0977529498259303,0.592452446096302,0.659256748238216,"partial"
"34","Corse: parks",0.95,0.9,"mean",-1.53220867834153,-1.11644575175625,-0.0605300052510206,0.587570378495152,0.663747831861042,"partial"
"35","Corse: retail",0.95,0.9,"mean",-1.23143294988199,-0.870008568635847,0.0122548902064044,0.601236455681058,0.676098489868083,"partial"
"36","Corse: workplace",0.95,0.9,"mean",-1.30641882617733,-0.953345068003301,0.0188944431641346,0.61468447626218,0.69323071630861,"partial"
"37","Grand Est: residential",0.95,0.9,"mean",-1.34885409031733,-0.966905466503752,0.0154551226276251,0.633126198237193,0.696434622586218,"partial"
"38","Grand Est: transit",0.95,0.9,"mean",-0.546730050870052,-0.363059865810887,0.306421463896122,0.747469384818363,0.793628954271609,"partial"
"39","Grand Est: grocery",0.95,0.9,"mean",-1.68021527246016,-1.25333233328159,-0.0894194917460514,0.574951996428473,0.645093377530773,"partial"
"40","Grand Est: parks",0.95,0.9,"mean",-1.21881686373769,-0.744304385053306,0.100124289735158,0.655650418509913,0.716921815887085,"partial"
"41","Grand Est: retail",0.95,0.9,"mean",-0.375478683252179,-0.18947817963704,0.364394816531553,0.752840893409813,0.792414263459937,"partial"
"42","Grand Est: workplace",0.95,0.9,"mean",-0.830985911989294,-0.630023269893522,0.154425371482694,0.657471904641661,0.713435653791374,"partial"
"43","Hauts-de-France: residential",0.95,0.9,"mean",-1.73108109479187,-1.29669217641457,-0.161677623307781,0.538655675555562,0.604500098279862,"partial"
"44","Hauts-de-France: transit",0.95,0.9,"mean",-1.67148478544539,-1.32780514803885,-0.229513112035222,0.4810535510065,0.556851966484822,"partial"
"45","Hauts-de-France: grocery",0.95,0.9,"mean",-1.59587457582359,-1.12173881401957,-0.0981476553336232,0.556231182909514,0.63793666738072,"partial"
"46","Hauts-de-France: parks",0.95,0.9,"mean",-1.69001747260228,-1.26299615556829,-0.171255894253234,0.506036682762843,0.588652182621272,"partial"
"47","Hauts-de-France: retail",0.95,0.9,"mean",-1.92397666286,-1.44180261832643,-0.287844397986794,0.445378648060769,0.505060570945042,"partial"
"48","Hauts-de-France: workplace",0.95,0.9,"mean",-1.59357367995593,-1.24316125575659,-0.137211035027874,0.551987208305432,0.62338394990686,"partial"
"49","Normandie: residential",0.95,0.9,"mean",-1.95332053435027,-1.44828797850609,-0.233371711620265,0.502837906013993,0.575924334115534,"partial"
"50","Normandie: transit",0.95,0.9,"mean",-1.78177145974348,-1.32134735137117,-0.209333223719149,0.477928294745754,0.545096486577669,"partial"
"51","Normandie: grocery",0.95,0.9,"mean",-1.43138222361439,-1.13540010852718,-0.0828516672437718,0.566590485450734,0.639330367854801,"partial"
"52","Normandie: parks",0.95,0.9,"mean",-1.63674512639239,-1.20152468204774,-0.131325335716423,0.556514567589442,0.641675032961943,"partial"
"53","Normandie: retail",0.95,0.9,"mean",-1.87507982593868,-1.42377909568849,-0.236388218967472,0.466577156216848,0.540098871951353,"partial"
"54","Normandie: workplace",0.95,0.9,"mean",-1.67190020613007,-1.27790215954587,-0.192260125798223,0.493402106942755,0.572490645022347,"partial"
"55","Nouvelle-Aquitaine: residential",0.95,0.9,"mean",-1.36231035794821,-0.916579099000244,-0.0283568133309912,0.561715457049011,0.617729133523421,"partial"
"56","Nouvelle-Aquitaine: transit",0.95,0.9,"mean",-1.24055568551673,-0.889237583841627,-0.0192655708703447,0.566430234621882,0.642911763359357,"partial"
"57","Nouvelle-Aquitaine: grocery",0.95,0.9,"mean",-1.76282220563615,-1.29456080402241,-0.139022541680481,0.524873422602168,0.601878131608812,"partial"
"58","Nouvelle-Aquitaine: parks",0.95,0.9,"mean",-1.59854112748816,-1.19362785376893,-0.0908223102380572,0.578908865311514,0.659137315760713,"partial"
"59","Nouvelle-Aquitaine: retail",0.95,0.9,"mean",-1.22449691057687,-0.917349297965818,-0.0161544946329386,0.579019243642238,0.656505405208155,"partial"
"60","Nouvelle-Aquitaine: workplace",0.95,0.9,"mean",-1.27943807600491,-0.949329233585677,-0.0286696415784159,0.563086988796871,0.639855576722876,"partial"
"61","Occitanie: residential",0.95,0.9,"mean",-1.49585493382357,-1.03014029368113,-0.0196598227136951,0.622674367308062,0.68412646655931,"partial"
"62","Occitanie: transit",0.95,0.9,"mean",-1.39144876807813,-1.09302065460353,-0.0697070627213168,0.574758869799714,0.639215602781498,"partial"
"63","Occitanie: grocery",0.95,0.9,"mean",-1.69592124603965,-1.25564571587082,-0.138134291923212,0.569344771590587,0.640193545918681,"partial"
"64","Occitanie: parks",0.95,0.9,"mean",-1.48074085783879,-1.11075349443045,-0.0789552515018975,0.561671147273394,0.62045254112558,"partial"
"65","Occitanie: retail",0.95,0.9,"mean",-1.26037988986711,-0.874452331328239,0.000878651106626806,0.601561456666444,0.662592242893553,"partial"
"66","Occitanie: workplace",0.95,0.9,"mean",-1.37639443689261,-1.00378001415892,-0.0289502459572169,0.566150881016585,0.642445902010347,"partial"
"67","Pays de la Loire: residential",0.95,0.9,"mean",-1.05874055063976,-0.793305279515716,0.0138231213426745,0.578048682959296,0.659363402140258,"partial"
"68","Pays de la Loire: transit",0.95,0.9,"mean",-1.22118601616506,-0.879284620802376,0.0197166083713077,0.598925343709256,0.65790926117649,"partial"
"69","Pays de la Loire: grocery",0.95,0.9,"mean",-1.39880829355944,-1.09985474049131,-0.0762049576153101,0.547983353171567,0.644694959495078,"partial"
"70","Pays de la Loire: parks",0.95,0.9,"mean",-1.37214641932563,-1.08977038307866,-0.0643997992137606,0.587705457404535,0.656090726165118,"partial"
"71","Pays de la Loire: retail",0.95,0.9,"mean",-1.23751628103426,-0.874806016946795,0.00328782553754927,0.589993203784587,0.634654045691557,"partial"
"72","Pays de la Loire: workplace",0.95,0.9,"mean",-1.27694502701655,-0.933183258731941,0.0130872130071202,0.614083606273263,0.682996109418106,"partial"
"73","Provence-Alpes-Côte d'Azur: residential",0.95,0.9,"mean",-2.09134324179736,-1.52576670090138,-0.263135265117448,0.47481493670673,0.55205829690387,"partial"
"74","Provence-Alpes-Côte d'Azur: transit",0.95,0.9,"mean",-1.76547751741366,-1.36176273574365,-0.264991961174774,0.442156270510044,0.519481729243208,"partial"
"75","Provence-Alpes-Côte d'Azur: grocery",0.95,0.9,"mean",-1.72236247586806,-1.28359983666511,-0.167422980291822,0.542200095482981,0.604780392903714,"partial"
"76","Provence-Alpes-Côte d'Azur: parks",0.95,0.9,"mean",-2.01382520880417,-1.56173072495307,-0.278298039994298,0.50123801106765,0.557964102431761,"partial"
"77","Provence-Alpes-Côte d'Azur: retail",0.95,0.9,"mean",-2.07699611340648,-1.58660567754413,-0.321376566074075,0.428900325569541,0.51545998709159,"partial"
"78","Provence-Alpes-Côte d'Azur: workplace",0.95,0.9,"mean",-1.81273852440258,-1.36347248458003,-0.239142048211165,0.461755367956104,0.545356220940915,"partial"
"79","Île-de-France: residential",0.95,0.9,"mean",-1.56376188352615,-1.18696712165903,-0.162062435697838,0.489370524441533,0.560350992706994,"partial"
"80","Île-de-France: transit",0.95,0.9,"mean",-1.59339742588331,-1.15768976250359,-0.160459181102586,0.507296897674717,0.565343892696344,"partial"
"81","Île-de-France: grocery",0.95,0.9,"mean",-1.60802502636823,-1.24026633723269,-0.0960342122125212,0.581213707328196,0.640510393706551,"partial"
"82","Île-de-France: parks",0.95,0.9,"mean",-1.92040638904863,-1.47176997207029,-0.1863954593767,0.536897286001963,0.615437188866782,"partial"
"83","Île-de-France: retail",0.95,0.9,"mean",-1.7771195282203,-1.29572321964022,-0.189492681008445,0.507570227984955,0.583545032546595,"partial"
"84","Île-de-France: workplace",0.95,0.9,"mean",-1.55749703863274,-1.16334390816872,-0.16963469790737,0.490907748412985,0.555811668775982,"partial"
"85","France-hopitaux: residential",0.95,0.9,"mean",-1.37431882001448,-1.05245621512729,-0.0403749700312415,0.586355436860445,0.654343475792724,"partial"
"86","France-hopitaux: transit",0.95,0.9,"mean",-0.754404821839747,-0.54122919244663,0.145672978335077,0.630759444102877,0.677962361010701,"partial"
"87","France-hopitaux: grocery",0.95,0.9,"mean",-1.55946870855288,-1.03968473035652,-0.0398210197192437,0.596618897788575,0.686482136450789,"partial"
"88","France-hopitaux: parks",0.95,0.9,"mean",-1.16521457705688,-0.839596147972107,0.0480355786752095,0.643303788246323,0.708625009310299,"partial"
"89","France-hopitaux: retail",0.95,0.9,"mean",-0.855954390157336,-0.59083931554605,0.153288032049254,0.639091965712675,0.694778043445076,"partial"
"90","France-hopitaux: workplace",0.95,0.9,"mean",-1.15102760393507,-0.839201735547047,0.0665315992977,0.621936708936024,0.689280090036288,"partial"
"91","France-OC19: residential",0.95,0.9,"mean",-1.79296175665608,-1.26134121279835,-0.135256710956067,0.550776939404862,0.627635414793344,"partial"
"92","France-OC19: transit",0.95,0.9,"mean",-1.38750085334867,-1.03567279616275,-0.100887708478661,0.511347867841451,0.569851265098933,"partial"
"93","France-OC19: grocery",0.95,0.9,"mean",-1.24372578114603,-0.878597070935977,0.0174106420645596,0.615914510639134,0.674416348227346,"partial"
"94","France-OC19: parks",0.95,0.9,"mean",-1.33375238584808,-1.02075446767647,-0.0540281234805569,0.559455259160443,0.61942037444232,"partial"
"95","France-OC19: retail",0.95,0.9,"mean",-1.52711177944048,-1.13588594931082,-0.146389549099098,0.498767203103441,0.580349666725273,"partial"
"96","France-OC19: workplace",0.95,0.9,"mean",-1.42913810730112,-1.09663368796228,-0.100950369791475,0.526073321427717,0.598161291495062,"partial"
"97","France-EHPAD: residential",0.95,0.9,"mean",-1.68579027463896,-1.32389239815988,-0.20146337071735,0.495201582232669,0.569089856142895,"partial"
"98","France-EHPAD: transit",0.95,0.9,"mean",-2.11002681273863,-1.44958674240379,-0.287165775109303,0.450409445792065,0.543501265309691,"partial"
"99","France-EHPAD: grocery",0.95,0.9,"mean",-1.2041867647118,-0.806244312788622,0.0383338573647852,0.634719622793531,0.694939338168686,"partial"
"100","France-EHPAD: parks",0.95,0.9,"mean",-1.42437909005819,-1.04062289038087,-0.0757506298990007,0.54413901290568,0.611249438997572,"partial"
"101","France-EHPAD: retail",0.95,0.9,"mean",-1.74729683795606,-1.34534657722268,-0.257043239958736,0.449339791882045,0.519644484097281,"partial"
