"","Bretagne","Corse","Grand Est","Hauts-de-France","Normandie","Nouvelle-Aquitaine","Occitanie","Pays de la Loire","France-hopitaux","France-OC19","Denmark","Italy","Germany","Spain","United_Kingdom","France","Belgium","Austria","Sweden","Switzerland","Greece","Portugal","Netherlands"
"1",0.779358282123322,0.852620878484085,0.76720593339838,0.668540635246713,0.974246074646346,1.41548923015633,0.906502293530988,1.12019371572947,1.49492002602521,1.23721508082669,1.53504942626126,1.19747205581349,1.09998036204078,1.29168257214009,1.14575339407233,1.08037824873725,1.10569243829383,0.692271041863478,2.47996168101031,1.39568819944764,0.788798289556464,1.31710553496295,1.09558837894264
"2",1.03649460320717,0.913324460077586,1.0988309349984,0.584264796334117,0.987918578483276,1.04145114473066,0.934034588372659,1.20102286610186,0.937258579696408,0.918329862820965,0.895737309989121,1.25982615053993,0.921333224515146,1.79842853547811,0.962349633711581,1.0380594779435,0.645530741222715,0.998330230819495,2.22011366392738,1.00581676091251,0.741603528497252,0.828308113092068,1.04801906150299
"3",2.3390329162109,2.24075702120163,2.68371315672425,2.27334974830907,2.65502533686163,2.28238684269363,2.25385288324168,2.41000647109566,2.30065093134407,2.56043952069439,2.41960443553583,2.24127234526594,2.59047199248211,2.42898383374172,2.32640373350951,2.42994829799293,2.59387147249079,2.53963585933461,2.77959158463848,2.19943576717637,2.14361961273314,2.68877180695299,2.76526536150367
"4",0.818060212827264,1.03927458379442,0.958534225875523,0.835785045871679,1.13781367427619,0.970459263465725,1.11568878101273,0.864963446486124,1.11656865942107,1.34705948147619,1.02313657103835,1.12070456735135,0.966238276836467,0.843546357092227,0.847810091346909,1.0468177648375,1.21228737040472,0.987216364122004,3.61653446642791,0.860059368416208,1.09393386711221,0.994504405488378,0.989274068799981
"5",2.14386118674015,1.40110974101483,1.22600090601785,1.0150397683636,2.19732679769706,1.19534200410786,1.78373313311512,0.91561119443787,1.26700673513253,1.64720825538615,1.15578879517966,1.47823637338638,2.72427784645331,2.89350847679599,1.26616713545525,1.28351905198456,1.0545416736276,1.0500105777369,3.12011901712724,0.728562588385491,1.15572879091525,0.719155540854837,2.58420695860949
"6",0.950747090977184,0.751262032643301,0.611516590311191,0.746160824366755,0.754772699062935,0.763668355162727,0.848019391180285,0.779871195158039,0.82621563928808,0.759752422919829,0.89887907869911,0.746735531102828,0.948764293701851,0.836610819876213,0.879971294423146,0.818820324626798,0.880309259807163,0.817546705222648,3.18606464201863,0.716646284446667,0.985579989679132,0.606519501327294,0.829996435234999
"7",1.5128081458946,1.34132470609016,1.76709575968515,1.60642921422431,1.78266620142254,1.87454665446714,2.03700419477599,1.24465506662994,1.82361093538062,1.4655506488454,1.81715850196266,1.4101967685677,2.04832263107385,1.85433014860885,1.67265470430702,1.70927390350023,1.351960664737,1.84129419438665,2.9840668543162,1.78647212328991,1.51119989008515,0.966982286590219,1.44146353899099
"8",1.63653719031728,1.43708092357363,1.64493061750037,1.50521833332255,1.43867484659074,1.51916348658616,1.25212583653831,1.4217570754657,1.47738358963283,1.67963777472172,1.42466448592861,1.57363258154444,1.38289978639901,1.61937058599985,1.63661180155172,1.36577418169537,1.56175758959634,1.71173031073511,2.46098236695238,1.56696156025029,1.32646763117286,1.23911647095024,1.73685559122015
"9",1.70182796366517,1.74383758151442,1.12550546796912,1.76102833769479,2.27516584823445,3.11985901182164,1.43048695694287,5.93674294342953,3.67631400629188,1.81340752179206,3.62960002401672,2.35725406752153,5.2476453414692,2.21337711452889,2.59112673870978,1.2451661965808,1.17015454645552,4.61178222605275,3.35489048688421,1.80504193220442,3.66407165682753,1.9549021760792,1.7631703600226
"10",2.16567552525654,1.40653285112258,2.149020860666,1.274800363307,1.44332990403742,2.06643372410517,2.01483646741877,2.18532280778701,2.15024762862027,1.49436021511093,2.82159654576599,2.07132852036559,1.99240406567543,2.32439622737949,1.87678926002495,2.45180131033456,1.98093438989965,2.37912108135388,3.417349292213,1.68353313130832,1.88180019676692,2.23320621955625,2.53605723222206
"11",0.861272579604363,1.45868164089122,1.90226928332079,0.76127933727991,2.10496694733268,2.32569066300922,1.53265293064893,2.57138116868854,1.86728510978262,2.06511374019704,3.02167473464932,1.44278487492717,2.92105732304358,2.23486377376057,2.28126281864715,1.57690493793331,2.73315744745938,1.25091433757858,3.14585239768708,2.40832893057122,2.74084528130641,1.07616153863587,1.86731707447654
"12",2.51035812408265,2.17591771423946,3.07829103824975,1.78927432177498,2.18849093310069,2.28864898196105,2.02024896803552,2.0092549460927,2.93088750064115,3.06223789764012,3.06117841303078,1.69102439689535,2.5485312192207,2.44118759573099,2.29173084889436,2.26618390444429,2.89116018354733,2.49431140443078,2.77276331444285,2.77652933878405,2.45828579153376,2.74924383153735,2.21234596533786
"13",1.49563400835145,3.7449781330627,4.92335837662009,1.54093346824012,2.32802226007135,2.95616108676467,1.58298078466287,1.76155897013856,0.486771453804138,1.34247215837854,0.697846915530465,1.55683885241196,3.32970322821159,2.38378076072704,3.17171343222053,2.49407173983956,4.27100602755837,1.59050453309301,2.91243355785694,2.06470926156948,2.37699576072158,1.41628096355915,2.19950337664917
"14",1.64869883589499,2.35207376788931,3.31640992796658,1.51928507331863,1.89053386079972,1.71376372328947,1.44998236509714,4.9389676473561,2.2698878505931,3.12748132839852,1.81747229237147,1.98446072940796,4.31620171072195,2.17798746590204,3.13096781842875,3.26891810846882,2.78773532448088,1.56491847438941,2.5634056526018,2.69047383212431,2.28220238900883,3.48438056456212,2.7317660654806
