"","key","value","x","country","region"
"1","schools_universities",2020-03-14,4.3,"France","Bretagne"
"2","self_isolating_if_ill",2020-03-16,4.3,"France","Bretagne"
"3","public_events",2020-03-13,4.3,"France","Bretagne"
"4","lockdown",2020-03-17,4.3,"France","Bretagne"
"5","social_distancing_encouraged",2020-03-16,4,"France","Bretagne"
"6","schools_universities",2020-03-14,4.3,"France","Corse"
"7","self_isolating_if_ill",2020-03-16,4.3,"France","Corse"
"8","public_events",2020-03-13,4.3,"France","Corse"
"9","lockdown",2020-03-17,4.3,"France","Corse"
"10","social_distancing_encouraged",2020-03-16,4,"France","Corse"
"11","schools_universities",2020-03-14,4.3,"France","Grand Est"
"12","self_isolating_if_ill",2020-03-16,4.3,"France","Grand Est"
"13","public_events",2020-03-13,4.3,"France","Grand Est"
"14","lockdown",2020-03-17,4.3,"France","Grand Est"
"15","social_distancing_encouraged",2020-03-16,4,"France","Grand Est"
"16","schools_universities",2020-03-14,3.3,"France","Hauts-de-France"
"17","self_isolating_if_ill",2020-03-16,3.3,"France","Hauts-de-France"
"18","public_events",2020-03-13,3.3,"France","Hauts-de-France"
"19","lockdown",2020-03-17,3.3,"France","Hauts-de-France"
"20","social_distancing_encouraged",2020-03-16,3,"France","Hauts-de-France"
"21","schools_universities",2020-03-14,4.3,"France","Normandie"
"22","self_isolating_if_ill",2020-03-16,4.3,"France","Normandie"
"23","public_events",2020-03-13,4.3,"France","Normandie"
"24","lockdown",2020-03-17,4.3,"France","Normandie"
"25","social_distancing_encouraged",2020-03-16,4,"France","Normandie"
"26","schools_universities",2020-03-14,4.3,"France","Nouvelle-Aquitaine"
"27","self_isolating_if_ill",2020-03-16,4.3,"France","Nouvelle-Aquitaine"
"28","public_events",2020-03-13,4.3,"France","Nouvelle-Aquitaine"
"29","lockdown",2020-03-17,4.3,"France","Nouvelle-Aquitaine"
"30","social_distancing_encouraged",2020-03-16,4,"France","Nouvelle-Aquitaine"
"31","schools_universities",2020-03-14,4.3,"France","Occitanie"
"32","self_isolating_if_ill",2020-03-16,4.3,"France","Occitanie"
"33","public_events",2020-03-13,4.3,"France","Occitanie"
"34","lockdown",2020-03-17,4.3,"France","Occitanie"
"35","social_distancing_encouraged",2020-03-16,4,"France","Occitanie"
"36","schools_universities",2020-03-14,4.3,"France","Pays de la Loire"
"37","self_isolating_if_ill",2020-03-16,4.3,"France","Pays de la Loire"
"38","public_events",2020-03-13,4.3,"France","Pays de la Loire"
"39","lockdown",2020-03-17,4.3,"France","Pays de la Loire"
"40","social_distancing_encouraged",2020-03-16,4,"France","Pays de la Loire"
"41","schools_universities",2020-03-14,4.3,"France","France-hopitaux"
"42","self_isolating_if_ill",2020-03-16,4.3,"France","France-hopitaux"
"43","public_events",2020-03-13,4.3,"France","France-hopitaux"
"44","lockdown",2020-03-17,4.3,"France","France-hopitaux"
"45","social_distancing_encouraged",2020-03-16,4,"France","France-hopitaux"
"46","schools_universities",2020-03-14,4.3,"France","France-OC19"
"47","self_isolating_if_ill",2020-03-16,4.3,"France","France-OC19"
"48","public_events",2020-03-13,4.3,"France","France-OC19"
"49","lockdown",2020-03-17,4.3,"France","France-OC19"
"50","social_distancing_encouraged",2020-03-16,4,"France","France-OC19"
"51","schools_universities",2020-03-13,4.3,"Denmark","Denmark"
"52","self_isolating_if_ill",2020-03-12,4.3,"Denmark","Denmark"
"53","public_events",2020-03-12,4,"Denmark","Denmark"
"54","lockdown",2020-03-18,4.3,"Denmark","Denmark"
"55","social_distancing_encouraged",2020-03-13,4,"Denmark","Denmark"
"56","schools_universities",2020-03-05,4.3,"Italy","Italy"
"57","self_isolating_if_ill",2020-03-09,4.3,"Italy","Italy"
"58","public_events",2020-03-09,4,"Italy","Italy"
"59","lockdown",2020-03-11,4.3,"Italy","Italy"
"60","social_distancing_encouraged",2020-03-09,3.7,"Italy","Italy"
"61","schools_universities",2020-03-14,5.3,"Germany","Germany"
"62","self_isolating_if_ill",2020-03-06,5.3,"Germany","Germany"
"63","public_events",2020-03-22,5.3,"Germany","Germany"
"64","lockdown",2020-03-22,5,"Germany","Germany"
"65","social_distancing_encouraged",2020-03-12,5.3,"Germany","Germany"
"66","schools_universities",2020-03-13,5.3,"Spain","Spain"
"67","self_isolating_if_ill",2020-03-14,5.3,"Spain","Spain"
"68","public_events",2020-03-14,5,"Spain","Spain"
"69","lockdown",2020-03-14,4.7,"Spain","Spain"
"70","social_distancing_encouraged",2020-03-09,5.3,"Spain","Spain"
"71","schools_universities",2020-03-21,4.3,"United_Kingdom","United_Kingdom"
"72","self_isolating_if_ill",2020-03-12,4.3,"United_Kingdom","United_Kingdom"
"73","public_events",2020-03-24,4.3,"United_Kingdom","United_Kingdom"
"74","lockdown",2020-03-24,4,"United_Kingdom","United_Kingdom"
"75","social_distancing_encouraged",2020-03-16,4.3,"United_Kingdom","United_Kingdom"
"76","schools_universities",2020-03-14,4.3,"France","France"
"77","self_isolating_if_ill",2020-03-16,4.3,"France","France"
"78","public_events",2020-03-13,4.3,"France","France"
"79","lockdown",2020-03-17,4.3,"France","France"
"80","social_distancing_encouraged",2020-03-16,4,"France","France"
"81","schools_universities",2020-03-14,4.3,"Belgium","Belgium"
"82","self_isolating_if_ill",2020-03-10,4.3,"Belgium","Belgium"
"83","public_events",2020-03-12,4.3,"Belgium","Belgium"
"84","lockdown",2020-03-18,4.3,"Belgium","Belgium"
"85","social_distancing_encouraged",2020-03-14,4,"Belgium","Belgium"
"86","schools_universities",2020-03-14,4.3,"Austria","Austria"
"87","self_isolating_if_ill",2020-03-16,4.3,"Austria","Austria"
"88","public_events",2020-03-10,4.3,"Austria","Austria"
"89","lockdown",2020-03-16,4,"Austria","Austria"
"90","social_distancing_encouraged",2020-03-16,3.7,"Austria","Austria"
"91","schools_universities",2028-07-15,4.3,"Sweden","Sweden"
"92","self_isolating_if_ill",2020-03-10,4.3,"Sweden","Sweden"
"93","public_events",2028-07-15,4,"Sweden","Sweden"
"94","lockdown",2028-07-15,3.7,"Sweden","Sweden"
"95","social_distancing_encouraged",2020-03-16,4.3,"Sweden","Sweden"
"96","schools_universities",2020-03-14,4.3,"Switzerland","Switzerland"
"97","self_isolating_if_ill",2020-03-02,4.3,"Switzerland","Switzerland"
"98","public_events",2020-03-13,4.3,"Switzerland","Switzerland"
"99","lockdown",2020-03-20,4.3,"Switzerland","Switzerland"
"100","social_distancing_encouraged",2020-03-16,4.3,"Switzerland","Switzerland"
"101","schools_universities",2020-03-11,4.3,"Greece","Greece"
"102","self_isolating_if_ill",2020-03-09,4.3,"Greece","Greece"
"103","public_events",2020-03-19,4.3,"Greece","Greece"
"104","lockdown",2020-03-23,4.3,"Greece","Greece"
"105","social_distancing_encouraged",2020-03-16,4.3,"Greece","Greece"
