"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","global: residential",0.95,0.9,"mean",-1.19011237319822,-1.00083493849198,-0.190083095197292,0.415112123658113,0.48381772786937,"pooled"
"2","global: transit",0.95,0.9,"mean",0.00179543830660454,0.116802243162153,0.530612615457322,0.791189832056596,0.817585416878215,"pooled"
"3","global: grocery",0.95,0.9,"mean",-1.08696289795967,-0.868252886183631,-0.104965714859112,0.424506785789127,0.48006642900089,"pooled"
"4","global: parks",0.95,0.9,"mean",-1.57430137277348,-1.24937972964359,-0.229451976773606,0.444379530799055,0.515627713817316,"pooled"
"5","global: retail",0.95,0.9,"mean",0.257826993356871,0.378928293649089,0.658647897064969,0.838509539724495,0.857369205918222,"pooled"
"6","global: workplace",0.95,0.9,"mean",-0.146191713097174,0.00641281658400629,0.464774321650776,0.763868015755211,0.794507461401675,"pooled"
"7","Auvergne-Rhône-Alpes: residential",0.95,0.9,"mean",-0.513888267523575,-0.408799220775682,-0.0169612284588978,0.30865521150701,0.383818252761863,"partial"
"8","Auvergne-Rhône-Alpes: transit",0.95,0.9,"mean",-0.487993537615822,-0.389494040748471,-0.0101869919021388,0.304718554422749,0.36386300563559,"partial"
"9","Auvergne-Rhône-Alpes: grocery",0.95,0.9,"mean",-0.561306253564273,-0.449731351351207,-0.0329085645285436,0.307142244196075,0.369407381168155,"partial"
"10","Auvergne-Rhône-Alpes: parks",0.95,0.9,"mean",-0.511633083234927,-0.41732414784936,-0.0372890262472671,0.275657053059524,0.327749195356028,"partial"
"11","Auvergne-Rhône-Alpes: retail",0.95,0.9,"mean",-0.492278911442265,-0.367931329183656,-0.00513545923065985,0.312827532038591,0.372600926653289,"partial"
"12","Auvergne-Rhône-Alpes: workplace",0.95,0.9,"mean",-0.517705753785108,-0.415874105605335,-0.0134151785240619,0.306451905280773,0.360123825094665,"partial"
"13","Bourgogne-Franche-Comté: residential",0.95,0.9,"mean",-0.584469953170147,-0.466565409672992,-0.0738836740865461,0.246573509123921,0.300214447381337,"partial"
"14","Bourgogne-Franche-Comté: transit",0.95,0.9,"mean",-0.687014435430727,-0.550467414695182,-0.104813203116535,0.240172193820408,0.292031465555238,"partial"
"15","Bourgogne-Franche-Comté: grocery",0.95,0.9,"mean",-0.686975736347352,-0.591275795054874,-0.128766276024641,0.225829989517584,0.281884092868102,"partial"
"16","Bourgogne-Franche-Comté: parks",0.95,0.9,"mean",-0.735312806493924,-0.583345166709591,-0.130154435395292,0.212395466333372,0.267429890876547,"partial"
"17","Bourgogne-Franche-Comté: retail",0.95,0.9,"mean",-0.661484913984888,-0.529416716140138,-0.080063546939308,0.278406024514062,0.356567714119027,"partial"
"18","Bourgogne-Franche-Comté: workplace",0.95,0.9,"mean",-0.636150327897631,-0.50835682637605,-0.0825131798447205,0.248908336624483,0.316066360855947,"partial"
"19","Bretagne: residential",0.95,0.9,"mean",-0.54164224410618,-0.433028597067577,-0.0253480896584925,0.306719320609807,0.351331852685007,"partial"
"20","Bretagne: transit",0.95,0.9,"mean",-0.508948473600873,-0.413181851212712,-0.0181883609652341,0.290270182208459,0.339228787490881,"partial"
"21","Bretagne: grocery",0.95,0.9,"mean",-0.511409362612047,-0.415720393097033,-0.0239681485150835,0.297322535079156,0.340703139182203,"partial"
"22","Bretagne: parks",0.95,0.9,"mean",-0.550821163120531,-0.433182054729043,-0.0334311668440564,0.292275881188389,0.341752726558909,"partial"
"23","Bretagne: retail",0.95,0.9,"mean",-0.541021410085448,-0.422426730700722,-0.0179556386115639,0.304808221423418,0.356182575464191,"partial"
"24","Bretagne: workplace",0.95,0.9,"mean",-0.512629210166867,-0.408909456236239,-0.00829953944314854,0.29970820678034,0.358148305772743,"partial"
"25","Centre-Val de Loire: residential",0.95,0.9,"mean",-0.596336301310644,-0.463116736811161,-0.0583507947359694,0.273582177699237,0.331987621256363,"partial"
"26","Centre-Val de Loire: transit",0.95,0.9,"mean",-0.556918064218927,-0.446411793861423,-0.0682891749699165,0.254104672925449,0.302057203301598,"partial"
"27","Centre-Val de Loire: grocery",0.95,0.9,"mean",-0.739807123567109,-0.551362005341531,-0.0859281255873384,0.277760956363245,0.330040905561301,"partial"
"28","Centre-Val de Loire: parks",0.95,0.9,"mean",-0.687307234541805,-0.525004282538408,-0.0715141376360742,0.275452198664622,0.336539390392181,"partial"
"29","Centre-Val de Loire: retail",0.95,0.9,"mean",-0.598573148553779,-0.48307701441674,-0.0655347672846707,0.253302494048503,0.321642026780752,"partial"
"30","Centre-Val de Loire: workplace",0.95,0.9,"mean",-0.618252471395204,-0.477465664433824,-0.0654497142718695,0.262460194541798,0.311662996616669,"partial"
"31","Corse: residential",0.95,0.9,"mean",-0.548331406589573,-0.416888857540505,0.0187895930583941,0.357104779648749,0.421691193470938,"partial"
"32","Corse: transit",0.95,0.9,"mean",-0.493530394555329,-0.396400810443426,0.0156217080690524,0.350076257458033,0.39901570583144,"partial"
"33","Corse: grocery",0.95,0.9,"mean",-0.589965017443455,-0.454339592807659,-0.0136532689566455,0.330806514512912,0.387497281405507,"partial"
"34","Corse: parks",0.95,0.9,"mean",-0.605121802993503,-0.446337680415437,-0.00597448606826611,0.330216105604633,0.397195571627683,"partial"
"35","Corse: retail",0.95,0.9,"mean",-0.524220945856378,-0.362665834439871,0.0131774721452655,0.342760052766884,0.413379332266499,"partial"
"36","Corse: workplace",0.95,0.9,"mean",-0.429603787016889,-0.346346803766286,0.0256026187404254,0.338268342945201,0.380929653072296,"partial"
"37","Grand Est: residential",0.95,0.9,"mean",-0.548743442931782,-0.418973208517422,-0.0113017617236135,0.337747712078991,0.393700376893034,"partial"
"38","Grand Est: transit",0.95,0.9,"mean",-0.389952163904078,-0.301759899825483,0.0425095505545854,0.347253105615297,0.397447222081071,"partial"
"39","Grand Est: grocery",0.95,0.9,"mean",-0.652816660481223,-0.506458491703506,-0.0632126087340087,0.27561198195051,0.334489166682571,"partial"
"40","Grand Est: parks",0.95,0.9,"mean",-0.525551905422133,-0.400760863069685,-0.014185109621234,0.303069797814628,0.343708442426798,"partial"
"41","Grand Est: retail",0.95,0.9,"mean",-0.409585742702204,-0.282257250325802,0.0661565397149286,0.374129976129244,0.432932864705874,"partial"
"42","Grand Est: workplace",0.95,0.9,"mean",-0.552910834239154,-0.384369086690145,-0.00599259021226583,0.325833543570905,0.393007950939397,"partial"
"43","Hauts-de-France: residential",0.95,0.9,"mean",-0.577118565205637,-0.472598807505019,-0.0347684848701603,0.312754801160879,0.375297251481219,"partial"
"44","Hauts-de-France: transit",0.95,0.9,"mean",-0.553098778015994,-0.443731628107088,-0.0549448580913498,0.26320544696164,0.32700241404793,"partial"
"45","Hauts-de-France: grocery",0.95,0.9,"mean",-0.558910529186304,-0.43680929350157,-0.0267683641090465,0.306413554267161,0.37460914825009,"partial"
"46","Hauts-de-France: parks",0.95,0.9,"mean",-0.548458147134409,-0.435955226511549,-0.0359998451098479,0.297240492934017,0.342328969442852,"partial"
"47","Hauts-de-France: retail",0.95,0.9,"mean",-0.576464114792227,-0.45066367682514,-0.0598005445894957,0.269997596222607,0.325398523299306,"partial"
"48","Hauts-de-France: workplace",0.95,0.9,"mean",-0.503521123996576,-0.408386786518106,-0.0311145951867576,0.279394819812663,0.33413772591436,"partial"
"49","Normandie: residential",0.95,0.9,"mean",-0.534396924043176,-0.369843265977459,0.00672392212658378,0.33412126463471,0.385683940068588,"partial"
"50","Normandie: transit",0.95,0.9,"mean",-0.486834112378734,-0.366736167526716,-0.00686768683280726,0.303846933988962,0.354052925989108,"partial"
"51","Normandie: grocery",0.95,0.9,"mean",-0.442752509794308,-0.351595142401806,0.0212873943920485,0.339630642901499,0.391720587523007,"partial"
"52","Normandie: parks",0.95,0.9,"mean",-0.462302183553305,-0.342872247252863,0.00876316991900796,0.306207089039782,0.373542031713529,"partial"
"53","Normandie: retail",0.95,0.9,"mean",-0.512116233490333,-0.374101872289704,-0.00662006423764724,0.297106823428122,0.354027106580989,"partial"
"54","Normandie: workplace",0.95,0.9,"mean",-0.507160594060939,-0.380655618897104,-0.000491590969012968,0.319505324321125,0.37550035242874,"partial"
"55","Nouvelle-Aquitaine: residential",0.95,0.9,"mean",-0.575084292369774,-0.467618729806257,-0.0590168142390077,0.267972972855118,0.326200723830087,"partial"
"56","Nouvelle-Aquitaine: transit",0.95,0.9,"mean",-0.66053461013678,-0.531852505779746,-0.0715324282703874,0.271556271188995,0.32935456050243,"partial"
"57","Nouvelle-Aquitaine: grocery",0.95,0.9,"mean",-0.651261274930637,-0.520759528724977,-0.0700837309900987,0.274525918954621,0.336634084620982,"partial"
"58","Nouvelle-Aquitaine: parks",0.95,0.9,"mean",-0.662156496964956,-0.535390536960161,-0.0959174669443716,0.239425985712629,0.284744875981978,"partial"
"59","Nouvelle-Aquitaine: retail",0.95,0.9,"mean",-0.583826337542262,-0.475225794241338,-0.0580738512895783,0.26114345534934,0.325308401482952,"partial"
"60","Nouvelle-Aquitaine: workplace",0.95,0.9,"mean",-0.645363145424186,-0.529657997600758,-0.0688805488248456,0.260951543401537,0.324515548087875,"partial"
"61","Occitanie: residential",0.95,0.9,"mean",-0.806161875423235,-0.663582997515187,-0.151827064202304,0.22168447221192,0.287613711852766,"partial"
"62","Occitanie: transit",0.95,0.9,"mean",-0.856116786401354,-0.675983128500293,-0.179220296467596,0.194040688748548,0.260382546423462,"partial"
"63","Occitanie: grocery",0.95,0.9,"mean",-0.661774461099506,-0.557217401741772,-0.106362181612079,0.241129184229457,0.308125848216096,"partial"
"64","Occitanie: parks",0.95,0.9,"mean",-0.874375995414494,-0.682777220190693,-0.183856243033848,0.198666453106635,0.262319450410653,"partial"
"65","Occitanie: retail",0.95,0.9,"mean",-0.777478992066811,-0.648954633314919,-0.154721890365012,0.206717866701365,0.25551842604782,"partial"
"66","Occitanie: workplace",0.95,0.9,"mean",-0.779518035490915,-0.619424487207154,-0.161247487479157,0.194471487695199,0.246943475035031,"partial"
"67","Pays de la Loire: residential",0.95,0.9,"mean",-0.61512807365741,-0.494175970502484,-0.0741267505100336,0.260253344453162,0.312143671444464,"partial"
"68","Pays de la Loire: transit",0.95,0.9,"mean",-0.652336589828492,-0.510295266707892,-0.0730849409239209,0.273265075002352,0.333229728217073,"partial"
"69","Pays de la Loire: grocery",0.95,0.9,"mean",-0.729610046580751,-0.569562072598256,-0.116959018563225,0.22250500113192,0.275069679094158,"partial"
"70","Pays de la Loire: parks",0.95,0.9,"mean",-0.69668977899631,-0.565594834173786,-0.105920084961409,0.236222698196963,0.304687065442385,"partial"
"71","Pays de la Loire: retail",0.95,0.9,"mean",-0.606166260219596,-0.497686624624132,-0.0738549709534119,0.262149458253117,0.319272851685703,"partial"
"72","Pays de la Loire: workplace",0.95,0.9,"mean",-0.66601808436285,-0.533839176636996,-0.0782274124207386,0.273573108884793,0.325384333035498,"partial"
"73","Provence-Alpes-Côte d'Azur: residential",0.95,0.9,"mean",-0.631319112991442,-0.481369918296513,-0.0555086846228915,0.280481882699217,0.348213652146221,"partial"
"74","Provence-Alpes-Côte d'Azur: transit",0.95,0.9,"mean",-0.615705409751886,-0.49368605928431,-0.053769081419843,0.286508324936516,0.346084014779714,"partial"
"75","Provence-Alpes-Côte d'Azur: grocery",0.95,0.9,"mean",-0.566725369320355,-0.415782360503646,-0.0305686341221851,0.295270187509265,0.35697841084596,"partial"
"76","Provence-Alpes-Côte d'Azur: parks",0.95,0.9,"mean",-0.61705561635013,-0.486396565485082,-0.0497178335811831,0.2785617313332,0.327716514869972,"partial"
"77","Provence-Alpes-Côte d'Azur: retail",0.95,0.9,"mean",-0.628620832703486,-0.492145162516846,-0.0561177916983164,0.275534434902916,0.333792924394568,"partial"
"78","Provence-Alpes-Côte d'Azur: workplace",0.95,0.9,"mean",-0.572529345053449,-0.447766034358062,-0.0377898340947181,0.295906721613182,0.349642762992361,"partial"
"79","Île-de-France: residential",0.95,0.9,"mean",-0.524470986443941,-0.380070530063245,0.00779092068133639,0.331292325520548,0.378639293377091,"partial"
"80","Île-de-France: transit",0.95,0.9,"mean",-0.492046040327549,-0.382595809502677,0.00625976252670714,0.306173737349306,0.36374482308571,"partial"
"81","Île-de-France: grocery",0.95,0.9,"mean",-0.489676573134395,-0.374050368838405,0.00755442946754424,0.308161724782562,0.351115393921767,"partial"
"82","Île-de-France: parks",0.95,0.9,"mean",-0.481070864668844,-0.368375762307061,0.00802516889345017,0.30810217053235,0.375862034165582,"partial"
"83","Île-de-France: retail",0.95,0.9,"mean",-0.455065799546183,-0.366942564185462,0.00678070015294042,0.32478275906092,0.374859131966823,"partial"
"84","Île-de-France: workplace",0.95,0.9,"mean",-0.462744600575014,-0.368461855386619,0.00543026044785419,0.305829022121075,0.349982258120473,"partial"
"85","France-hopitaux: residential",0.95,0.9,"mean",-0.475293418029098,-0.34718351225945,0.0267819358266755,0.335967825858513,0.384396323148218,"partial"
"86","France-hopitaux: transit",0.95,0.9,"mean",-0.276573638725977,-0.198211488153441,0.12009894912094,0.41435278466449,0.455981304608661,"partial"
"87","France-hopitaux: grocery",0.95,0.9,"mean",-0.471170006847048,-0.372141461360831,0.024727501976647,0.330079739522566,0.382498750279975,"partial"
"88","France-hopitaux: parks",0.95,0.9,"mean",-0.334366862442784,-0.260498213622266,0.0735107071102036,0.358183888750358,0.406386719551757,"partial"
"89","France-hopitaux: retail",0.95,0.9,"mean",-0.268508813106398,-0.194332801706103,0.121875478682184,0.389365303822879,0.450689655746164,"partial"
"90","France-hopitaux: workplace",0.95,0.9,"mean",-0.329513175733799,-0.240281858649279,0.0860349407079926,0.372256127277238,0.416458302433381,"partial"
"91","France-OC19: residential",0.95,0.9,"mean",-0.539950902034339,-0.384959489120437,0.0293505148563297,0.349381727962159,0.42172139141035,"partial"
"92","France-OC19: transit",0.95,0.9,"mean",-0.237507747259037,-0.139668407528351,0.14289962254692,0.402170266708469,0.45825510031621,"partial"
"93","France-OC19: grocery",0.95,0.9,"mean",-0.387644047630695,-0.260373358011529,0.0984885987070287,0.403615330937892,0.454686927972474,"partial"
"94","France-OC19: parks",0.95,0.9,"mean",-0.265775378299026,-0.174225614916669,0.132586313741778,0.407660437810778,0.459121326150937,"partial"
"95","France-OC19: retail",0.95,0.9,"mean",-0.234243941879919,-0.162871097046904,0.143081289364156,0.406243610256798,0.447746868554775,"partial"
"96","France-OC19: workplace",0.95,0.9,"mean",-0.287665629028663,-0.204424101237682,0.117958435049479,0.383453112385791,0.426751917013331,"partial"
"97","France-EHPAD: residential",0.95,0.9,"mean",-0.375424997238824,-0.267950000316571,0.0763615669550844,0.366841949921849,0.423900815633876,"partial"
"98","France-EHPAD: transit",0.95,0.9,"mean",-0.4421578393916,-0.30685693144812,0.0603054548402825,0.350983948238489,0.39595906387639,"partial"
"99","France-EHPAD: grocery",0.95,0.9,"mean",-0.351826476516384,-0.238907925505763,0.0896202395427367,0.373518375862613,0.43054628980131,"partial"
"100","France-EHPAD: parks",0.95,0.9,"mean",-0.366175006069996,-0.261486532035425,0.0818011357485624,0.368360665015827,0.413907894633038,"partial"
