"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","global: residential",0.95,0.9,"mean",-1.10704555968912,-0.948067696521476,-0.409893978454128,0.0161664565258545,0.0975672468708439,"pooled"
"2","global: transit",0.95,0.9,"mean",0.62187923468721,0.657625015553117,0.785747237055108,0.876061006503622,0.888111520201078,"pooled"
"3","global: grocery",0.95,0.9,"mean",-1.32782301484333,-1.18238230053111,-0.495253684672454,0.0214952935844049,0.0931749654979049,"pooled"
"4","global: parks",0.95,0.9,"mean",-0.552868112079053,-0.507457060422,-0.314821762633815,-0.134404536910362,-0.0996409668981157,"pooled"
"5","global: retail",0.95,0.9,"mean",0.401715840565165,0.454126574780718,0.644432498419903,0.79181133597057,0.810489048771571,"pooled"
"6","global: workplace",0.95,0.9,"mean",0.301589469705637,0.355620957229339,0.591310856825793,0.75687488119922,0.783767202723274,"pooled"
"7","Denmark: ",0.95,0.9,"mean",-1.62027332165856,-1.09563399435641,-0.122054616455505,0.527554927033102,0.646095050965145,"partial"
"8","Italy: ",0.95,0.9,"mean",-1.90802066223496,-1.18627360264439,-0.255423162839367,0.558147382082818,0.647247034353116,"partial"
"9","Germany: ",0.95,0.9,"mean",-1.79540966135475,-1.16334096036319,-0.136335549814985,0.569183526153403,0.682082672692468,"partial"
"10","Spain: ",0.95,0.9,"mean",-2.00318043706366,-1.07789523582071,-0.165821756721762,0.537487330565357,0.649022368548394,"partial"
"11","United_Kingdom: ",0.95,0.9,"mean",-1.91732917032715,-1.26587403961899,-0.145448106033098,0.538040730409273,0.663234299614787,"partial"
"12","France: ",0.95,0.9,"mean",-1.7202615432785,-0.986972267043349,-0.0924161554907755,0.536540570071784,0.629137191372332,"partial"
"13","Norway: ",0.95,0.9,"mean",-1.69513850280457,-1.11231798643969,-0.117980565240688,0.557860972187021,0.676293760069571,"partial"
"14","Belgium: ",0.95,0.9,"mean",-1.74420820276098,-1.11651797523871,-0.126684308964728,0.537485608154175,0.65136879379684,"partial"
"15","Austria: ",0.95,0.9,"mean",-2.04132221064699,-1.30338099628478,-0.139966385023597,0.540414144487144,0.659125835215115,"partial"
"16","Sweden: ",0.95,0.9,"mean",-1.78819332853994,-1.12933511810465,-0.201582138225973,0.554694512047188,0.655455650835621,"partial"
"17","Switzerland: ",0.95,0.9,"mean",-1.48151678414865,-1.02101639866156,-0.111447803127672,0.521640446022639,0.64233358435243,"partial"
"18","Greece: ",0.95,0.9,"mean",-1.68875872043028,-1.10143215286798,-0.137444533364705,0.541614154876532,0.633590965274739,"partial"
"19","Portugal: ",0.95,0.9,"mean",-1.5666954683972,-1.18460986797383,-0.121649341455389,0.517593220080267,0.627518157692136,"partial"
"20","Netherlands: ",0.95,0.9,"mean",-1.79221911639647,-1.19480584385845,-0.131870823235184,0.540026459728268,0.640830197768897,"partial"
