"","time","country","region","reported_cases","reported_cases_c","predicted_cases_c","predicted_min_c","predicted_max_c","predicted_cases","predicted_min","predicted_max","predicted_min2","predicted_max2","deaths","deaths_c","estimated_deaths_c","death_min_c","death_max_c","estimated_deaths","death_min","death_max","death_min2","death_max2","rt","rt_min","rt_max","rt_min2","rt_max2"
"1",2020-02-13,"France","Auvergne-Rhône-Alpes",0,0,51.3730495423398,14.4227090351965,122.890445967741,51.3730495423398,14.4227090351965,122.890445967741,31.4203077488586,66.3179565491447,0,0,5.13730495423399e-14,1.44227090351965e-14,1.22890445967741e-13,5.13730495423399e-14,1.44227090351965e-14,1.22890445967741e-13,3.14203077488586e-14,6.63179565491447e-14,2.77882772617937,2.26156900449595,3.40717580216465,2.57794979027757,2.96484241246908
"2",2020-02-14,"France","Auvergne-Rhône-Alpes",0,0,102.74609908468,28.8454180703929,245.780891935482,51.3730495423398,14.4227090351965,122.890445967741,31.4203077488586,66.3179565491447,0,0,1.26858811097992e-06,3.68449268866129e-07,2.99836243196346e-06,1.26858805960687e-06,3.6844925444342e-07,2.99836230907301e-06,7.77733355001128e-07,1.59910602547697e-06,2.77882772617937,2.26156900449595,3.40717580216465,2.57794979027757,2.96484241246908
"3",2020-02-15,"France","Auvergne-Rhône-Alpes",0,0,154.119148627019,43.2681271055894,368.671337903224,51.3730495423398,14.4227090351965,122.890445967741,31.4203077488586,66.3179565491447,0,0,2.41031731839036e-05,7.00053584884769e-06,5.69688839952776e-05,2.28345850729236e-05,6.63208657998156e-06,5.39705215633142e-05,1.39992003900203e-05,2.87839084585855e-05,2.96248803619075,2.37594830070384,3.67938947847957,2.73583949014585,3.1708400618265
"4",2020-02-16,"France","Auvergne-Rhône-Alpes",0,0,205.492198169359,57.6908361407858,491.561783870965,51.3730495423398,14.4227090351965,122.890445967741,31.4203077488586,66.3179565491447,0,0,0.000159842095561838,4.64246060742936e-05,0.000377793651066089,0.000135738922377934,3.94240702254459e-05,0.000320824767070812,8.32174689851206e-05,0.000171104344726036,3.08448391261286,2.45803556879375,3.8588562063944,2.83713269316902,3.30474625526957
"5",2020-02-17,"France","Auvergne-Rhône-Alpes",0,0,256.865247711699,72.1135451759823,614.452229838706,51.3730495423398,14.4227090351965,122.890445967741,31.4203077488586,66.3179565491447,0,0,0.000724363782086893,0.000210384524301616,0.00171206487860358,0.000564521686525055,0.000163959918227322,0.00133427122753749,0.000346091342975502,0.000711602181337252,3.12209072478114,2.47778470445818,3.91878509237284,2.86791009839805,3.34875995161119
"6",2020-02-18,"France","Auvergne-Rhône-Alpes",0,0,308.238297254039,86.5362542111788,737.342675806447,51.3730495423398,14.4227090351965,122.890445967741,31.4203077488586,66.3179565491447,0,0,0.00226569827450923,0.000658050368450371,0.00535507508412728,0.00154133449242234,0.000447665844148755,0.0036430102055237,0.00094494602632637,0.00194291382095452,3.19957473856629,2.5318398228291,4.02785584581503,2.93026737978539,3.43533648853192
"7",2020-02-19,"France","Auvergne-Rhône-Alpes",0,0,391.418877964353,117.391623017321,906.851373933641,83.1805807103139,30.8553688061423,169.508698127194,57.6862298928269,104.049113452589,0,0,0.00576192696678576,0.00167349651369644,0.0136185616079325,0.00349622869227652,0.00101544614524607,0.00826348652380521,0.00214343312638311,0.00440713620621453,3.22867011764379,2.54985779806573,4.07188096840275,2.95402352975861,3.46830286526977
"8",2020-02-20,"France","Auvergne-Rhône-Alpes",1,1,493.913068214236,156.289787650045,1114.76095250016,102.494190249883,38.8981646327238,207.90957856652,71.6459446932733,127.65593918124,0,0,0.0126111836263813,0.00366299897117989,0.0298063662358709,0.00684925665959552,0.00198950245748345,0.0161878046279384,0.00419928052661297,0.00863373564517468,3.31179804733006,2.60101742042619,4.20429522890003,3.02072225885168,3.55954711096186
"9",2020-02-21,"France","Auvergne-Rhône-Alpes",0,1,621.070040417993,206.833343844363,1366.09427253968,127.156972203758,50.5435561943184,251.333320039518,90.55507759486,156.838384215028,0,0,0.0247261996404172,0.00718537867449504,0.058427742884805,0.0121150160140359,0.00352237970331515,0.028621376648934,0.00743114254649857,0.0152709686082427,3.41577554370297,2.66440694103335,4.36264817705442,3.10939214194288,3.67685130153043
"10",2020-02-22,"France","Auvergne-Rhône-Alpes",0,1,777.132466575341,272.27547993435,1662.7410748288,156.062426157348,65.4421360899862,296.646802289121,113.664361992053,190.451394698585,0,0,0.0443929535473639,0.0129202237447201,0.104830334336543,0.0196667539069467,0.00573484507022504,0.0464025914517378,0.0120806471246575,0.0247875807955034,3.44934651975314,2.68166835321639,4.42036435567233,3.13681129862828,3.71680648325046
"11",2020-02-23,"France","Auvergne-Rhône-Alpes",0,1,973.128570913881,359.838302536693,2024.45336930083,195.99610433854,87.5628226023434,361.712294472027,146.292983637899,236.901300800916,0,0,0.0745300383750214,0.0217722185269582,0.175710878930027,0.0301370848276575,0.00885199478223817,0.0708805445934839,0.0185677624944604,0.0379700836968795,3.53781107839631,2.7383644225456,4.54130558554412,3.20978170285691,3.82071742637195
"12",2020-02-24,"France","Auvergne-Rhône-Alpes",0,1,1217.89481984187,474.934355587492,2456.18976342893,244.766248927992,115.096053050799,431.736394128102,186.52194818,292.68244894123,0,0,0.118266793213155,0.0347655449678158,0.278057506078703,0.0437367548381334,0.0129933264408576,0.102346627148676,0.0270678948712731,0.055088344986454,3.58667008318429,2.7712620337685,4.60688525488484,3.24875964387346,3.88375828686759
"13",2020-02-25,"France","Auvergne-Rhône-Alpes",0,1,1516.96232170771,623.528126219228,2964.76873402285,299.06750186584,148.593770631735,508.578970593921,232.446130378886,352.89715669421,0,0,0.179576988672153,0.0532684022505663,0.420443512991609,0.0613101954589986,0.0185028572827505,0.142386006912906,0.0382148193553527,0.077247797590569,3.53726206216978,2.73930195442667,4.53272336582309,3.20794942353742,3.82434958628007
"14",2020-02-26,"France","Auvergne-Rhône-Alpes",0,1,1883.97124132728,815.428210295209,3574.00721542587,367.00891961957,191.900084075981,609.238481403016,291.330636637029,430.367572022946,0,0,0.262989994613503,0.0789166631618553,0.612050979048139,0.0834130059413493,0.025648260911289,0.191607466056529,0.0525328440676546,0.105207429676424,3.49445488893363,2.71177967218548,4.46562159008534,3.17048926468587,3.77515307299972
"15",2020-02-27,"France","Auvergne-Rhône-Alpes",0,1,2324.41994432291,1056.60289676974,4282.33632734619,440.448702995625,241.174686474532,708.329111920325,354.830467889005,513.297862311987,0,0,0.373752232237052,0.113929402421748,0.863307122829543,0.11076223762355,0.0350127392598926,0.251256143781404,0.0707084531210919,0.139250987754465,3.37544477552319,2.63752814275814,4.28810645885591,3.07281149844925,3.63734447904341
"16",2020-02-28,"France","Auvergne-Rhône-Alpes",0,1,2856.93809438997,1359.97365708781,5115.77077928742,532.518150067067,303.370760318068,833.434451941228,435.983097435461,616.121020856552,0,0,0.51840378745102,0.161289039616211,1.18621158894986,0.144651555213968,0.047359637194463,0.32290446612032,0.0937165270315412,0.181355008275712,3.29444294890856,2.58589267107458,4.15543975511854,3.00307121240842,3.54493953914914
