"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","global: residential",0.95,0.9,"mean",-1.15487473359333,-0.974404887976093,-0.266250118473052,0.321676318698909,0.387228398204961,"pooled"
"2","global: transit",0.95,0.9,"mean",0.132713313802349,0.24431525097773,0.575738987886894,0.796332434238278,0.819072090212035,"pooled"
"3","global: grocery",0.95,0.9,"mean",-1.76435931914307,-1.46490195588116,-0.478567960696479,0.197732851242544,0.28563691516621,"pooled"
"4","global: parks",0.95,0.9,"mean",-2.46206393232651,-2.11592893353692,-0.641854774914731,0.305788857964111,0.406205951533567,"pooled"
"5","global: retail",0.95,0.9,"mean",0.419855389327994,0.485235850508527,0.720982833089248,0.86971917700322,0.883076257488796,"pooled"
"6","global: workplace",0.95,0.9,"mean",-0.111504498823774,0.0601357662327751,0.502947389208553,0.791135543352942,0.819561502706643,"pooled"
"7","Auvergne-Rhône-Alpes: residential",0.95,0.9,"mean",-0.339528671863128,-0.265271560856089,-0.00911028663976425,0.221743344422316,0.257494142630108,"partial"
"8","Auvergne-Rhône-Alpes: transit",0.95,0.9,"mean",-0.331461821629251,-0.252607123583372,-0.00925959064754767,0.208772437422006,0.253103290807611,"partial"
"9","Auvergne-Rhône-Alpes: grocery",0.95,0.9,"mean",-0.371994709714957,-0.274491408217539,-0.0164908708124284,0.213602096950798,0.258966038868956,"partial"
"10","Auvergne-Rhône-Alpes: parks",0.95,0.9,"mean",-0.319467553292033,-0.251906722875266,-0.017535011257145,0.197198434838584,0.240027704413546,"partial"
"11","Auvergne-Rhône-Alpes: retail",0.95,0.9,"mean",-0.325455855058543,-0.235330264743567,-0.00280685890570984,0.21591273440719,0.253910469559078,"partial"
"12","Auvergne-Rhône-Alpes: workplace",0.95,0.9,"mean",-0.349739218434465,-0.27131030346139,-0.00491984571137077,0.228901479595479,0.268722596892298,"partial"
"13","Bourgogne-Franche-Comté: residential",0.95,0.9,"mean",-0.350069634730564,-0.28629710857017,-0.0255482323247527,0.20255231477523,0.239837661375376,"partial"
"14","Bourgogne-Franche-Comté: transit",0.95,0.9,"mean",-0.419873209995898,-0.321947132452472,-0.0411747791789905,0.186903684418581,0.23653428565466,"partial"
"15","Bourgogne-Franche-Comté: grocery",0.95,0.9,"mean",-0.413211094342218,-0.334513077308039,-0.0484987994124392,0.166094226086789,0.220993479171218,"partial"
"16","Bourgogne-Franche-Comté: parks",0.95,0.9,"mean",-0.409187756133885,-0.325261914968392,-0.0497961094932028,0.175770594988585,0.231010265881442,"partial"
"17","Bourgogne-Franche-Comté: retail",0.95,0.9,"mean",-0.371270500667146,-0.289425747974549,-0.0291580374691701,0.185906939498796,0.238643065392833,"partial"
"18","Bourgogne-Franche-Comté: workplace",0.95,0.9,"mean",-0.347379616548821,-0.272138906458698,-0.022534855528722,0.188822163267223,0.244405018281222,"partial"
"19","Bretagne: residential",0.95,0.9,"mean",-0.356065525114661,-0.284058957089938,-0.0207155871626569,0.20364985562948,0.234413871591042,"partial"
"20","Bretagne: transit",0.95,0.9,"mean",-0.350264035260027,-0.272510442837636,-0.0212690976256385,0.193857849018784,0.240192062837679,"partial"
"21","Bretagne: grocery",0.95,0.9,"mean",-0.393549626245292,-0.313623196569246,-0.0315521335297705,0.199616266672737,0.259671639423193,"partial"
"22","Bretagne: parks",0.95,0.9,"mean",-0.402581925310167,-0.314328132089628,-0.0364956186460449,0.196496046359765,0.237967041360842,"partial"
"23","Bretagne: retail",0.95,0.9,"mean",-0.368198278195722,-0.282034985245325,-0.0215923248345918,0.204610992113363,0.257202977872023,"partial"
"24","Bretagne: workplace",0.95,0.9,"mean",-0.366066103870916,-0.277328097539255,-0.0228744074400925,0.199769402624785,0.250556701881617,"partial"
"25","Centre-Val de Loire: residential",0.95,0.9,"mean",-0.334845620071554,-0.246988731026649,-0.0148600175041548,0.193564003002908,0.238825096706212,"partial"
"26","Centre-Val de Loire: transit",0.95,0.9,"mean",-0.389071098954594,-0.291968256941368,-0.0161581835838097,0.221484281697659,0.270968904836875,"partial"
"27","Centre-Val de Loire: grocery",0.95,0.9,"mean",-0.385466374071381,-0.300354990865478,-0.0230353706638935,0.208239560146911,0.264603548344032,"partial"
"28","Centre-Val de Loire: parks",0.95,0.9,"mean",-0.381838320304094,-0.282412413892993,-0.0214550257055544,0.200781323011825,0.256182062970252,"partial"
"29","Centre-Val de Loire: retail",0.95,0.9,"mean",-0.367227950055292,-0.281027142848739,-0.0198672658408986,0.198908282005562,0.251724965879978,"partial"
"30","Centre-Val de Loire: workplace",0.95,0.9,"mean",-0.353398721591469,-0.275435733168696,-0.0179719739280461,0.206932679155067,0.261449595546816,"partial"
"31","Corse: residential",0.95,0.9,"mean",-0.379770880401264,-0.308352880980038,-0.022728988536249,0.189421776452258,0.232573740023103,"partial"
"32","Corse: transit",0.95,0.9,"mean",-0.393708450026459,-0.297906548818406,-0.0212468656425886,0.199024390796907,0.25009093735874,"partial"
"33","Corse: grocery",0.95,0.9,"mean",-0.416873465323711,-0.321169108329363,-0.0367628580373592,0.183941085702506,0.230116889714638,"partial"
"34","Corse: parks",0.95,0.9,"mean",-0.42021268470003,-0.322444031363899,-0.0352372249270751,0.192201313614193,0.23552043624146,"partial"
"35","Corse: retail",0.95,0.9,"mean",-0.385974383042479,-0.29130123069078,-0.0230793827560174,0.197328196470182,0.250312867205597,"partial"
"36","Corse: workplace",0.95,0.9,"mean",-0.38157478294248,-0.285164088291813,-0.0203294751414062,0.204101703629171,0.241682462236339,"partial"
"37","Grand Est: residential",0.95,0.9,"mean",-0.333699372572571,-0.254605218495498,-0.0125753692218895,0.21683004140036,0.269476499659699,"partial"
"38","Grand Est: transit",0.95,0.9,"mean",-0.303735272385906,-0.241771706305051,-0.00781664696574594,0.208315636631297,0.274786329572091,"partial"
"39","Grand Est: grocery",0.95,0.9,"mean",-0.442718107988258,-0.332653508546878,-0.0430967193448986,0.184235903727542,0.228206065984641,"partial"
"40","Grand Est: parks",0.95,0.9,"mean",-0.359302216087844,-0.284486706265255,-0.0301531886987887,0.199687704670963,0.254807877686896,"partial"
"41","Grand Est: retail",0.95,0.9,"mean",-0.264863982018977,-0.212327341719853,0.0028517902470315,0.206347964764143,0.250113907387798,"partial"
"42","Grand Est: workplace",0.95,0.9,"mean",-0.348180828237769,-0.269067072192638,-0.0199501294100437,0.200884432888156,0.241356089770574,"partial"
"43","Hauts-de-France: residential",0.95,0.9,"mean",-0.378342395670008,-0.286375811223622,-0.0247996773045475,0.210891976089413,0.265912943517919,"partial"
"44","Hauts-de-France: transit",0.95,0.9,"mean",-0.356762005107544,-0.298285383972099,-0.0449270839361473,0.176088471356161,0.231081635069499,"partial"
"45","Hauts-de-France: grocery",0.95,0.9,"mean",-0.388508518551437,-0.305015442976338,-0.0296665925175859,0.202699526835089,0.2539876753225,"partial"
"46","Hauts-de-France: parks",0.95,0.9,"mean",-0.386212511725878,-0.299037947645542,-0.0406545181020531,0.181105454829923,0.222804766802523,"partial"
"47","Hauts-de-France: retail",0.95,0.9,"mean",-0.35769032554413,-0.298689340455891,-0.043910473183006,0.175824636520988,0.223830266291266,"partial"
"48","Hauts-de-France: workplace",0.95,0.9,"mean",-0.389278210264091,-0.312505091311721,-0.0370140946687829,0.186474236278027,0.24130155222664,"partial"
"49","Normandie: residential",0.95,0.9,"mean",-0.349294054563913,-0.245763147141857,-0.00610720990727776,0.204951449021937,0.250714658778378,"partial"
"50","Normandie: transit",0.95,0.9,"mean",-0.333389530528422,-0.264873410881012,-0.00952516276912658,0.225181559569556,0.272413140316662,"partial"
"51","Normandie: grocery",0.95,0.9,"mean",-0.326801244596568,-0.247356023641874,-0.0041501733788609,0.220062174765692,0.270464779490382,"partial"
