"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163756258007037,-0.0162317381990516,0.142856812433432,0.420497018325701,0.456769583609964,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163823736628344,-0.0162986238649701,0.144562324975972,0.455397373354907,0.514484477010063,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163715524107265,-0.0162524112678831,0.129580198289843,0.403201459606219,0.443686651882396,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",-0.0163905819845084,-0.0163188616760286,0.136698066161174,0.460556739228649,0.520838283678892,"First Intervention"
"5","Social distancing",0.95,0.9,"mean",-0.016386703308826,-0.0163031799443127,0.147949342998329,0.457435191588177,0.508360078194339,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484557023557,-0.00816482777329674,0.0819151398898435,0.366775027216286,0.413843710849987,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.0081648457507298,-0.00816483544507952,0.0837791308941445,0.423936774582584,0.475841257826376,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.0081648456179615,-0.008164825964504,0.0679225436824715,0.339920824185149,0.385372541754534,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",-0.00816484596164572,-0.00816483847362913,0.0758929851546795,0.413497353323236,0.477085929464722,"Later Intervention"
"10","Social distancing",0.95,0.9,"mean",-0.00816484597258729,-0.00816484085837651,0.0871711586301444,0.424777172724559,0.478708604923761,"Later Intervention"
