"","Auvergne-Rhône-Alpes","Bourgogne-Franche-Comté","Bretagne","Centre-Val de Loire","Corse","Grand Est","Hauts-de-France","Normandie","Nouvelle-Aquitaine","Occitanie","Pays de la Loire","Provence-Alpes-Côte d'Azur","Île-de-France","France-hopitaux","France-OC19","France-EHPAD"
"1",3.12881842602349,2.11906548088408,2.7767332233959,3.37790128706463,1.64580290250564,2.54109331017202,2.53044969242703,2.73087653576756,2.63733314878745,2.28730906956907,2.90415654410908,3.24946547449287,3.49125727343049,3.38549774068426,3.82065570887505,3.95340592938902
"2",2.56194955740228,2.41094327519816,2.42537609791649,2.89814858018689,1.90505040298023,2.13193916458963,2.54037898967485,5.10210680624233,2.48845714627884,1.81915211321068,2.77242182982517,3.82451564493639,3.45393295646872,3.2270068779857,3.94171878137172,3.97117426047676
"3",2.58294993941392,2.86473607960394,2.6132297038048,3.70528418863864,2.34857625081233,2.51564440815086,2.57878019633201,2.69342588273353,2.82871664503593,2.16210972095435,3.72260493153199,2.81544075946636,3.38870400301545,3.30515617796144,3.51260994743994,4.0298832407189
"4",3.01904139598542,2.33256689027771,2.93837002911925,2.88272906133611,2.27720244810226,2.51669720916676,2.56453237013547,3.86130662149992,2.61697132342455,2.04749069552984,2.95517480149072,3.6118061395243,3.08740515405732,3.45233480134565,3.6696733403598,3.10982439271477
"5",3.0386607604696,2.95707724983206,2.46668629270602,3.28263540296519,2.23198580227528,2.6861347225428,2.56863420695906,3.0552038895246,3.60765041256036,2.37275392114066,3.01962693688729,3.98685464304597,3.82463012476754,3.0549654622451,4.0611062415813,4.14279388348704
"6",2.78673726920106,2.47342204873133,1.97013616241916,3.74233317810538,1.45590458350026,2.59066745453618,2.21175302086272,2.87346438312788,3.00826188824817,1.8101693410673,3.59303856294528,3.92358044884544,4.12748264749298,3.7240118975943,4.00171404582982,5.1603009967269
"7",2.68259424988405,2.69922559911037,3.19072648979883,2.74508637009225,2.47084421552911,2.43782874259345,2.59049899477977,3.3882240035179,3.30287688824093,2.5858461841261,3.3094144475595,3.86226429051136,4.81729566426774,3.29014252012607,4.27781730110921,3.13476121879801
"8",2.84904834975445,2.50049212694258,2.4671922724022,3.15693668563557,2.79743846793988,2.54512978013787,2.44111185194332,3.6904310183058,2.92168483443412,2.74338872263814,2.94366122909719,3.41109415664211,3.63878757190409,3.40167621126811,3.60793046801063,4.20991348118737
"9",2.6104008921341,3.10688663660136,2.38823581200542,3.00819404079787,1.35353375724378,2.37443553063493,2.59757411236416,3.40627644101902,2.92074749465543,2.47621630316599,2.95208788542575,3.5811053763779,3.24669999732234,3.16623780404466,3.534457048548,4.16499968153783
"10",2.39422221670011,2.74434163904479,3.30281757149411,3.97575122088749,3.03546820594404,2.70320628817761,2.88627776305584,3.5941766377234,2.30962864494941,2.31908385743644,2.44541424744187,3.98804424147848,3.91238633308412,3.64461335241085,3.89150269929046,4.64240052818616
"11",3.03950936845454,2.93974604490445,2.36654455400241,2.96002108615057,2.79018878532176,2.48981994342435,2.46576729376703,3.03007640867975,2.74842023745524,2.23243492429852,2.64491418766015,3.73777231306943,3.21417346020177,3.26557235316411,3.9045944722199,3.91423420529826
"12",2.48387454771152,2.18789702230616,1.91834629238608,4.34165947279757,2.50940555283999,2.42969937158695,2.4922481834827,4.14391838742645,2.21961791191895,1.94418214467624,3.43530965623701,4.33204246381391,3.70772233208957,3.22483825848686,3.75460907237442,3.95633473005162
"13",2.78235408959217,2.94710472985363,3.04720581022703,3.95519626359581,2.1419457693852,2.93631308480674,2.85157222243362,3.84121423973175,2.72340775110924,2.34413912103101,3.74127692622525,3.46562079289942,3.29365295007624,3.77084601623959,3.7084608152581,4.6122728248495
"14",2.65032934631516,2.74161490379401,3.40680826222897,3.72199635781056,2.10325622640409,2.40322600169147,2.56213765312376,4.37261583350688,2.9301368496947,2.40455849098646,3.25430893829608,4.13154705644601,3.73447297631925,3.17124618659575,3.79793757296247,3.64765711181354
