"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","global: residential",0.95,0.9,"mean",-1.4399580684053,-1.07798946326821,-0.0533558251094371,0.586444781053179,0.63940612128732,"pooled"
"2","global: transit",0.95,0.9,"mean",-0.996215430811483,-0.732703538221025,0.0839904900420587,0.605590545098024,0.664889813753421,"pooled"
"3","global: averageMobility",0.95,0.9,"mean",-0.91609844497662,-0.633540990179806,0.154672038394357,0.6794270574315,0.72288241787692,"pooled"
"4","Denmark: residential",0.95,0.9,"mean",-2.12571915481833,-1.11271180307025,-0.140385377510588,0.570448407696261,0.676288714235585,"partial"
"5","Denmark: transit",0.95,0.9,"mean",-1.75633324773379,-1.09263686069326,-0.14360600954304,0.485855774523154,0.61915729251807,"partial"
"6","Denmark: averageMobility",0.95,0.9,"mean",-1.85153423025399,-1.15631537041283,-0.130521274679729,0.54346509751046,0.670248887143527,"partial"
"7","Italy: residential",0.95,0.9,"mean",-1.27925121092146,-0.760168323681975,-0.0313295826980878,0.609894374970297,0.740098851234504,"partial"
"8","Italy: transit",0.95,0.9,"mean",-0.672335457937956,-0.426934967407858,0.0943431329004235,0.623345064697647,0.72278168276269,"partial"
"9","Italy: averageMobility",0.95,0.9,"mean",-0.707008205700916,-0.484723900395564,0.0953289029678704,0.705440753060169,0.806307194079236,"partial"
"10","Germany: residential",0.95,0.9,"mean",-2.02716543084362,-1.24963210983883,-0.16931588595601,0.510834194590899,0.648892164759252,"partial"
"11","Germany: transit",0.95,0.9,"mean",-2.57731800527745,-1.66783327794414,-0.264270811212918,0.443566124065158,0.539907229661558,"partial"
"12","Germany: averageMobility",0.95,0.9,"mean",-2.11617286200594,-1.21324290667766,-0.215250197028524,0.554979148264657,0.67261909795562,"partial"
"13","Spain: residential",0.95,0.9,"mean",-1.616607871193,-1.03254058009603,-0.125760404541049,0.491276188883468,0.62906982833936,"partial"
"14","Spain: transit",0.95,0.9,"mean",-1.65194766237128,-1.19259583453111,-0.172324786284581,0.462081883909954,0.590140292823731,"partial"
"15","Spain: averageMobility",0.95,0.9,"mean",-1.34835838554347,-0.85079756962988,-0.0754294440779859,0.530026432005757,0.652532642747919,"partial"
"16","United_Kingdom: residential",0.95,0.9,"mean",-1.7634182731375,-1.13090600519411,-0.156611537632795,0.507210131288768,0.640168927734507,"partial"
"17","United_Kingdom: transit",0.95,0.9,"mean",-1.92283815625992,-1.15062857592836,-0.163065631445412,0.522141664878648,0.640673726162424,"partial"
