"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163944000579305,-0.0163758691947037,0.0425277221920734,0.23178662715836,0.319439677355625,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163921932500782,-0.0163600173670999,0.176866159068067,0.677885654236319,0.700167316527306,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163952566212275,-0.0163860502473001,0.0278343012350404,0.170748564835316,0.216184823650771,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",-0.0163160684425656,-0.0157656143016895,0.42662440895863,0.75030520199322,0.769104515664706,"First Intervention"
"5","Social distancing",0.95,0.9,"mean",-0.016388125806266,-0.0163438114649391,0.171821274958751,0.66541297817294,0.696235504752992,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.0081648459044937,-0.00816483994843372,0.0289443157747392,0.192460423945681,0.272547534391164,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484590234346,-0.00816481946615734,0.164473273418956,0.678219674280088,0.701155190914938,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484600576239,-0.00816484476262461,0.0139637690864398,0.114722314327642,0.17967339199632,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",-0.00816481696312551,-0.0081612147475061,0.417354213179813,0.749557415436275,0.766563190001243,"Later Intervention"
"10","Social distancing",0.95,0.9,"mean",-0.00816484599524543,-0.00816483331347574,0.160192208576802,0.662097313508225,0.694413368719083,"Later Intervention"
