"","key","value","x","country","region"
"1","schools_universities",2020-03-14,4.3,"France","Auvergne-Rhône-Alpes"
"2","self_isolating_if_ill",2020-03-16,4.3,"France","Auvergne-Rhône-Alpes"
"3","public_events",2020-03-13,4.3,"France","Auvergne-Rhône-Alpes"
"4","lockdown",2020-03-17,4.3,"France","Auvergne-Rhône-Alpes"
"5","social_distancing_encouraged",2020-03-16,4,"France","Auvergne-Rhône-Alpes"
"6","schools_universities",2020-03-14,3.3,"France","Bourgogne-Franche-Comté"
"7","self_isolating_if_ill",2020-03-16,3.3,"France","Bourgogne-Franche-Comté"
"8","public_events",2020-03-13,3.3,"France","Bourgogne-Franche-Comté"
"9","lockdown",2020-03-17,3.3,"France","Bourgogne-Franche-Comté"
"10","social_distancing_encouraged",2020-03-16,3,"France","Bourgogne-Franche-Comté"
"11","schools_universities",2020-03-14,4.3,"France","Bretagne"
"12","self_isolating_if_ill",2020-03-16,4.3,"France","Bretagne"
"13","public_events",2020-03-13,4.3,"France","Bretagne"
"14","lockdown",2020-03-17,4.3,"France","Bretagne"
"15","social_distancing_encouraged",2020-03-16,4,"France","Bretagne"
"16","schools_universities",2020-03-14,4.3,"France","Centre-Val de Loire"
"17","self_isolating_if_ill",2020-03-16,4.3,"France","Centre-Val de Loire"
"18","public_events",2020-03-13,4.3,"France","Centre-Val de Loire"
"19","lockdown",2020-03-17,4.3,"France","Centre-Val de Loire"
"20","social_distancing_encouraged",2020-03-16,4,"France","Centre-Val de Loire"
"21","schools_universities",2020-03-14,3.3,"France","Corse"
"22","self_isolating_if_ill",2020-03-16,3.3,"France","Corse"
"23","public_events",2020-03-13,3.3,"France","Corse"
"24","lockdown",2020-03-17,3.3,"France","Corse"
"25","social_distancing_encouraged",2020-03-16,3,"France","Corse"
"26","schools_universities",2020-03-14,3.3,"France","Grand Est"
"27","self_isolating_if_ill",2020-03-16,3.3,"France","Grand Est"
"28","public_events",2020-03-13,3.3,"France","Grand Est"
"29","lockdown",2020-03-17,3.3,"France","Grand Est"
"30","social_distancing_encouraged",2020-03-16,3,"France","Grand Est"
"31","schools_universities",2020-03-14,3.3,"France","Hauts-de-France"
"32","self_isolating_if_ill",2020-03-16,3.3,"France","Hauts-de-France"
"33","public_events",2020-03-13,3.3,"France","Hauts-de-France"
"34","lockdown",2020-03-17,3.3,"France","Hauts-de-France"
"35","social_distancing_encouraged",2020-03-16,3,"France","Hauts-de-France"
"36","schools_universities",2020-03-14,5.3,"France","Normandie"
"37","self_isolating_if_ill",2020-03-16,5.3,"France","Normandie"
"38","public_events",2020-03-13,5.3,"France","Normandie"
"39","lockdown",2020-03-17,5.3,"France","Normandie"
"40","social_distancing_encouraged",2020-03-16,5,"France","Normandie"
"41","schools_universities",2020-03-14,4.3,"France","Nouvelle-Aquitaine"
"42","self_isolating_if_ill",2020-03-16,4.3,"France","Nouvelle-Aquitaine"
"43","public_events",2020-03-13,4.3,"France","Nouvelle-Aquitaine"
"44","lockdown",2020-03-17,4.3,"France","Nouvelle-Aquitaine"
"45","social_distancing_encouraged",2020-03-16,4,"France","Nouvelle-Aquitaine"
"46","schools_universities",2020-03-14,3.3,"France","Occitanie"
"47","self_isolating_if_ill",2020-03-16,3.3,"France","Occitanie"
"48","public_events",2020-03-13,3.3,"France","Occitanie"
"49","lockdown",2020-03-17,3.3,"France","Occitanie"
