"","region","country","IFR"
"1","Ain","France",0.012556187488595
"2","Aisne","France",0.012556187488595
"3","Allier","France",0.012556187488595
"4","Alpes-Maritimes","France",0.012556187488595
"5","Ardèche","France",0.012556187488595
"6","Ardennes","France",0.012556187488595
"7","Aube","France",0.012556187488595
"8","Aude","France",0.012556187488595
"9","Aveyron","France",0.012556187488595
"10","Bouches-du-Rhône","France",0.012556187488595
"11","Calvados","France",0.012556187488595
"12","Charente","France",0.012556187488595
"13","Charente-Maritime","France",0.012556187488595
"14","Cher","France",0.012556187488595
"15","Corrèze","France",0.012556187488595
"16","Côte-d'Or","France",0.012556187488595
"17","Côtes-d'Armor","France",0.012556187488595
"18","Doubs","France",0.012556187488595
"19","Drôme","France",0.012556187488595
"20","Eure","France",0.012556187488595
"21","Eure-et-Loir","France",0.012556187488595
"22","Finistère","France",0.012556187488595
"23","Corse-du-Sud","France",0.012556187488595
"24","Gard","France",0.012556187488595
"25","Haute-Garonne","France",0.012556187488595
"26","Gers","France",0.012556187488595
"27","Gironde","France",0.012556187488595
"28","Hérault","France",0.012556187488595
"29","Ille-et-Vilaine","France",0.012556187488595
"30","Indre","France",0.012556187488595
"31","Indre-et-Loire","France",0.012556187488595
"32","Isère","France",0.012556187488595
"33","Jura","France",0.012556187488595
"34","Landes","France",0.012556187488595
"35","Loir-et-Cher","France",0.012556187488595
"36","Loire","France",0.012556187488595
"37","Loire-Atlantique","France",0.012556187488595
"38","Loiret","France",0.012556187488595
"39","Lot","France",0.012556187488595
"40","Maine-et-Loire","France",0.012556187488595
"41","Manche","France",0.012556187488595
"42","Marne","France",0.012556187488595
"43","Haute-Marne","France",0.012556187488595
"44","Mayenne","France",0.012556187488595
"45","Meurthe-et-Moselle","France",0.012556187488595
"46","Meuse","France",0.012556187488595
"47","Morbihan","France",0.012556187488595
"48","Moselle","France",0.012556187488595
"49","Nièvre","France",0.012556187488595
"50","Nord","France",0.012556187488595
"51","Oise","France",0.012556187488595
"52","Orne","France",0.012556187488595
"53","Pas-de-Calais","France",0.012556187488595
"54","Puy-de-Dôme","France",0.012556187488595
"55","Pyrénées-Atlantiques","France",0.012556187488595
"56","Hautes-Pyrénées","France",0.012556187488595
"57","Pyrénées-Orientales","France",0.012556187488595
"58","Bas-Rhin","France",0.012556187488595
"59","Haut-Rhin","France",0.012556187488595
"60","Rhône","France",0.012556187488595
"61","Haute-Saône","France",0.012556187488595
"62","Saône-et-Loire","France",0.012556187488595
"63","Sarthe","France",0.012556187488595
"64","Savoie","France",0.012556187488595
"65","Haute-Savoie","France",0.012556187488595
"66","Paris","France",0.012556187488595
"67","Seine-Maritime","France",0.012556187488595
"68","Seine-et-Marne","France",0.012556187488595
"69","Yvelines","France",0.012556187488595
"70","Deux-Sèvres","France",0.012556187488595
"71","Somme","France",0.012556187488595
"72","Tarn","France",0.012556187488595
"73","Var","France",0.012556187488595
"74","Vaucluse","France",0.012556187488595
"75","Vendée","France",0.012556187488595
"76","Vienne","France",0.012556187488595
"77","Haute-Vienne","France",0.012556187488595
"78","Vosges","France",0.012556187488595
"79","Yonne","France",0.012556187488595
"80","Territoire de Belfort","France",0.012556187488595
"81","Essonne","France",0.012556187488595
"82","Hauts-de-Seine","France",0.012556187488595
"83","Seine-Saint-Denis","France",0.012556187488595
"84","Val-de-Marne","France",0.012556187488595
"85","Val-d'Oise","France",0.012556187488595
"86","Guadeloupe","France",0.012556187488595
"87","Martinique","France",0.012556187488595
"88","Mayotte","France",0.012556187488595
"89","France","France",0.012556187488595
