"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163756868497731,-0.0162574742081432,0.155188364581351,0.527065732262979,0.586824734236745,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163909100670821,-0.0163435145645037,0.0697108276455526,0.316665166896827,0.387461636655581,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163900772131701,-0.0163093509989062,0.11884573018775,0.473969536524892,0.567731345994211,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",-0.0163702230529674,-0.0162542519351033,0.174192091859602,0.708340849256822,0.808855085760255,"First Intervention"
"5","Social distancing",0.95,0.9,"mean",-0.0163939009812678,-0.0163738464334056,0.0561034379616219,0.282982080049876,0.353482008675936,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484536649422,-0.00816481142957559,0.13149836167484,0.506016747177459,0.587211349563929,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484582514024,-0.00816484117160334,0.0444150028947718,0.274731658235175,0.348471113693168,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484583070413,-0.0081648306146435,0.0944839051074268,0.459184370445695,0.553166626811003,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",-0.00816484516229865,-0.00816481697024846,0.151423021852593,0.708961946066335,0.797485401930745,"Later Intervention"
"10","Social distancing",0.95,0.9,"mean",-0.00816484603222184,-0.00816484462555995,0.0309983300460376,0.202991476895603,0.292667878779095,"Later Intervention"
