"","key","value","x","country","region"
"1","schools_universities",2020-03-14,5.3,"France","Ain"
"2","self_isolating_if_ill",2020-03-16,5.3,"France","Ain"
"3","public_events",2020-03-13,5.3,"France","Ain"
"4","lockdown",2020-03-17,5.3,"France","Ain"
"5","social_distancing_encouraged",2020-03-16,5,"France","Ain"
"6","schools_universities",2020-03-14,4.3,"France","Aisne"
"7","self_isolating_if_ill",2020-03-16,4.3,"France","Aisne"
"8","public_events",2020-03-13,4.3,"France","Aisne"
"9","lockdown",2020-03-17,4.3,"France","Aisne"
"10","social_distancing_encouraged",2020-03-16,4,"France","Aisne"
"11","schools_universities",2020-03-14,5.3,"France","Allier"
"12","self_isolating_if_ill",2020-03-16,5.3,"France","Allier"
"13","public_events",2020-03-13,5.3,"France","Allier"
"14","lockdown",2020-03-17,5.3,"France","Allier"
"15","social_distancing_encouraged",2020-03-16,5,"France","Allier"
"16","schools_universities",2020-03-14,4.3,"France","Alpes-Maritimes"
"17","self_isolating_if_ill",2020-03-16,4.3,"France","Alpes-Maritimes"
"18","public_events",2020-03-13,4.3,"France","Alpes-Maritimes"
"19","lockdown",2020-03-17,4.3,"France","Alpes-Maritimes"
"20","social_distancing_encouraged",2020-03-16,4,"France","Alpes-Maritimes"
"21","schools_universities",2020-03-14,4.3,"France","Ardèche"
"22","self_isolating_if_ill",2020-03-16,4.3,"France","Ardèche"
"23","public_events",2020-03-13,4.3,"France","Ardèche"
"24","lockdown",2020-03-17,4.3,"France","Ardèche"
"25","social_distancing_encouraged",2020-03-16,4,"France","Ardèche"
"26","schools_universities",2020-03-14,5.3,"France","Ardennes"
"27","self_isolating_if_ill",2020-03-16,5.3,"France","Ardennes"
"28","public_events",2020-03-13,5.3,"France","Ardennes"
"29","lockdown",2020-03-17,5.3,"France","Ardennes"
"30","social_distancing_encouraged",2020-03-16,5,"France","Ardennes"
"31","schools_universities",2020-03-14,5.3,"France","Aube"
"32","self_isolating_if_ill",2020-03-16,5.3,"France","Aube"
"33","public_events",2020-03-13,5.3,"France","Aube"
"34","lockdown",2020-03-17,5.3,"France","Aube"
"35","social_distancing_encouraged",2020-03-16,5,"France","Aube"
"36","schools_universities",2020-03-14,4.3,"France","Aude"
"37","self_isolating_if_ill",2020-03-16,4.3,"France","Aude"
"38","public_events",2020-03-13,4.3,"France","Aude"
"39","lockdown",2020-03-17,4.3,"France","Aude"
"40","social_distancing_encouraged",2020-03-16,4,"France","Aude"
"41","schools_universities",2020-03-14,5.3,"France","Aveyron"
"42","self_isolating_if_ill",2020-03-16,5.3,"France","Aveyron"
"43","public_events",2020-03-13,5.3,"France","Aveyron"
"44","lockdown",2020-03-17,5.3,"France","Aveyron"
"45","social_distancing_encouraged",2020-03-16,5,"France","Aveyron"
"46","schools_universities",2020-03-14,5.3,"France","Bouches-du-Rhône"
"47","self_isolating_if_ill",2020-03-16,5.3,"France","Bouches-du-Rhône"
"48","public_events",2020-03-13,5.3,"France","Bouches-du-Rhône"
"49","lockdown",2020-03-17,5.3,"France","Bouches-du-Rhône"
"50","social_distancing_encouraged",2020-03-16,5,"France","Bouches-du-Rhône"
"51","schools_universities",2020-03-14,5.3,"France","Calvados"
"52","self_isolating_if_ill",2020-03-16,5.3,"France","Calvados"
"53","public_events",2020-03-13,5.3,"France","Calvados"
"54","lockdown",2020-03-17,5.3,"France","Calvados"
"55","social_distancing_encouraged",2020-03-16,5,"France","Calvados"
"56","schools_universities",2020-03-14,5.3,"France","Charente-Maritime"
"57","self_isolating_if_ill",2020-03-16,5.3,"France","Charente-Maritime"
"58","public_events",2020-03-13,5.3,"France","Charente-Maritime"
"59","lockdown",2020-03-17,5.3,"France","Charente-Maritime"
"60","social_distancing_encouraged",2020-03-16,5,"France","Charente-Maritime"
"61","schools_universities",2020-03-14,5.3,"France","Cher"
"62","self_isolating_if_ill",2020-03-16,5.3,"France","Cher"
"63","public_events",2020-03-13,5.3,"France","Cher"
"64","lockdown",2020-03-17,5.3,"France","Cher"
"65","social_distancing_encouraged",2020-03-16,5,"France","Cher"
"66","schools_universities",2020-03-14,5.3,"France","Corrèze"
"67","self_isolating_if_ill",2020-03-16,5.3,"France","Corrèze"
"68","public_events",2020-03-13,5.3,"France","Corrèze"
"69","lockdown",2020-03-17,5.3,"France","Corrèze"
"70","social_distancing_encouraged",2020-03-16,5,"France","Corrèze"
"71","schools_universities",2020-03-14,4.3,"France","Côte-d'Or"
"72","self_isolating_if_ill",2020-03-16,4.3,"France","Côte-d'Or"
"73","public_events",2020-03-13,4.3,"France","Côte-d'Or"
"74","lockdown",2020-03-17,4.3,"France","Côte-d'Or"
"75","social_distancing_encouraged",2020-03-16,4,"France","Côte-d'Or"
"76","schools_universities",2020-03-14,5.3,"France","Côtes-d'Armor"
"77","self_isolating_if_ill",2020-03-16,5.3,"France","Côtes-d'Armor"
"78","public_events",2020-03-13,5.3,"France","Côtes-d'Armor"
"79","lockdown",2020-03-17,5.3,"France","Côtes-d'Armor"
"80","social_distancing_encouraged",2020-03-16,5,"France","Côtes-d'Armor"
"81","schools_universities",2020-03-14,4.3,"France","Doubs"
"82","self_isolating_if_ill",2020-03-16,4.3,"France","Doubs"
"83","public_events",2020-03-13,4.3,"France","Doubs"
"84","lockdown",2020-03-17,4.3,"France","Doubs"
"85","social_distancing_encouraged",2020-03-16,4,"France","Doubs"
"86","schools_universities",2020-03-14,4.3,"France","Drôme"
"87","self_isolating_if_ill",2020-03-16,4.3,"France","Drôme"
"88","public_events",2020-03-13,4.3,"France","Drôme"
"89","lockdown",2020-03-17,4.3,"France","Drôme"
"90","social_distancing_encouraged",2020-03-16,4,"France","Drôme"
"91","schools_universities",2020-03-14,5.3,"France","Eure"
"92","self_isolating_if_ill",2020-03-16,5.3,"France","Eure"
"93","public_events",2020-03-13,5.3,"France","Eure"
"94","lockdown",2020-03-17,5.3,"France","Eure"
"95","social_distancing_encouraged",2020-03-16,5,"France","Eure"
"96","schools_universities",2020-03-14,4.3,"France","Eure-et-Loir"
"97","self_isolating_if_ill",2020-03-16,4.3,"France","Eure-et-Loir"
"98","public_events",2020-03-13,4.3,"France","Eure-et-Loir"
"99","lockdown",2020-03-17,4.3,"France","Eure-et-Loir"
"100","social_distancing_encouraged",2020-03-16,4,"France","Eure-et-Loir"
"101","schools_universities",2020-03-14,5.3,"France","Finistère"
"102","self_isolating_if_ill",2020-03-16,5.3,"France","Finistère"
"103","public_events",2020-03-13,5.3,"France","Finistère"
"104","lockdown",2020-03-17,5.3,"France","Finistère"
"105","social_distancing_encouraged",2020-03-16,5,"France","Finistère"
"106","schools_universities",2020-03-14,3.3,"France","Corse-du-Sud"
"107","self_isolating_if_ill",2020-03-16,3.3,"France","Corse-du-Sud"
"108","public_events",2020-03-13,3.3,"France","Corse-du-Sud"
"109","lockdown",2020-03-17,3.3,"France","Corse-du-Sud"
"110","social_distancing_encouraged",2020-03-16,3,"France","Corse-du-Sud"
"111","schools_universities",2020-03-14,5.3,"France","Gard"
"112","self_isolating_if_ill",2020-03-16,5.3,"France","Gard"
"113","public_events",2020-03-13,5.3,"France","Gard"
"114","lockdown",2020-03-17,5.3,"France","Gard"
"115","social_distancing_encouraged",2020-03-16,5,"France","Gard"
"116","schools_universities",2020-03-14,5.3,"France","Haute-Garonne"
"117","self_isolating_if_ill",2020-03-16,5.3,"France","Haute-Garonne"
"118","public_events",2020-03-13,5.3,"France","Haute-Garonne"
"119","lockdown",2020-03-17,5.3,"France","Haute-Garonne"
"120","social_distancing_encouraged",2020-03-16,5,"France","Haute-Garonne"
"121","schools_universities",2020-03-14,4.3,"France","Gironde"
"122","self_isolating_if_ill",2020-03-16,4.3,"France","Gironde"
"123","public_events",2020-03-13,4.3,"France","Gironde"
"124","lockdown",2020-03-17,4.3,"France","Gironde"
"125","social_distancing_encouraged",2020-03-16,4,"France","Gironde"
"126","schools_universities",2020-03-14,4.3,"France","Hérault"
"127","self_isolating_if_ill",2020-03-16,4.3,"France","Hérault"
"128","public_events",2020-03-13,4.3,"France","Hérault"
"129","lockdown",2020-03-17,4.3,"France","Hérault"
"130","social_distancing_encouraged",2020-03-16,4,"France","Hérault"
"131","schools_universities",2020-03-14,5.3,"France","Ille-et-Vilaine"
"132","self_isolating_if_ill",2020-03-16,5.3,"France","Ille-et-Vilaine"
