"","region","country","IFR"
"1","Ain","France",0.012556187488595
"2","Aisne","France",0.012556187488595
"3","Allier","France",0.012556187488595
"4","Alpes-Maritimes","France",0.012556187488595
"5","Ardèche","France",0.012556187488595
"6","Ardennes","France",0.012556187488595
"7","Aube","France",0.012556187488595
"8","Aude","France",0.012556187488595
"9","Aveyron","France",0.012556187488595
"10","Bouches-du-Rhône","France",0.012556187488595
"11","Calvados","France",0.012556187488595
"12","Charente-Maritime","France",0.012556187488595
"13","Cher","France",0.012556187488595
"14","Corrèze","France",0.012556187488595
"15","Côte-d'Or","France",0.012556187488595
"16","Côtes-d'Armor","France",0.012556187488595
"17","Doubs","France",0.012556187488595
"18","Drôme","France",0.012556187488595
"19","Eure","France",0.012556187488595
"20","Eure-et-Loir","France",0.012556187488595
"21","Finistère","France",0.012556187488595
"22","Corse-du-Sud","France",0.012556187488595
"23","Gard","France",0.012556187488595
"24","Haute-Garonne","France",0.012556187488595
"25","Gironde","France",0.012556187488595
"26","Hérault","France",0.012556187488595
"27","Ille-et-Vilaine","France",0.012556187488595
"28","Indre","France",0.012556187488595
"29","Indre-et-Loire","France",0.012556187488595
"30","Isère","France",0.012556187488595
"31","Jura","France",0.012556187488595
"32","Landes","France",0.012556187488595
"33","Loir-et-Cher","France",0.012556187488595
"34","Loire","France",0.012556187488595
"35","Loire-Atlantique","France",0.012556187488595
"36","Loiret","France",0.012556187488595
"37","Maine-et-Loire","France",0.012556187488595
"38","Manche","France",0.012556187488595
"39","Marne","France",0.012556187488595
"40","Haute-Marne","France",0.012556187488595
"41","Mayenne","France",0.012556187488595
"42","Meurthe-et-Moselle","France",0.012556187488595
"43","Meuse","France",0.012556187488595
"44","Morbihan","France",0.012556187488595
"45","Moselle","France",0.012556187488595
"46","Nord","France",0.012556187488595
"47","Oise","France",0.012556187488595
"48","Orne","France",0.012556187488595
"49","Pas-de-Calais","France",0.012556187488595
"50","Puy-de-Dôme","France",0.012556187488595
"51","Pyrénées-Atlantiques","France",0.012556187488595
"52","Pyrénées-Orientales","France",0.012556187488595
"53","Bas-Rhin","France",0.012556187488595
"54","Haut-Rhin","France",0.012556187488595
"55","Rhône","France",0.012556187488595
"56","Haute-Saône","France",0.012556187488595
"57","Saône-et-Loire","France",0.012556187488595
"58","Sarthe","France",0.012556187488595
"59","Savoie","France",0.012556187488595
"60","Haute-Savoie","France",0.012556187488595
"61","Paris","France",0.012556187488595
"62","Seine-Maritime","France",0.012556187488595
"63","Seine-et-Marne","France",0.012556187488595
"64","Yvelines","France",0.012556187488595
"65","Deux-Sèvres","France",0.012556187488595
"66","Somme","France",0.012556187488595
"67","Tarn","France",0.012556187488595
"68","Var","France",0.012556187488595
"69","Vaucluse","France",0.012556187488595
"70","Vendée","France",0.012556187488595
"71","Vienne","France",0.012556187488595
"72","Haute-Vienne","France",0.012556187488595
"73","Vosges","France",0.012556187488595
"74","Yonne","France",0.012556187488595
"75","Territoire de Belfort","France",0.012556187488595
"76","Essonne","France",0.012556187488595
"77","Hauts-de-Seine","France",0.012556187488595
"78","Seine-Saint-Denis","France",0.012556187488595
"79","Val-de-Marne","France",0.012556187488595
"80","Val-d'Oise","France",0.012556187488595
"81","Guadeloupe","France",0.012556187488595
"82","Martinique","France",0.012556187488595
"83","France","France",0.012556187488595
