"","key","value","x","country","region"
"1","schools_universities",2020-03-14,5.3,"France","Auvergne-Rhône-Alpes"
"2","self_isolating_if_ill",2020-03-16,5.3,"France","Auvergne-Rhône-Alpes"
"3","public_events",2020-03-13,5.3,"France","Auvergne-Rhône-Alpes"
"4","lockdown",2020-03-17,5.3,"France","Auvergne-Rhône-Alpes"
"5","social_distancing_encouraged",2020-03-16,5,"France","Auvergne-Rhône-Alpes"
"6","schools_universities",2020-03-14,6.3,"France","Bourgogne-Franche-Comté"
"7","self_isolating_if_ill",2020-03-16,6.3,"France","Bourgogne-Franche-Comté"
"8","public_events",2020-03-13,6.3,"France","Bourgogne-Franche-Comté"
"9","lockdown",2020-03-17,6.3,"France","Bourgogne-Franche-Comté"
"10","social_distancing_encouraged",2020-03-16,6,"France","Bourgogne-Franche-Comté"
"11","schools_universities",2020-03-14,6.3,"France","Bretagne"
"12","self_isolating_if_ill",2020-03-16,6.3,"France","Bretagne"
"13","public_events",2020-03-13,6.3,"France","Bretagne"
"14","lockdown",2020-03-17,6.3,"France","Bretagne"
"15","social_distancing_encouraged",2020-03-16,6,"France","Bretagne"
"16","schools_universities",2020-03-14,5.3,"France","Corse"
"17","self_isolating_if_ill",2020-03-16,5.3,"France","Corse"
"18","public_events",2020-03-13,5.3,"France","Corse"
"19","lockdown",2020-03-17,5.3,"France","Corse"
"20","social_distancing_encouraged",2020-03-16,5,"France","Corse"
"21","schools_universities",2020-03-14,5.3,"France","Grand Est"
"22","self_isolating_if_ill",2020-03-16,5.3,"France","Grand Est"
"23","public_events",2020-03-13,5.3,"France","Grand Est"
"24","lockdown",2020-03-17,5.3,"France","Grand Est"
"25","social_distancing_encouraged",2020-03-16,5,"France","Grand Est"
"26","schools_universities",2020-03-14,4.3,"France","Hauts-de-France"
"27","self_isolating_if_ill",2020-03-16,4.3,"France","Hauts-de-France"
"28","public_events",2020-03-13,4.3,"France","Hauts-de-France"
"29","lockdown",2020-03-17,4.3,"France","Hauts-de-France"
"30","social_distancing_encouraged",2020-03-16,4,"France","Hauts-de-France"
"31","schools_universities",2020-03-14,6.3,"France","Normandie"
"32","self_isolating_if_ill",2020-03-16,6.3,"France","Normandie"
"33","public_events",2020-03-13,6.3,"France","Normandie"
"34","lockdown",2020-03-17,6.3,"France","Normandie"
"35","social_distancing_encouraged",2020-03-16,6,"France","Normandie"
"36","schools_universities",2020-03-14,6.3,"France","Nouvelle-Aquitaine"
"37","self_isolating_if_ill",2020-03-16,6.3,"France","Nouvelle-Aquitaine"
"38","public_events",2020-03-13,6.3,"France","Nouvelle-Aquitaine"
"39","lockdown",2020-03-17,6.3,"France","Nouvelle-Aquitaine"
"40","social_distancing_encouraged",2020-03-16,6,"France","Nouvelle-Aquitaine"
"41","schools_universities",2020-03-14,6.3,"France","Occitanie"
"42","self_isolating_if_ill",2020-03-16,6.3,"France","Occitanie"
"43","public_events",2020-03-13,6.3,"France","Occitanie"
"44","lockdown",2020-03-17,6.3,"France","Occitanie"
"45","social_distancing_encouraged",2020-03-16,6,"France","Occitanie"
"46","schools_universities",2020-03-14,6.3,"France","Pays de la Loire"
"47","self_isolating_if_ill",2020-03-16,6.3,"France","Pays de la Loire"
"48","public_events",2020-03-13,6.3,"France","Pays de la Loire"
"49","lockdown",2020-03-17,6.3,"France","Pays de la Loire"
"50","social_distancing_encouraged",2020-03-16,6,"France","Pays de la Loire"
"51","schools_universities",2020-03-14,6.3,"France","Provence-Alpes-Côte d'Azur"
"52","self_isolating_if_ill",2020-03-16,6.3,"France","Provence-Alpes-Côte d'Azur"
"53","public_events",2020-03-13,6.3,"France","Provence-Alpes-Côte d'Azur"
"54","lockdown",2020-03-17,6.3,"France","Provence-Alpes-Côte d'Azur"
"55","social_distancing_encouraged",2020-03-16,6,"France","Provence-Alpes-Côte d'Azur"
"56","schools_universities",2020-03-14,6.3,"France","Île-de-France"
"57","self_isolating_if_ill",2020-03-16,6.3,"France","Île-de-France"
"58","public_events",2020-03-13,6.3,"France","Île-de-France"
"59","lockdown",2020-03-17,6.3,"France","Île-de-France"
"60","social_distancing_encouraged",2020-03-16,6,"France","Île-de-France"
"61","schools_universities",2020-03-14,6.3,"France","France-hopitaux"
"62","self_isolating_if_ill",2020-03-16,6.3,"France","France-hopitaux"
"63","public_events",2020-03-13,6.3,"France","France-hopitaux"
"64","lockdown",2020-03-17,6.3,"France","France-hopitaux"
"65","social_distancing_encouraged",2020-03-16,6,"France","France-hopitaux"
"66","schools_universities",2020-03-14,6.3,"France","France-OC19"
"67","self_isolating_if_ill",2020-03-16,6.3,"France","France-OC19"
"68","public_events",2020-03-13,6.3,"France","France-OC19"
"69","lockdown",2020-03-17,6.3,"France","France-OC19"
"70","social_distancing_encouraged",2020-03-16,6,"France","France-OC19"
