"","Auvergne-Rhône-Alpes","Bourgogne-Franche-Comté","Bretagne","Corse","Grand Est","Hauts-de-France","Normandie","Nouvelle-Aquitaine","Occitanie","Pays de la Loire","Provence-Alpes-Côte d'Azur","Île-de-France","France-hopitaux","France-OC19"
"115",1.31953994272008,4.75381460879343,1.67647563136596,2.78618203795935,2.8982850144692,1.70823506335203,2.9173593072574,3.21611548097524,2.55598566306571,3.81584241817466,3.1206859978166,1.88513418916911,3.25225454323912,2.82045801472546
"116",2.33821406835639,4.04890161534576,2.84000420062956,2.90895098459256,2.95893285098967,3.01998406915036,6.21515930357096,4.16253515525914,4.44504005323381,4.23833917033806,2.85605048257843,5.3973969992773,4.33964151341388,4.44495224827354
"117",4.13469784339512,1.73549557776618,2.46208053173239,3.47847832126828,2.4137225931061,1.27250306451068,0.917670773642283,0.980157009012855,5.32768807486308,3.23713330358907,4.20416979193809,3.80986559524768,4.59014261017796,4.86837501820547
"118",4.02600188667899,4.83971629983304,4.77165386394334,4.84758449104856,3.91305918903075,4.27559504906996,5.30454304636891,3.99897120704725,4.43825206376125,5.46981831812978,4.17128953626011,5.99839053438764,4.94031834162533,3.28236650075605
"119",2.28991612230863,2.36395802794862,3.42226086242017,3.66151745100613,2.68728909907305,2.30742919982051,3.11198139645882,2.33967477577663,2.42044893205665,3.09093860930903,3.08028983684198,2.57906042609749,2.38127914183669,2.29673653777264
"120",4.02782739325399,3.84372456492132,5.2739341006531,3.72457811487609,3.34780479131243,2.95393941773942,3.30423420770088,4.84441508921032,3.33859437866732,5.23895057264738,5.14482660322826,4.78048158466275,4.01623347359271,5.29104079176393
"121",1.40390210507009,1.23486247522204,0.907196641743761,1.15192137829478,1.49206001841403,1.39361637428403,1.14626059782512,1.02970056517238,0.866669112367135,1.03003030997402,1.20528356226234,1.07380749857375,1.4526024730713,1.61767710373691
"122",3.20000231132152,2.87459812151724,2.68326009732527,1.81916569452013,2.62747113894191,3.19085934738888,4.83686926187422,5.58657391942045,4.13307452184097,4.80185879042101,3.69338550201347,4.26587755219192,3.43231943393563,3.57037328278292
"123",2.36645454030379,2.71198257278726,2.43977267254616,1.6722557482751,1.89420737195315,1.43109916448328,2.59770472782042,1.93827686877884,1.27056964395458,2.63902941008968,1.84770158051287,2.65583871934251,2.58990253221932,2.52935505134318
"124",4.08515319416088,3.78116909844224,5.80079821316985,4.639386336973,4.46518555467511,3.68763632441609,7.05770243744113,4.63585247612446,4.25353618308463,4.90911961814623,4.3382106043356,6.05835350599793,3.89853763467996,4.24651786220968
"125",2.36539604406868,2.18858107772181,2.25242353273654,1.58634247474377,2.31352704791274,2.12193985285706,2.43403773593024,2.25141873548785,2.46939346553114,1.7424427291558,2.63767789071053,3.04508578010428,2.37642248555418,3.58719174568478
"126",4.16501683214109,4.84303324226175,6.2308625652602,4.58708063891697,4.01636654586592,3.79402970050717,5.05986965325415,4.09814814083055,3.17812532058875,3.19114796764877,3.18271691364079,5.46939572998587,4.73673731856256,2.74811372107924
"127",2.71750576956072,2.37496487516743,2.25723619748919,1.71479786720673,2.11772026575168,2.10136834649929,2.4674644561328,3.26795012753843,3.17830729933675,2.93352642670686,2.90449570296432,2.32063096352219,2.68539592711217,2.43839232050525
"128",3.95238541685075,3.55448706111738,3.46164930997266,3.29368117348184,2.63334134439411,3.15013507416289,2.87589014764316,2.95469343757776,3.19091628697906,3.55670691854573,3.56375302715411,3.27975756192058,4.30754792265489,2.90239703542718
"129",3.44846579876848,4.84007887538492,4.58955589913519,3.82924705499479,3.75976620864156,3.37847052870951,6.09283475317342,5.71969755559742,5.37764624815449,4.99670972860383,4.96987364247108,5.10784475499962,4.90136218321711,4.41245564589047
"130",2.67287130379397,2.83549855023751,1.88278152317973,2.52047701383206,2.77345802527168,2.9489597844678,3.09900073565074,1.85916855595124,1.89365301770716,2.74028509940622,2.17967854971238,3.44666999926374,2.54159296506363,3.19823019285746
"131",2.56221826796809,1.49727461357341,1.35597680655575,1.12016670284025,1.53447253274279,2.39869928656448,1.60553872359704,3.22488413075242,2.8625741333685,1.61849427594259,1.9754482454991,1.53164591843372,2.36987107641364,2.14996485201849
"132",1.48980098077246,1.75459208864201,0.762454344319562,0.793293052423778,1.33296902064568,1.25028625640949,1.47609831964605,1.65148112857482,0.691434609792524,0.950471390531583,1.23984429609376,0.672938442835435,2.30256470413627,2.05267610971636
"133",5.94441312098488,4.59567609768113,5.18725609863335,3.8074512054115,4.45930786191753,3.47001015913973,6.19596972366265,5.90367663234364,5.03196264210553,5.16326691265141,5.63702055159891,5.53879609983011,5.91133785472195,5.32514970768994
"134",3.04072468563958,4.02696450634402,4.328136839295,3.23624080187892,3.34339418350623,2.3949321213198,5.2749665398354,3.70438369340749,4.00021789597244,5.03612471007689,4.75455575027681,4.63971370730408,4.22525992787097,3.79893515858535
"135",1.87033223649153,3.09011113525884,4.10798796160405,3.36886113223915,2.08092848801627,1.68039305859877,1.84479815444001,0.860938574752696,1.65583777013514,3.99962714019403,4.73419751631646,3.0361413360103,3.88594536846993,3.46950203936889
"136",1.66643849498917,1.8208074224679,1.7522287881461,2.44106445034394,1.17307775956264,1.2775593412889,1.48371685683352,1.6826047772405,1.42824477352811,1.91012200556509,1.01281261589143,2.4117809486216,3.13265943326199,3.00166208565227
"137",4.03860621057088,4.76735753058229,7.73649273475891,5.1155509707987,3.37666793186085,3.67254605260506,5.74555437518637,9.06616308176416,4.14101289089214,6.76183616658518,6.08973542976863,5.35689206895387,5.534656011132,5.94705603152783
"138",2.47405928632871,1.06622591823216,1.31124934851365,1.68218875313454,2.23838606018911,1.28305961265189,1.65544331157738,3.28381991161138,2.10294886892234,1.64283924699912,1.79886010863949,1.46963911691559,2.12309239642669,2.24567923178604
"139",2.20717065938771,2.94771169523412,3.63218811456317,2.29824868450742,2.85498226983478,1.74875088539598,2.48855698770593,2.52940821197984,3.30686872161014,2.22502639481045,2.53552589630383,3.38289481765965,2.12565571210934,3.26753482394671
"140",1.96413609971703,1.897548115813,2.5570273409648,1.86866053644334,2.14945549988817,1.71040657211571,2.69366992035579,1.87090447421548,2.08797432621012,2.99175873068137,1.8371798198095,2.81547020421852,2.68401194825868,2.25741972929942
