"","time","country","estimated_deaths_forecast","estimated_deaths_forecast_min","estimated_deaths_forecast_max","estimated_deaths_forecast_c","estimated_deaths_forecast_min_c","estimated_deaths_forecast_max_c","estimated_cases_forecast_c","estimated_cases_forecast_min_c","estimated_cases_forecast_max_c","estimated_cases_forecast","estimated_cases_forecast_min","estimated_cases_forecast_max","rt","rt_min","rt_max"
"578",2020-05-23,"Nouvelle-Aquitaine",0.149747698191503,0.0280292119182347,0.687171164466416,323.918236637089,233.558532493313,462.916224231828,26141.2804113117,14522.8326650875,43895.6331601207,0.722033921227868,3.10738120397388e-05,5.5494131459896,0.265100088888484,0.0651795206248813,0.538042828140745
"579",2020-05-24,"Nouvelle-Aquitaine",0.133699218983831,0.0233347730178568,0.631963458498177,324.051935856073,233.581867266331,463.548187690326,26141.952730899,14522.8326892737,43900.7481978651,0.672319587326784,2.41861380823145e-05,5.11503774438187,0.265100017583876,0.0651795206245346,0.538042100624561
"580",2020-05-25,"Nouvelle-Aquitaine",0.11959578607925,0.0195761843729937,0.58419654370861,324.171531642153,233.601443450704,464.132384234034,26142.5792394182,14522.8327080934,43905.4628603366,0.62650851922282,1.88197125045534e-05,4.71466247149801,0.265099950782682,0.0651795206242657,0.538041429049641
"581",2020-05-26,"Nouvelle-Aquitaine",0.107153635263243,0.0164747660663183,0.539710746657068,324.278685277416,233.61791821677,464.672094980692,26143.163497049,14522.8327227046,43909.809809038,0.584257630797618,1.46112722559227e-05,4.34694870145296,0.265099888161141,0.065179520624057,0.538040809114522
"582",2020-05-27,"Nouvelle-Aquitaine",0.0961212354289247,0.0138557626320926,0.498041411005299,324.374806512845,233.631773979402,465.170136391697,26143.7087540135,14522.8327340486,43913.8287793152,0.545256964523039,1.13439178514403e-05,4.01897027722534,0.265099829421621,0.065179520623895,0.538040236848479
"583",2020-05-28,"Nouvelle-Aquitaine",0.0863115394249253,0.0116347452361394,0.45934096948635,324.46111805227,233.643408724639,465.629477361183,26144.2179802469,14522.8327428558,43917.5445175911,0.509226233343403,8.80720506822293e-06,3.71573827583575,0.265099774290301,0.0651795206237694,0.538039708586102
"584",2020-05-29,"Nouvelle-Aquitaine",0.0775507273866819,0.00965749346264764,0.42094343320019,324.538668779656,233.653066218101,466.050420794383,26144.6938919947,14522.8327496935,43920.973817544,0.475911747834404,6.83774883939956e-06,3.42929995289328,0.265099722515054,0.0651795206236719,0.538039220943819
"585",2020-05-30,"Nouvelle-Aquitaine",0.069735591724446,0.00802073541940564,0.387121804220684,324.608404371381,233.661086953521,466.437542598604,26145.138975678,14522.8327550022,43924.1370238844,0.445083683273743,5.30869999483374e-06,3.16320634046198,0.26509967386356,0.0651795206235962,0.538038770798226
"586",2020-05-31,"Nouvelle-Aquitaine",0.0628031999721708,0.00671789928277076,0.359581104825144,324.671207571353,233.667804852803,466.797123703429,26145.5555093248,14522.8327591238,43927.0547842396,0.4165336468617,4.12157518926087e-06,2.9177603551312,0.265099628121576,0.0651795206235375,0.538038355266082
"587",2020-06-01,"Nouvelle-Aquitaine",0.0566282040056131,0.005649028170333,0.333025971790431,324.727835775358,233.673453880974,467.13014967522,26145.9455818351,14522.8327623237,43929.7461440604,0.390072510210624,3.19991378719816e-06,2.69135982080943,0.265099585091381,0.065179520623492,0.538037971685846
