"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","global: residential",0.95,0.9,"mean",-1.17106954603709,-0.955766657875153,-0.125639397576509,0.462705264844923,0.511588726147878,"pooled"
"2","global: transit",0.95,0.9,"mean",0.18273451855211,0.28246591861822,0.590611703276205,0.803981481889644,0.824910527154285,"pooled"
"3","global: grocery",0.95,0.9,"mean",-0.306102645392247,-0.134770157725938,0.370106585437978,0.703865954821055,0.73359165457699,"pooled"
"4","global: parks",0.95,0.9,"mean",-0.214834780189576,-0.115372136073387,0.299710041012866,0.590058257489926,0.632343388915617,"pooled"
"5","global: retail",0.95,0.9,"mean",-0.000559167190660562,0.109034427202743,0.495061412850472,0.749580549908358,0.774155270323803,"pooled"
"6","global: workplace",0.95,0.9,"mean",-0.0707258322155599,0.0864996268091571,0.512538957390803,0.787183622267177,0.81455902578225,"pooled"
"7","Auvergne-Rhône-Alpes: transit",0.95,0.9,"mean",-1.37979729689869,-0.990351542402452,0.0439027174920662,0.672003343684016,0.717813351902074,"partial"
"8","Auvergne-Rhône-Alpes: retail",0.95,0.9,"mean",-1.15294849808235,-0.893256346583469,0.071359861401832,0.661569928510581,0.711982310530313,"partial"
"9","Bourgogne-Franche-Comté: transit",0.95,0.9,"mean",-1.97183384318458,-1.46872880328068,-0.133372796273338,0.634941115076362,0.706873710923739,"partial"
"10","Bourgogne-Franche-Comté: retail",0.95,0.9,"mean",-1.52578208910142,-1.12175745050712,-0.023140881038441,0.65617599489028,0.722107846609121,"partial"
"11","Bretagne: transit",0.95,0.9,"mean",-3.55223510595786,-2.62045116323488,-0.625120359775927,0.444549331800277,0.540912967231482,"partial"
"12","Bretagne: retail",0.95,0.9,"mean",-3.12609757178374,-2.40748260351452,-0.581661938817874,0.434322460545133,0.523408837759262,"partial"
"13","Centre-Val de Loire: transit",0.95,0.9,"mean",-2.28583781845993,-1.71824191636666,-0.329685602095226,0.51815953687404,0.608613260578364,"partial"
"14","Centre-Val de Loire: retail",0.95,0.9,"mean",-2.42435801385158,-1.84850969459191,-0.34931083403501,0.512867293944039,0.591370453367251,"partial"
"15","Corse: transit",0.95,0.9,"mean",-1.4371908096458,-0.999687827022596,0.0887526633578047,0.716997264780275,0.78600036747141,"partial"
"16","Corse: retail",0.95,0.9,"mean",-1.58007761048233,-1.10565395660284,0.0280249126733065,0.721790542785981,0.77478824327086,"partial"
"17","Grand Est: transit",0.95,0.9,"mean",-0.435887455882674,-0.211885472069148,0.421601441119479,0.820496888775997,0.860133157844123,"partial"
"18","Grand Est: retail",0.95,0.9,"mean",-0.21090477306119,-0.0426005836248046,0.4936462225336,0.832584559483138,0.867923177706367,"partial"
"19","Hauts-de-France: transit",0.95,0.9,"mean",-2.08561617903348,-1.51686920806187,-0.270931543646374,0.536345839009384,0.601579336217748,"partial"
"20","Hauts-de-France: retail",0.95,0.9,"mean",-2.1876876514275,-1.69379277475961,-0.342917709552158,0.470118122457091,0.56261217872794,"partial"
"21","Normandie: transit",0.95,0.9,"mean",-2.42258847202158,-1.91486249416941,-0.330898050564672,0.534543137665622,0.610068213372355,"partial"
"22","Normandie: retail",0.95,0.9,"mean",-2.58541933947993,-1.94994970868881,-0.386420598243822,0.498749509777269,0.572724637792364,"partial"
"23","Nouvelle-Aquitaine: transit",0.95,0.9,"mean",-1.51059069848824,-1.15773581065184,-0.016592976320709,0.666108493452267,0.720289432388612,"partial"
"24","Nouvelle-Aquitaine: retail",0.95,0.9,"mean",-1.6382686942559,-1.00968658131165,0.0296416507406444,0.675821388864536,0.74248952482563,"partial"
"25","Occitanie: transit",0.95,0.9,"mean",-1.64823465045718,-1.17872509650928,-0.0573478873254307,0.651402770913067,0.722944537240518,"partial"
"26","Occitanie: retail",0.95,0.9,"mean",-1.3867433619095,-1.01595083684249,0.0150121407043743,0.67347584846706,0.732017201984637,"partial"
"27","Pays de la Loire: transit",0.95,0.9,"mean",-1.46660125462434,-0.884158416612318,0.0752232331500932,0.692225711127361,0.752370104257566,"partial"
"28","Pays de la Loire: retail",0.95,0.9,"mean",-1.18377508048522,-0.878465713539183,0.0784571139842431,0.685506476672805,0.734903428089272,"partial"
"29","Provence-Alpes-Côte d'Azur: transit",0.95,0.9,"mean",-3.11040313828024,-2.30936725597358,-0.569500189318306,0.443609799206799,0.512310268993414,"partial"
"30","Provence-Alpes-Côte d'Azur: retail",0.95,0.9,"mean",-2.90216298115734,-2.3085660915588,-0.542055788500767,0.434450259075406,0.525593419113864,"partial"
"31","Île-de-France: transit",0.95,0.9,"mean",-2.02765212092386,-1.46720661510115,-0.235819380819823,0.52104999507368,0.601357241786001,"partial"
"32","Île-de-France: retail",0.95,0.9,"mean",-2.19175365912518,-1.57941451897502,-0.26846708465962,0.519281723263914,0.602292956561817,"partial"
"33","France-hopitaux: transit",0.95,0.9,"mean",-0.885177803292358,-0.516713567710474,0.239223792771276,0.747035130047145,0.791492737188101,"partial"
"34","France-hopitaux: retail",0.95,0.9,"mean",-0.730659985988843,-0.476345012481234,0.26246069708219,0.711348077708565,0.767060200239166,"partial"
"35","France-OC19: transit",0.95,0.9,"mean",-1.62772531617813,-1.16139953638058,-0.0929799121698123,0.593831172741703,0.673502035025912,"partial"
"36","France-OC19: retail",0.95,0.9,"mean",-1.63985967526629,-1.23980290691363,-0.11126291811974,0.569222831376715,0.644249419999568,"partial"
"37","France-EHPAD: transit",0.95,0.9,"mean",-2.19789818877005,-1.7103092666713,-0.323035721637477,0.497900729480052,0.605786030655152,"partial"
"38","France-EHPAD: retail",0.95,0.9,"mean",-2.48752449508129,-1.72203819876492,-0.339787173572934,0.484812903032753,0.58035506790505,"partial"
"39","Denmark: transit",0.95,0.9,"mean",-2.10421665826616,-1.63847605513391,-0.304380820519041,0.490775457475274,0.581589717110665,"partial"
"40","Denmark: retail",0.95,0.9,"mean",-2.04707039995574,-1.58708006446753,-0.239665702830287,0.542332408364336,0.642366780288487,"partial"
"41","Italy: transit",0.95,0.9,"mean",-0.524933891308801,-0.312885361864558,0.296043841033659,0.717893911395198,0.761115164951394,"partial"
"42","Italy: retail",0.95,0.9,"mean",-1.30207730054315,-0.895453207473821,0.0645480576583985,0.613755212703232,0.677214645406898,"partial"
"43","Germany: transit",0.95,0.9,"mean",-2.05659714105616,-1.51029643358286,-0.324931952756026,0.429155686775168,0.531466132825194,"partial"
"44","Germany: retail",0.95,0.9,"mean",-1.65200570705561,-1.29392336057099,-0.127893320915873,0.573902265231328,0.650194762747038,"partial"
"45","Spain: transit",0.95,0.9,"mean",-0.895763267390135,-0.5704971337001,0.217239859699773,0.722807638842191,0.768893886769598,"partial"
"46","Spain: retail",0.95,0.9,"mean",-0.728223333282246,-0.502926958374299,0.254031695603963,0.723005612537363,0.769270204862273,"partial"
"47","United_Kingdom: transit",0.95,0.9,"mean",-1.07960068171698,-0.842799582526002,0.079376241386383,0.670423291075799,0.720011184721922,"partial"
"48","United_Kingdom: retail",0.95,0.9,"mean",-0.96662006593503,-0.687391065365376,0.165601327389619,0.69459981337932,0.741805307685271,"partial"
"49","France: transit",0.95,0.9,"mean",-2.12958217609302,-1.65253999632819,-0.292109330176609,0.496096457933608,0.596666109555343,"partial"
"50","France: retail",0.95,0.9,"mean",-2.07268790873065,-1.6257866276439,-0.308796215313697,0.476549664672759,0.562351388559915,"partial"
"51","Norway: transit",0.95,0.9,"mean",-2.38827876569634,-1.93849223258864,-0.462437628383804,0.403872729437413,0.486878362952098,"partial"
"52","Norway: retail",0.95,0.9,"mean",-2.84133972407197,-2.184073473376,-0.51394989247974,0.460209174053707,0.552524568620509,"partial"
"53","Belgium: transit",0.95,0.9,"mean",-4.71797908285525,-3.86408960592623,-1.37716752888941,0.109927511304323,0.254048230805786,"partial"
"54","Belgium: retail",0.95,0.9,"mean",-4.51737038674813,-3.69694047564415,-1.4052159072799,0.00716315778050431,0.121415134840733,"partial"
"55","Austria: transit",0.95,0.9,"mean",-2.66031095121455,-2.07020226653203,-0.485506402987411,0.447716010779054,0.52082412098366,"partial"
"56","Austria: retail",0.95,0.9,"mean",-2.60312039216656,-2.110323014908,-0.490885192302271,0.4128823523483,0.50694911839122,"partial"
"57","Sweden: transit",0.95,0.9,"mean",-2.11730703447432,-1.58402080310808,-0.325421286266196,0.480233228707754,0.572800983677399,"partial"
"58","Sweden: retail",0.95,0.9,"mean",-2.90704121358793,-2.28149762027411,-0.631726564972409,0.350745812513964,0.433346985503845,"partial"
"59","Switzerland: transit",0.95,0.9,"mean",-0.945505146292333,-0.563097858392219,0.260694239519885,0.75601079269028,0.801809385085216,"partial"
"60","Switzerland: retail",0.95,0.9,"mean",-0.477464004104318,-0.237632594882544,0.350260735479365,0.747628126260988,0.791999358039584,"partial"
"61","Greece: transit",0.95,0.9,"mean",-0.92238197749525,-0.621208458590981,0.228254073890629,0.771485317225744,0.819049750375478,"partial"
"62","Greece: retail",0.95,0.9,"mean",-1.00681525930472,-0.664299626267143,0.23495038673675,0.773656967741981,0.825096170345159,"partial"
"63","Portugal: transit",0.95,0.9,"mean",-3.78889833765973,-2.79601076775323,-0.816563599698428,0.32058591755376,0.428741450086521,"partial"
"64","Portugal: retail",0.95,0.9,"mean",-3.63317969604922,-2.68074777726926,-0.824377014203168,0.280799651248818,0.394134982088801,"partial"
