"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","global: residential",0.95,0.9,"mean",-0.97212685136664,-0.721891194191907,0.0295249380335716,0.532349132159557,0.59387475418657,"pooled"
"2","global: transit",0.95,0.9,"mean",0.279000617485577,0.345404657135124,0.635521761713529,0.81856257847594,0.838508563621822,"pooled"
"3","global: grocery",0.95,0.9,"mean",0.0922629086049756,0.181550521785427,0.528395958753219,0.767212513262637,0.795962402890979,"pooled"
"4","global: parks",0.95,0.9,"mean",-0.936449620215915,-0.765805777345265,-0.179018587359584,0.272210573568912,0.333605200086893,"pooled"
"5","global: retail",0.95,0.9,"mean",-0.395774751651519,-0.249070381088162,0.295391424411955,0.653017574794943,0.707545163956603,"pooled"
"6","global: workplace",0.95,0.9,"mean",0.0471837450018591,0.136771807361035,0.51743116872153,0.776198846427342,0.811728172905144,"pooled"
"7","Denmark: transit",0.95,0.9,"mean",-2.40640607554256,-1.85887179115608,-0.50897769651648,0.376275443198554,0.455732857091008,"partial"
"8","Denmark: retail",0.95,0.9,"mean",-2.17775174956444,-1.59225057765577,-0.412013252122969,0.40768251763914,0.503513003252702,"partial"
"9","Italy: transit",0.95,0.9,"mean",-0.515899083823375,-0.336598532393808,0.284393865425953,0.731840492099224,0.799744802038539,"partial"
"10","Italy: retail",0.95,0.9,"mean",-2.05827536193471,-1.33537614816697,-0.223996403586722,0.443404636747159,0.501525704537334,"partial"
"11","Germany: transit",0.95,0.9,"mean",-1.60582044555531,-1.17259749187612,-0.164864427446589,0.499405327931009,0.57226061754462,"partial"
"12","Germany: retail",0.95,0.9,"mean",-1.04404026666877,-0.744264676881504,0.0626524422546579,0.614490283585224,0.679321544556547,"partial"
"13","Spain: transit",0.95,0.9,"mean",-0.800341990121761,-0.515861875235436,0.194090892371669,0.667359700482514,0.722312398953336,"partial"
"14","Spain: retail",0.95,0.9,"mean",-0.7180718510067,-0.47903422598069,0.20908900953631,0.666166356887879,0.713689868890972,"partial"
"15","United_Kingdom: transit",0.95,0.9,"mean",-0.77520615054466,-0.507643941850956,0.193278235547933,0.657177796584772,0.706642858051707,"partial"
"16","United_Kingdom: retail",0.95,0.9,"mean",-0.624454033838708,-0.391997480994566,0.235219594241132,0.663351788484106,0.716355967994865,"partial"
"17","France: transit",0.95,0.9,"mean",-0.716339885273698,-0.426864158694713,0.207459132723496,0.652117765831575,0.714157025079086,"partial"
"18","France: retail",0.95,0.9,"mean",-0.738038315962573,-0.493135095426545,0.180016563083727,0.622264658592302,0.685507657800912,"partial"
"19","Norway: transit",0.95,0.9,"mean",-1.54776378755118,-1.13780914056509,-0.126868409496766,0.551833669128873,0.63206191810717,"partial"
"20","Norway: retail",0.95,0.9,"mean",-2.43281182609395,-1.74866486193206,-0.365741814274476,0.467409294225784,0.541999459516845,"partial"
"21","Belgium: transit",0.95,0.9,"mean",-1.94657771775358,-1.47858108965912,-0.382616860949191,0.357912841123101,0.455504902700181,"partial"
"22","Belgium: retail",0.95,0.9,"mean",-2.17506613153822,-1.72342579148719,-0.484112384435179,0.293254985245853,0.398352341606829,"partial"
"23","Austria: transit",0.95,0.9,"mean",-2.30196608795319,-1.76566884131652,-0.421344040431693,0.428553318567757,0.529157250025926,"partial"
"24","Austria: retail",0.95,0.9,"mean",-2.31253724549931,-1.70978912002858,-0.430050160588853,0.416024962230534,0.505945457808674,"partial"
"25","Sweden: transit",0.95,0.9,"mean",-1.38449371834929,-1.02634938160932,-0.09637932458181,0.542781195742387,0.624014749674612,"partial"
"26","Sweden: retail",0.95,0.9,"mean",-3.40167675988358,-2.4325681603572,-0.7004886865206,0.304058419489166,0.403490033755793,"partial"
"27","Switzerland: transit",0.95,0.9,"mean",-0.524695123519394,-0.289398651191436,0.325323138886996,0.752438159312247,0.792867116566836,"partial"
"28","Switzerland: retail",0.95,0.9,"mean",-0.141905359091395,-0.00178381837806911,0.433558996031461,0.747399358674686,0.782371912100235,"partial"
"29","Greece: transit",0.95,0.9,"mean",-1.68826670827729,-1.18694474266593,-0.169482149475201,0.536942405116314,0.599828155376606,"partial"
"30","Greece: retail",0.95,0.9,"mean",-1.72911433117742,-1.23033999749879,-0.170144221262572,0.511738727030991,0.587484276175202,"partial"
"31","Portugal: transit",0.95,0.9,"mean",-2.44067579630628,-2.00911071607936,-0.526996696294419,0.344552830270848,0.442300143215754,"partial"
"32","Portugal: retail",0.95,0.9,"mean",-2.48654048467173,-2.01509495826289,-0.618958836740595,0.305666030903765,0.39381497925111,"partial"
"33","Netherlands: transit",0.95,0.9,"mean",0.0285354286787554,0.128836246486507,0.5156760286355,0.793140284934941,0.824772789246284,"partial"
"34","Netherlands: retail",0.95,0.9,"mean",-0.407816644897329,-0.168600186387031,0.389689622384642,0.775863125955631,0.820692292889769,"partial"
