"","time","country","estimated_deaths_forecast","estimated_deaths_forecast_min","estimated_deaths_forecast_max","estimated_deaths_forecast_c","estimated_deaths_forecast_min_c","estimated_deaths_forecast_max_c","estimated_cases_forecast_c","estimated_cases_forecast_min_c","estimated_cases_forecast_max_c","estimated_cases_forecast","estimated_cases_forecast_min","estimated_cases_forecast_max","rt","rt_min","rt_max"
"1",2020-03-24,"Auvergne-Rhône-Alpes",16.6834097442586,10.2684520643042,26.0660541220366,101.68010726653,64.1288289805882,159.076154979669,139341.818307281,23261.66838923,393171.162501065,17196.8475512766,173.583344827266,67795.3844933905,1.66864787938187,0.128605329293878,3.27984254011188
"2",2020-03-25,"Auvergne-Rhône-Alpes",19.4263055331405,11.4099051393313,30.9281914523099,121.10641279967,75.5387341199195,190.004346431978,159307.261457726,23403.4730492635,476245.704744579,19965.4431504453,141.804660033472,83074.5422435136,1.6679823059458,0.128605089841862,3.27641630238984
"3",2020-03-26,"Auvergne-Rhône-Alpes",22.477577275594,12.5606747056933,37.6884106699381,143.583990075265,88.0994088256129,227.692757101917,182557.718586306,23518.484706014,577964.48085865,23250.4571285804,115.011656750485,101718.776114071,1.66719762318116,0.128604894176937,3.27216504088249
"4",2020-03-27,"Auvergne-Rhône-Alpes",25.8704903000536,13.6573638389966,45.4844743084171,169.454480375318,101.756772664609,273.177231410334,209708.059561989,23611.2857559689,702040.2067313,27150.3409756824,92.8010499549465,124075.72587265,1.66627072558042,0.1286047348252,3.26698853837388
"5",2020-03-28,"Auvergne-Rhône-Alpes",29.6425522878753,14.5510465059929,54.8405808696869,199.097032663193,116.307819170602,328.017812280021,241490.009194737,23685.9003819948,853288.045430856,31781.949632748,74.6146260259179,151247.838699556,1.66517394188532,0.128604605340236,3.26103158765664
"6",2020-03-29,"Auvergne-Rhône-Alpes",33.8471001079862,15.2478356158507,65.8993042781211,232.94413277118,131.555654786453,393.917116558142,278773.56071087,23745.7384083227,1037545.74067697,37283.5515161329,59.8380263279093,184257.695246116,1.66387415950546,0.128604500281553,3.25293786417594
"7",2020-03-30,"Auvergne-Rhône-Alpes",38.55320372795,15.9896730399208,80.194087982182,271.49733649913,147.545327826374,474.111204540324,322591.510625558,23793.6404836363,1261813.76880193,43817.9499146887,47.9020753135227,224268.028124959,1.66233180733937,0.128604415123583,3.2429880545796
"8",2020-03-31,"Auvergne-Rhône-Alpes",43.8538389069595,16.5220994777293,97.6968405256341,315.351175406089,164.067427304103,571.808045065958,374167.066784029,23832.1577509461,1536086.27577949,51575.5561584709,38.5172673098732,274272.506977556,1.66049969107959,0.128604346138179,3.23509342615782
"9",2020-04-01,"Auvergne-Rhône-Alpes",49.8572999735373,16.8969425930613,118.145839123621,365.208475379626,180.964369897164,689.953884189579,434944.161906645,23863.6149640354,1868332.0290389,60777.0951226158,31.4572130892267,332245.753259415,1.65832168488895,0.128604290273997,3.22580263083094
"10",2020-04-02,"Auvergne-Rhône-Alpes",56.701209020023,16.6156252279545,143.20186325038,421.90968439965,197.579995125119,833.155747439959,506619.580103003,23889.1263354733,2273756.68645946,71675.4181963582,25.5113714379632,405424.657420563,1.65573130090657,0.128604245044363,3.2144325236287
