"","Auvergne-Rhône-Alpes","Bourgogne-Franche-Comté","Bretagne","Corse","Grand Est","Hauts-de-France","Normandie","Nouvelle-Aquitaine","Occitanie","Pays de la Loire","Provence-Alpes-Côte d'Azur","Île-de-France","France-hopitaux","France-OC19","France"
"1",2.83321970318508,3.11045328199399,3.47784569936125,3.10904358434287,3.29905674392196,2.87448114819062,3.15475662664033,3.70219383533428,2.81872948339558,3.73648889600533,3.32594580792216,3.73643925914908,3.89434751030487,3.52296680569324,3.46932123639636
"2",3.2269741345252,2.97668841853648,3.18387798887682,2.47991462437149,3.5115869455278,2.29035940544779,2.93751434185964,3.53350391291663,2.80424852375512,3.58627654188029,3.66474641234137,3.94588942214207,3.43838469453205,3.27522649296761,3.82027979180859
"3",3.4963624162405,4.47080921276089,3.41891129044384,2.96319045414443,3.75626843115157,2.99287842091237,2.84341077977976,2.71487877584268,3.10443383589018,3.33868471817027,3.21604132769171,3.43242560525664,3.6348803532872,3.59043512629141,3.47503505679291
"4",3.03329737265733,2.56425845952504,3.30086259192507,4.17993926365983,3.94717676351436,2.2445815481303,4.58960511588216,2.38462734570085,2.62531155669919,5.00425001914418,4.07545284440963,2.92051132249494,4.19893168576594,3.53949802855092,3.78325170133
"5",3.01426864964489,4.17782530463333,2.78639694559647,3.22081331974272,3.24057720419746,2.33871040138392,3.09852042226142,3.60008098767765,3.99615830630191,3.20661239312649,3.25631799893216,3.15106560942047,4.05357833864588,3.78548819802429,3.60592414351531
"6",2.7049109226409,3.10567092902988,3.51602905716645,3.12682193010086,3.62670301137393,2.55553751723069,2.96031919229691,2.98979642219386,3.68243497901293,3.04269745405352,3.86431032980469,3.48721114663491,3.79723812616648,3.52225381571944,3.44121231695899
"7",2.97350624170962,2.97460342733043,2.99307183725762,2.29017149722275,3.36769759914791,3.00770606658954,2.9995777905445,3.85125288216769,3.46977763438788,3.41514955351953,3.15429259837934,3.64201255104765,4.21110879216027,3.59209715097206,3.82757714259456
"8",3.43425373603828,3.42671768077951,3.27010652246088,3.10976534638055,3.32514667484958,3.3446819817177,3.25711206615487,2.98229357353701,3.44926923970635,3.37412253249151,3.26999583183678,3.48556181066968,3.14053949338531,3.44920159630617,3.21556901443923
"9",2.90741414653124,3.2439152210792,3.42008201289179,2.97448607364217,3.9465723368519,2.40130223055977,3.644056562426,3.27814768499865,2.90883273345008,2.95809546755708,2.79766248351676,3.79005172656122,3.78439513970072,3.66806508871559,3.90263220660802
"10",2.26610856534774,3.4362068569765,3.36254551633605,3.39708662475556,3.4745169246616,2.36277736881061,2.92656081678608,2.50449774834361,2.97108079059741,2.41677693530842,2.74109451863896,3.89272282225528,3.66458338440457,3.9984830588109,3.40297496435338
"11",3.05563583980618,3.59123840550324,2.81290426625587,3.63704404995501,2.95745340137079,3.29659748858682,3.66649537474399,3.23462878422962,3.21036223879422,3.11641751274004,3.20628910950283,3.36174099837713,3.99027048810595,3.71981535669751,3.40052112664739
"12",2.53445452522484,3.15868369192471,2.96263694979054,2.27254385037629,4.04101679070691,2.89601872400836,3.47514258785663,3.93321886906305,3.16384843180242,3.22840963542843,3.17828627165353,3.70641151649294,3.78693645755159,3.14968833691328,4.81514186715237
"13",3.0260408351996,3.22056854399681,2.74809103263462,3.23617366247404,3.96817946391519,3.13830929830224,3.22020932340168,3.06908294695163,3.27710926954153,3.57048845549056,3.08374810640958,3.83679530911902,4.027160893736,3.66244193239482,3.65277719928495
"14",2.90581090924095,3.06423033761505,3.31969602707057,3.736081367468,3.69102562571262,2.62900354630976,3.65788161630856,2.78324500535266,3.35981777845026,3.47496501402992,2.85493994394839,2.98378152713032,3.61858685963909,3.46954597642142,3.22973414752715
"15",2.97806707150571,3.32165604104981,3.41727607801388,3.57390397278646,4.17995826682482,2.08624352453443,2.9435234237423,3.78825100366191,2.90845526150783,3.12999922964987,3.69005586527341,4.38396894156118,3.62910997914686,3.81733925437572,4.1771026084876
"16",2.56503609323574,2.99346235742621,2.7102688830285,2.80960965599652,3.14765284394554,2.20282223666231,3.8434223387752,3.92409658769732,2.98350228067353,3.95232580370606,3.92478314780582,3.55934773248866,3.82882541083479,3.49019716553536,3.45724470461563
"17",2.48110066336595,3.16330991294556,2.41406887715278,3.34315539377419,3.43901870524789,2.4717397198048,3.65206285404653,3.70322464241989,2.37389301460461,3.3026473878525,3.73889818925587,3.60349859110396,3.53251254092403,3.20781572696484,3.4184978903466
"18",3.35974346627973,3.30012062844265,2.47508656884695,3.6553584537184,3.16097886535126,2.40183479061424,3.57038454446618,3.28123478124938,3.04193325438018,3.74111673383402,3.35641016121679,3.13086990425346,3.68707676366753,3.45402124740384,3.8041507511081
"19",2.90256218123081,3.27419952401169,2.97675289206544,3.31070304769242,3.46891307611067,2.84182030817592,3.41467392537443,2.85151474307051,3.00801752071739,3.39450140752975,3.24414749589735,3.43480469862568,3.43540438192851,3.2125440786714,3.03328477266761
"20",3.22828085734505,3.57182641465499,3.04875656961612,2.92890614772271,3.18675349243095,2.74116374474209,3.05379191793229,3.02261793739925,3.5818324627024,3.18615960998361,3.40287489217798,3.5415943855692,3.70868279750239,3.49867718765098,3.59182688719428
"21",3.29359031951627,3.07496614282374,2.81365243597008,2.90420871232586,2.86180618412181,2.86495245697241,2.82466222080659,2.71940742164795,3.26818971683369,3.29296381724788,3.29275819063242,3.7275372363592,3.63457121461289,3.75969922238515,3.54619231152725
"22",3.33201991012412,3.56565337998672,3.27099482330975,3.1926705988925,3.31924605353436,2.79074050584317,3.51232383188759,3.02911744183652,3.33868240910811,3.07329989695347,3.26413896506896,3.63673381518737,3.65526279110679,3.11101783261262,3.7107508462476
