"","key","value","x","country","region"
"1","schools_universities",2020-03-14,5.3,"France","Ain"
"2","self_isolating_if_ill",2020-03-16,5.3,"France","Ain"
"3","public_events",2020-03-13,5.3,"France","Ain"
"4","lockdown",2020-03-17,5.3,"France","Ain"
"5","social_distancing_encouraged",2020-03-16,5,"France","Ain"
"6","schools_universities",2020-03-14,4.3,"France","Aisne"
"7","self_isolating_if_ill",2020-03-16,4.3,"France","Aisne"
"8","public_events",2020-03-13,4.3,"France","Aisne"
"9","lockdown",2020-03-17,4.3,"France","Aisne"
"10","social_distancing_encouraged",2020-03-16,4,"France","Aisne"
"11","schools_universities",2020-03-14,4.3,"France","Alpes-Maritimes"
"12","self_isolating_if_ill",2020-03-16,4.3,"France","Alpes-Maritimes"
"13","public_events",2020-03-13,4.3,"France","Alpes-Maritimes"
"14","lockdown",2020-03-17,4.3,"France","Alpes-Maritimes"
"15","social_distancing_encouraged",2020-03-16,4,"France","Alpes-Maritimes"
"16","schools_universities",2020-03-14,5.3,"France","Ardèche"
"17","self_isolating_if_ill",2020-03-16,5.3,"France","Ardèche"
"18","public_events",2020-03-13,5.3,"France","Ardèche"
"19","lockdown",2020-03-17,5.3,"France","Ardèche"
"20","social_distancing_encouraged",2020-03-16,5,"France","Ardèche"
"21","schools_universities",2020-03-14,5.3,"France","Aube"
"22","self_isolating_if_ill",2020-03-16,5.3,"France","Aube"
"23","public_events",2020-03-13,5.3,"France","Aube"
"24","lockdown",2020-03-17,5.3,"France","Aube"
"25","social_distancing_encouraged",2020-03-16,5,"France","Aube"
"26","schools_universities",2020-03-14,4.3,"France","Aude"
"27","self_isolating_if_ill",2020-03-16,4.3,"France","Aude"
"28","public_events",2020-03-13,4.3,"France","Aude"
"29","lockdown",2020-03-17,4.3,"France","Aude"
"30","social_distancing_encouraged",2020-03-16,4,"France","Aude"
"31","schools_universities",2020-03-14,5.3,"France","Aveyron"
"32","self_isolating_if_ill",2020-03-16,5.3,"France","Aveyron"
"33","public_events",2020-03-13,5.3,"France","Aveyron"
"34","lockdown",2020-03-17,5.3,"France","Aveyron"
"35","social_distancing_encouraged",2020-03-16,5,"France","Aveyron"
"36","schools_universities",2020-03-14,5.3,"France","Bouches-du-Rhône"
"37","self_isolating_if_ill",2020-03-16,5.3,"France","Bouches-du-Rhône"
"38","public_events",2020-03-13,5.3,"France","Bouches-du-Rhône"
"39","lockdown",2020-03-17,5.3,"France","Bouches-du-Rhône"
"40","social_distancing_encouraged",2020-03-16,5,"France","Bouches-du-Rhône"
"41","schools_universities",2020-03-14,5.3,"France","Calvados"
"42","self_isolating_if_ill",2020-03-16,5.3,"France","Calvados"
"43","public_events",2020-03-13,5.3,"France","Calvados"
"44","lockdown",2020-03-17,5.3,"France","Calvados"
"45","social_distancing_encouraged",2020-03-16,5,"France","Calvados"
"46","schools_universities",2020-03-14,5.3,"France","Charente-Maritime"
"47","self_isolating_if_ill",2020-03-16,5.3,"France","Charente-Maritime"
"48","public_events",2020-03-13,5.3,"France","Charente-Maritime"
"49","lockdown",2020-03-17,5.3,"France","Charente-Maritime"
"50","social_distancing_encouraged",2020-03-16,5,"France","Charente-Maritime"
"51","schools_universities",2020-03-14,5.3,"France","Cher"
"52","self_isolating_if_ill",2020-03-16,5.3,"France","Cher"
"53","public_events",2020-03-13,5.3,"France","Cher"
"54","lockdown",2020-03-17,5.3,"France","Cher"
"55","social_distancing_encouraged",2020-03-16,5,"France","Cher"
"56","schools_universities",2020-03-14,4.3,"France","Côte-d'Or"
"57","self_isolating_if_ill",2020-03-16,4.3,"France","Côte-d'Or"
"58","public_events",2020-03-13,4.3,"France","Côte-d'Or"
"59","lockdown",2020-03-17,4.3,"France","Côte-d'Or"
"60","social_distancing_encouraged",2020-03-16,4,"France","Côte-d'Or"
"61","schools_universities",2020-03-14,5.3,"France","Côtes-d'Armor"
"62","self_isolating_if_ill",2020-03-16,5.3,"France","Côtes-d'Armor"
"63","public_events",2020-03-13,5.3,"France","Côtes-d'Armor"
"64","lockdown",2020-03-17,5.3,"France","Côtes-d'Armor"
"65","social_distancing_encouraged",2020-03-16,5,"France","Côtes-d'Armor"
"66","schools_universities",2020-03-14,4.3,"France","Doubs"
"67","self_isolating_if_ill",2020-03-16,4.3,"France","Doubs"
"68","public_events",2020-03-13,4.3,"France","Doubs"
"69","lockdown",2020-03-17,4.3,"France","Doubs"
"70","social_distancing_encouraged",2020-03-16,4,"France","Doubs"
"71","schools_universities",2020-03-14,4.3,"France","Drôme"
"72","self_isolating_if_ill",2020-03-16,4.3,"France","Drôme"
"73","public_events",2020-03-13,4.3,"France","Drôme"
"74","lockdown",2020-03-17,4.3,"France","Drôme"
"75","social_distancing_encouraged",2020-03-16,4,"France","Drôme"
"76","schools_universities",2020-03-14,5.3,"France","Eure"
"77","self_isolating_if_ill",2020-03-16,5.3,"France","Eure"
"78","public_events",2020-03-13,5.3,"France","Eure"
"79","lockdown",2020-03-17,5.3,"France","Eure"
"80","social_distancing_encouraged",2020-03-16,5,"France","Eure"
"81","schools_universities",2020-03-14,4.3,"France","Eure-et-Loir"
"82","self_isolating_if_ill",2020-03-16,4.3,"France","Eure-et-Loir"
"83","public_events",2020-03-13,4.3,"France","Eure-et-Loir"
"84","lockdown",2020-03-17,4.3,"France","Eure-et-Loir"
"85","social_distancing_encouraged",2020-03-16,4,"France","Eure-et-Loir"
"86","schools_universities",2020-03-14,4.3,"France","Corse-du-Sud"
"87","self_isolating_if_ill",2020-03-16,4.3,"France","Corse-du-Sud"
"88","public_events",2020-03-13,4.3,"France","Corse-du-Sud"
"89","lockdown",2020-03-17,4.3,"France","Corse-du-Sud"
"90","social_distancing_encouraged",2020-03-16,4,"France","Corse-du-Sud"
"91","schools_universities",2020-03-14,4.3,"France","Gard"
"92","self_isolating_if_ill",2020-03-16,4.3,"France","Gard"
"93","public_events",2020-03-13,4.3,"France","Gard"
"94","lockdown",2020-03-17,4.3,"France","Gard"
"95","social_distancing_encouraged",2020-03-16,4,"France","Gard"
"96","schools_universities",2020-03-14,5.3,"France","Haute-Garonne"
"97","self_isolating_if_ill",2020-03-16,5.3,"France","Haute-Garonne"
"98","public_events",2020-03-13,5.3,"France","Haute-Garonne"
"99","lockdown",2020-03-17,5.3,"France","Haute-Garonne"
"100","social_distancing_encouraged",2020-03-16,5,"France","Haute-Garonne"
"101","schools_universities",2020-03-14,4.3,"France","Gironde"
"102","self_isolating_if_ill",2020-03-16,4.3,"France","Gironde"
"103","public_events",2020-03-13,4.3,"France","Gironde"
"104","lockdown",2020-03-17,4.3,"France","Gironde"
"105","social_distancing_encouraged",2020-03-16,4,"France","Gironde"
"106","schools_universities",2020-03-14,4.3,"France","Hérault"
"107","self_isolating_if_ill",2020-03-16,4.3,"France","Hérault"
"108","public_events",2020-03-13,4.3,"France","Hérault"
"109","lockdown",2020-03-17,4.3,"France","Hérault"
"110","social_distancing_encouraged",2020-03-16,4,"France","Hérault"
"111","schools_universities",2020-03-14,5.3,"France","Ille-et-Vilaine"
"112","self_isolating_if_ill",2020-03-16,5.3,"France","Ille-et-Vilaine"
"113","public_events",2020-03-13,5.3,"France","Ille-et-Vilaine"
"114","lockdown",2020-03-17,5.3,"France","Ille-et-Vilaine"
"115","social_distancing_encouraged",2020-03-16,5,"France","Ille-et-Vilaine"
"116","schools_universities",2020-03-14,4.3,"France","Indre"
"117","self_isolating_if_ill",2020-03-16,4.3,"France","Indre"
"118","public_events",2020-03-13,4.3,"France","Indre"
"119","lockdown",2020-03-17,4.3,"France","Indre"
"120","social_distancing_encouraged",2020-03-16,4,"France","Indre"
"121","schools_universities",2020-03-14,5.3,"France","Indre-et-Loire"
"122","self_isolating_if_ill",2020-03-16,5.3,"France","Indre-et-Loire"
"123","public_events",2020-03-13,5.3,"France","Indre-et-Loire"
"124","lockdown",2020-03-17,5.3,"France","Indre-et-Loire"
"125","social_distancing_encouraged",2020-03-16,5,"France","Indre-et-Loire"
"126","schools_universities",2020-03-14,5.3,"France","Isère"
"127","self_isolating_if_ill",2020-03-16,5.3,"France","Isère"
"128","public_events",2020-03-13,5.3,"France","Isère"
"129","lockdown",2020-03-17,5.3,"France","Isère"
"130","social_distancing_encouraged",2020-03-16,5,"France","Isère"
"131","schools_universities",2020-03-14,5.3,"France","Jura"
