"","region","country","IFR"
"1","Ain","France",0.012556187488595
"2","Aisne","France",0.012556187488595
"3","Alpes-Maritimes","France",0.012556187488595
"4","Ardèche","France",0.012556187488595
"5","Aube","France",0.012556187488595
"6","Aude","France",0.012556187488595
"7","Aveyron","France",0.012556187488595
"8","Bouches-du-Rhône","France",0.012556187488595
"9","Calvados","France",0.012556187488595
"10","Charente-Maritime","France",0.012556187488595
"11","Cher","France",0.012556187488595
"12","Côte-d'Or","France",0.012556187488595
"13","Côtes-d'Armor","France",0.012556187488595
"14","Doubs","France",0.012556187488595
"15","Drôme","France",0.012556187488595
"16","Eure","France",0.012556187488595
"17","Eure-et-Loir","France",0.012556187488595
"18","Corse-du-Sud","France",0.012556187488595
"19","Gard","France",0.012556187488595
"20","Haute-Garonne","France",0.012556187488595
"21","Gironde","France",0.012556187488595
"22","Hérault","France",0.012556187488595
"23","Ille-et-Vilaine","France",0.012556187488595
"24","Indre","France",0.012556187488595
"25","Indre-et-Loire","France",0.012556187488595
"26","Isère","France",0.012556187488595
"27","Jura","France",0.012556187488595
"28","Loir-et-Cher","France",0.012556187488595
"29","Loire","France",0.012556187488595
"30","Loire-Atlantique","France",0.012556187488595
"31","Loiret","France",0.012556187488595
"32","Maine-et-Loire","France",0.012556187488595
"33","Manche","France",0.012556187488595
"34","Marne","France",0.012556187488595
"35","Haute-Marne","France",0.012556187488595
"36","Mayenne","France",0.012556187488595
"37","Meurthe-et-Moselle","France",0.012556187488595
"38","Meuse","France",0.012556187488595
"39","Morbihan","France",0.012556187488595
"40","Moselle","France",0.012556187488595
"41","Nord","France",0.012556187488595
"42","Oise","France",0.012556187488595
"43","Pas-de-Calais","France",0.012556187488595
"44","Pyrénées-Atlantiques","France",0.012556187488595
"45","Pyrénées-Orientales","France",0.012556187488595
"46","Bas-Rhin","France",0.012556187488595
"47","Haut-Rhin","France",0.012556187488595
"48","Rhône","France",0.012556187488595
"49","Haute-Saône","France",0.012556187488595
"50","Saône-et-Loire","France",0.012556187488595
"51","Sarthe","France",0.012556187488595
"52","Savoie","France",0.012556187488595
"53","Haute-Savoie","France",0.012556187488595
"54","Paris","France",0.012556187488595
"55","Seine-Maritime","France",0.012556187488595
"56","Seine-et-Marne","France",0.012556187488595
"57","Yvelines","France",0.012556187488595
"58","Somme","France",0.012556187488595
"59","Var","France",0.012556187488595
"60","Vaucluse","France",0.012556187488595
"61","Vendée","France",0.012556187488595
"62","Vienne","France",0.012556187488595
"63","Vosges","France",0.012556187488595
"64","Yonne","France",0.012556187488595
"65","Territoire de Belfort","France",0.012556187488595
"66","Essonne","France",0.012556187488595
"67","Hauts-de-Seine","France",0.012556187488595
"68","Seine-Saint-Denis","France",0.012556187488595
"69","Val-de-Marne","France",0.012556187488595
"70","Val-d'Oise","France",0.012556187488595
"71","Guadeloupe","France",0.012556187488595
"72","France","France",0.012556187488595
