"","Auvergne-Rhône-Alpes","Bourgogne-Franche-Comté","Bretagne","Corse","Grand Est","Hauts-de-France","Normandie","Nouvelle-Aquitaine","Occitanie","Pays de la Loire","Provence-Alpes-Côte d'Azur","Île-de-France","France-hopitaux","France-OC19"
"1",2.9329674679855,3.68862333505823,3.66643006628491,3.83766538278633,2.895817379377,2.80342547286554,3.63895746057204,2.91286292519372,3.3648975506227,2.92827281722665,3.09977151107916,4.11798944515711,4.14871919071172,3.87805191861284
"2",3.33418255388417,3.33083599729603,3.21441198836039,3.26800069069346,3.32560309288454,3.16826099765939,3.30031909906108,3.37702320583307,3.32242237271979,3.28954256661614,3.32216460260924,3.36546153508825,3.409572054703,3.25955068014614
"3",2.90031228824724,3.71943671027523,3.67023377993504,3.02396945003459,3.27533513571385,3.00133258824729,2.88319035830861,2.87307837811827,3.12011514741788,3.04316289427827,3.57874591453319,4.18618872141089,3.60264465366391,3.13364238366747
"4",3.67431920668289,3.32465146515549,3.57401041578004,3.48954830342062,2.64761400155394,2.25131580740516,3.682153218202,4.38570519959786,2.89279737951216,2.8940337362941,3.19517955289087,3.62104940516629,3.21284670821056,3.3876887505095
"5",3.35745295929177,3.2585376916649,3.28304547885001,3.2270417873691,3.55399335316595,3.2593967222597,3.1979657176434,3.55880202850719,3.13557005340885,3.12723188352005,2.94106893592758,3.29512477493279,3.30463014466381,3.47856580426869
"6",2.79921116704003,3.29639375739665,2.08913104919858,3.14212740992595,3.42754205168707,2.44552594369659,3.08808762579269,3.66366634965928,2.94876564393419,3.66993230796584,3.14682289697581,3.36616779039891,3.55844555771601,3.41929851650465
"7",2.63531687517851,2.67482392258043,2.71617554219462,3.5075355147492,3.27979493639965,2.6378759831485,3.48904966023426,2.23152725991945,3.58709505438525,3.56583898597878,2.91336191835968,3.27250111206385,3.90982724548253,3.65147552274808
"8",3.27894366743161,3.54058871815356,3.08719530459499,3.58548909100777,3.0377346113054,3.27486439001837,3.42673913214334,3.16161855415356,3.1670033454976,3.29508896347547,3.75982455100447,3.49154613729331,3.53358638465421,3.68165650062148
"9",2.90940963538298,3.7249984466283,3.25702545924105,2.20077335583193,2.959107546023,2.08764319859962,3.73412908643632,3.45228453365802,3.31399373882446,3.38793799659062,3.25297989413767,3.3736823106132,3.29698359553509,3.58131633526643
"10",3.22700542027605,3.24074021560338,3.28064523136118,3.2109084219011,3.21964078075433,2.97352478525105,3.12361124393149,3.19016692448029,3.11582302040025,3.0769382558796,3.25235938377377,3.39036059033731,3.10208234503365,3.23188024728623
"11",3.22918415547867,3.2518319380113,3.35156118268683,3.27156227651238,3.22472268473459,3.22038177673199,3.40492307057735,3.37826636075659,3.1910185043752,3.29599236909695,3.17483777816225,3.22271522476427,3.17886002741918,3.26889680812612
"12",2.86276559802529,3.67894916261974,3.05197478868106,3.21363473188196,2.62352182445081,2.8943899552121,2.95662770774872,3.62038037887976,3.38646755883644,3.62684746617439,4.24235429608059,4.21269806879087,3.29239130510394,3.71536722266855
"13",3.24007817277693,3.22160726270456,3.26027473193921,3.24183518338909,3.37507559256158,3.26239436237891,3.31793417752757,3.18296116156854,3.38556600056404,3.20408033910509,3.12493458166021,3.55113868402751,3.64407653998409,3.31099155056574
"14",2.96606860330337,2.83216678869775,3.77442342848573,3.09014690793475,3.00914365557993,2.16793041780839,3.62296335996696,3.2455182875323,2.44457324003663,3.62629829098007,3.18538212136922,3.44783369505142,4.13077808161886,3.43079623104817
"15",3.30010804391764,3.2943100169002,3.25623367973684,3.19827918685324,3.12235065451529,2.92432150032306,2.97064168948456,3.23615006094318,3.60475988612579,3.70533384846308,3.29086086075721,3.66493405977533,3.30622095557812,3.50812618198736
"16",3.04366949658084,3.37985138542685,3.19408491110141,3.21996869807693,3.24227550185281,2.26148741395604,3.09295040986738,3.76208263512682,3.11073389956978,3.86368639883771,3.21532633063422,2.98593570311143,3.76927942326135,3.06324487965778
"17",2.86753038091896,3.25785318503405,2.77493110893111,2.96226563865488,3.74660021302569,2.83040248764158,3.55920738118408,3.07214134448275,2.96561512402991,2.40211839751011,2.35924507957822,3.3191574703935,3.81926719395919,3.79046402965234
"18",3.38250478021277,3.24983538993021,3.23087973731889,3.35687608197378,3.25544864003703,3.2089851942536,3.27864217435387,3.22235738748308,3.03641930434083,3.28520159624468,3.32604024122377,3.3714314399793,3.07520762623826,3.34558127850575
"19",3.24973157512805,3.29141367082175,3.29769206046371,3.30806830441712,3.28464289041992,3.2951881973114,3.2217213000734,3.28283008281042,3.35181847986698,3.30653797457021,3.39809434205173,3.29008994897046,3.2330711171017,3.2549001172254
"20",3.38804341297327,3.66966483777764,3.51214569498566,2.41288244000698,3.21380224933223,2.70924947886678,2.66050803905912,3.77845334201467,3.26823131364898,4.04779366885568,2.62102554073987,3.48089593688777,3.43003413976758,3.75349150455452
"21",3.07637033067052,3.20845219557048,3.10137593683609,3.34344423863251,3.43750945041299,3.1455467197279,3.40586837404139,3.39655985410244,2.91443884105664,3.51235994664005,3.04940704932907,3.33363277960722,3.27906976405826,3.4014639683103
"22",3.61572052500522,2.69553090168555,4.02792582903807,3.34660359651537,2.93644015788993,2.81970942254712,3.47424126265702,2.1251367623927,3.64662068085589,3.12572183897615,3.23928034017553,3.3892071369718,2.92990834101308,4.02319128354561
"23",3.34936069064607,3.23034504776159,3.20835115660057,3.32746141797159,3.22973642759864,3.33290726655718,3.30611471530642,3.04788560621059,3.23924839557032,3.32806386448037,3.37849570930946,3.44330699876186,3.38345984859354,3.28696496326966
"24",3.22270787228677,3.27361884465131,3.44563692886433,3.40586431381241,3.26973135429379,3.18014197885109,3.12514753339074,3.27180024602826,3.19101199645151,3.20663271732392,3.2536050164665,3.29564428491708,3.33870305785065,3.24896600034843
"25",3.25602913700969,3.84318785339978,2.91243063141997,4.468584482656,3.13359973880965,1.9641101013162,3.74297016796817,2.994890290216,3.45094235246101,4.02951685138364,3.37481432727811,3.68835513576617,3.80967387284958,3.61858178294725
"26",3.30571105801916,2.80059280121784,2.91455313065358,3.033135810929,3.26886203249642,2.56382746034278,3.46746736142193,3.29822161370487,2.89916198962786,3.13317576235344,2.86480052562144,3.28695297838455,3.17267585816685,3.51687762909168
"27",2.27847031096842,3.40285464000466,2.5347686564702,3.60926811328923,2.85566996822772,2.00268988071788,3.2775792301459,3.55908767658929,4.31163716802125,3.78458071014064,2.49073870189153,3.11953855860348,3.32117287247243,4.06852742007888
"28",2.98065155000224,3.1504196261592,3.4103621864797,3.3813790890172,3.54502521967889,3.49207694811955,3.36922873215029,3.16251977464685,3.40418010427328,3.06881603554952,3.15184739314352,3.32774239408488,3.48251598562802,3.53832976915089
"29",2.90666488093924,3.12706742945031,3.34084142292517,3.36841267700408,3.4618895544807,2.30311181047779,2.87799830224052,3.34901406789866,2.27991471696274,3.33439621591969,2.35633363881415,4.03760932206474,3.30466107115518,3.68201955442347
"30",2.48196365770677,3.16517723409568,2.86256151477715,2.96858969238009,3.24428840238476,1.82281272997799,2.65003062584506,2.93468930736392,3.09092391059049,3.84172355851961,3.1295985754729,3.48666349352584,3.38156376772095,3.62509552635522
"31",3.74206387390333,3.49323401608728,3.94098889759672,2.97225965361601,3.84371699021364,2.81443152755767,3.51093337683987,3.4457634996752,3.58835694149017,2.68641250210387,2.2514795349538,3.58174837725174,3.73871889079773,3.46945984455667
"32",2.78540640189975,3.1307159124598,3.09263870918955,3.31342554753528,3.72521211842778,2.16726375608321,3.34805670795413,3.29859880399769,3.26429524778584,3.32683322412504,3.12591684858253,3.27533896544342,3.60509935563366,3.59620899275648
"33",3.03821015469568,3.37799042566156,3.51982966115936,3.51992733248965,3.4999236726849,2.79954367265537,3.38018238409974,3.1879785699644,3.07599713032367,3.54947341112948,3.40852192944011,3.34355528330149,3.59057201345428,3.40500481452002
"34",3.00174226528546,2.67977964051793,3.52072553387247,3.122974269492,3.91572677022639,1.79367971628809,2.9269557590471,2.49449696101326,2.55393245991125,3.29220122836144,3.03357079544791,3.78446959552643,3.70079335568222,3.54503826535048
"35",3.27756903982801,3.22561923334041,3.40218608543685,3.33619938712396,4.37436020258231,2.63305801405909,3.16997889650793,3.17855617555086,3.0538261632903,3.46060975617781,3.59945202973293,3.66799209693024,3.31087981259323,2.74186474247051
"36",2.90748639500074,2.83156018368538,3.36621593133463,3.3293311755111,3.22232070816156,2.69686353634342,3.60440487962235,3.42994944637147,3.37879256935958,3.40514486948946,3.76768902164578,3.56776659456392,3.20878777064747,3.69003270962478
"37",3.05264992296142,3.50208883365907,3.04272206744096,3.50795847837095,4.65802735246931,2.9633691662544,4.31509321288549,3.87738628571444,2.70503044947112,3.15232400804526,3.10439715718823,4.39286825477393,3.09783672422548,3.86090433028165
"38",2.83350583644548,3.80039113044167,2.88743453252136,2.90596721933108,3.55154396657997,3.05986880471646,3.33332222383962,3.07962933036135,3.13845523863587,3.22968440761773,3.04880182367012,4.02423440762439,3.33729875039275,3.61002999105479
"39",2.99395268906563,2.80982070298951,2.52868770142139,3.04832884445789,4.00297464533722,2.30575596580263,4.5150031128944,3.63098259745804,3.34074720562508,3.85759768054113,3.31503760952852,3.44687347349523,4.05324350164902,3.21116863166171
"40",3.4529126741442,3.01918070010211,3.36100550785368,2.72942999218801,3.64208908577782,2.41168838811692,3.43344564349764,2.73032667985535,3.3681967742101,3.80493468388178,3.01406895551783,4.20558342530412,3.37698312662013,4.2322188489163
"41",3.65887711475526,3.3998928565187,3.75484718272508,3.1060764570957,3.61656436483329,2.45671392163756,3.30340354800278,3.21639986909597,3.16819865856159,3.35541603771063,2.90618350353296,3.32868451975508,3.85498438524415,3.3766330031662
"42",3.09426573538899,3.28569083157279,3.26798012148312,3.20711797647111,3.37675856560734,3.11655258767862,3.25517050243378,3.24045628563187,3.28946362485528,3.31548456751524,3.15851614965571,3.27635398387304,3.27233718443574,3.37417082308549
"43",2.99233805511207,2.93134033280606,3.68279596249193,3.68049247120537,3.31659277428942,2.17418151505508,3.63215589070874,3.03327703217624,2.9171616141036,3.19737634455783,3.07906856859715,3.59346598021742,3.56057471661817,3.39391203143918
