"","Auvergne-Rhône-Alpes","Bourgogne-Franche-Comté","Bretagne","Corse","Grand Est","Hauts-de-France","Normandie","Nouvelle-Aquitaine","Occitanie","Pays de la Loire","Provence-Alpes-Côte d'Azur","Île-de-France","France-hopitaux","France-OC19"
"1",3.67188860956148,4.19123724411508,4.81863080718657,4.55426160180615,3.06529181618777,3.41086322384927,4.86183009955877,3.79536745172103,4.26761778463348,3.88004648680508,4.19769821756135,4.45664572536788,4.71047119349185,4.60550702910939
"2",3.37991159334919,3.32822887365339,3.40035189252267,3.07091245270302,3.0590360787428,3.13869599213825,3.42077278559818,3.23939690010181,3.15799377867509,3.39536930177614,3.55670652218536,3.3363306621593,3.47288627776964,3.35587198488884
"3",3.1625159340268,4.16279459908174,4.55702844021662,3.6867012700911,3.07274403906883,3.17700695920136,3.6729558941284,3.15743607773584,3.35988904139282,3.83710719146642,4.50809468418044,4.5845623723868,3.72157166520159,3.3248297334742
"4",4.81451014007263,4.2878846699203,5.33132534917132,4.47988473540005,3.03478568278147,3.02085308374014,5.50164827232704,6.7034438974467,4.55403251755828,4.38375376182563,4.84232491193561,4.45265078518913,4.25054202572383,4.40366258714988
"5",1.80534185345911,1.07868117894405,1.18988947058523,1.1414238668996,1.68181076125955,1.71520732802881,1.15658121437439,1.54174486858463,1.3517863990618,1.13552043001641,1.06322890866774,1.16825259293971,1.78333568455079,1.88030122127621
"6",3.49876287289335,4.4888247719891,3.19253735054235,2.93187369011265,3.41172454949207,3.03339695878008,4.66844339956232,5.09836300717589,4.04359981935529,5.33357908767279,4.77250459673534,4.84773896501298,4.24679044065999,4.12837903962368
"7",1.0092503304499,0.255068447553876,0.261430339298968,0.297303734518397,1.11843344388155,1.02645423764692,0.338547853083464,0.301346446339096,0.479952420613678,0.344274645808497,0.282340515923143,0.307807783753493,1.48557128253574,1.39557818341764
"8",2.08435251468776,2.29315780976482,2.13060594658368,2.0955389703161,1.74941825833213,2.0340042011699,2.36277355020928,2.5517870874111,2.51698051176523,2.28123865679082,2.54227804613472,2.22937823842549,2.26444572318107,2.33574619831494
"9",3.19159896904046,3.86310473320586,3.71556302400779,2.51589283513161,2.89900158909228,2.33154185120638,4.27680657379216,4.4165031094519,4.12699073888357,3.933250295914,3.79156098509373,3.54754860812852,3.59076962397722,3.86982780459081
"10",1.9765984358678,1.83275672420939,1.97595315388672,1.79079073377216,1.7270998028902,1.81317960141598,1.89276313959445,1.99474859726228,1.91787759882448,1.85957531601373,1.95565778819444,1.95345699965089,1.92299570791615,1.97476778883195
"11",3.45127317828856,3.29091802432916,3.67385669539429,3.03207089284125,3.0169801423022,3.23519030783932,3.77279749823797,3.61732983882449,3.36764797999849,3.60106396445812,3.48956347671258,3.39128767560966,3.33913527206992,3.466498162168
"12",3.21170645008544,3.83674515371815,3.40806765826401,3.34094651128618,2.82516847437373,3.21241673617187,3.32179588926399,3.40483610747853,3.17162022527381,3.90703526559467,4.65812231980259,4.43951398992777,3.6602088809353,4.10758712237543
