"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.016395644730759,-0.0163907120822876,0.00792407572988319,0.0916047471915746,0.122217593200189,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163956327495548,-0.0163812592533092,0.0324886412436408,0.207402897032727,0.26998347580748,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163950686133325,-0.0163864649839485,0.0043557305337193,0.0763948765523577,0.104421810763703,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",0.685564575834039,0.708412507033148,0.787361930876671,0.829411530001264,0.83534900643474,"First Intervention"
"5","Social distancing",0.95,0.9,"mean",-0.0163950387559309,-0.0163879127301285,0.030816746707699,0.203265521149216,0.279194166879032,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484604543993,-0.00816484504386908,0.00585517242281608,0.0680063655906976,0.105708929111933,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484599281467,-0.0081648441971533,0.0304934174825338,0.205050926891433,0.272817714774329,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484601063445,-0.00816484446940624,0.0022820896922853,0.0516753235874577,0.0819698244343373,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",0.6844248318657,0.708540637827882,0.786815845117983,0.829805485660194,0.835495192868687,"Later Intervention"
"10","Social distancing",0.95,0.9,"mean",-0.00816484603159833,-0.00816484472535507,0.028738608588249,0.19608358270473,0.273232287724689,"Later Intervention"
