"","key","value","x","country","region"
"1","schools_universities",2020-03-14,4.3,"France","Bretagne"
"2","self_isolating_if_ill",2020-03-16,4.3,"France","Bretagne"
"3","public_events",2020-03-13,4.3,"France","Bretagne"
"4","lockdown",2020-03-17,4.3,"France","Bretagne"
"5","social_distancing_encouraged",2020-03-16,4,"France","Bretagne"
"6","schools_universities",2020-03-14,5.3,"France","Centre-Val de Loire"
"7","self_isolating_if_ill",2020-03-16,5.3,"France","Centre-Val de Loire"
"8","public_events",2020-03-13,5.3,"France","Centre-Val de Loire"
"9","lockdown",2020-03-17,5.3,"France","Centre-Val de Loire"
"10","social_distancing_encouraged",2020-03-16,5,"France","Centre-Val de Loire"
"11","schools_universities",2020-03-14,3.3,"France","Corse"
"12","self_isolating_if_ill",2020-03-16,3.3,"France","Corse"
"13","public_events",2020-03-13,3.3,"France","Corse"
"14","lockdown",2020-03-17,3.3,"France","Corse"
"15","social_distancing_encouraged",2020-03-16,3,"France","Corse"
"16","schools_universities",2020-03-14,3.3,"France","Grand Est"
"17","self_isolating_if_ill",2020-03-16,3.3,"France","Grand Est"
"18","public_events",2020-03-13,3.3,"France","Grand Est"
"19","lockdown",2020-03-17,3.3,"France","Grand Est"
"20","social_distancing_encouraged",2020-03-16,3,"France","Grand Est"
"21","schools_universities",2020-03-14,3.3,"France","Hauts-de-France"
"22","self_isolating_if_ill",2020-03-16,3.3,"France","Hauts-de-France"
"23","public_events",2020-03-13,3.3,"France","Hauts-de-France"
"24","lockdown",2020-03-17,3.3,"France","Hauts-de-France"
"25","social_distancing_encouraged",2020-03-16,3,"France","Hauts-de-France"
"26","schools_universities",2020-03-14,5.3,"France","Normandie"
"27","self_isolating_if_ill",2020-03-16,5.3,"France","Normandie"
"28","public_events",2020-03-13,5.3,"France","Normandie"
"29","lockdown",2020-03-17,5.3,"France","Normandie"
"30","social_distancing_encouraged",2020-03-16,5,"France","Normandie"
"31","schools_universities",2020-03-14,4.3,"France","Nouvelle-Aquitaine"
"32","self_isolating_if_ill",2020-03-16,4.3,"France","Nouvelle-Aquitaine"
"33","public_events",2020-03-13,4.3,"France","Nouvelle-Aquitaine"
"34","lockdown",2020-03-17,4.3,"France","Nouvelle-Aquitaine"
"35","social_distancing_encouraged",2020-03-16,4,"France","Nouvelle-Aquitaine"
"36","schools_universities",2020-03-14,3.3,"France","Occitanie"
"37","self_isolating_if_ill",2020-03-16,3.3,"France","Occitanie"
"38","public_events",2020-03-13,3.3,"France","Occitanie"
"39","lockdown",2020-03-17,3.3,"France","Occitanie"
"40","social_distancing_encouraged",2020-03-16,3,"France","Occitanie"
"41","schools_universities",2020-03-14,4.3,"France","Pays de la Loire"
"42","self_isolating_if_ill",2020-03-16,4.3,"France","Pays de la Loire"
"43","public_events",2020-03-13,4.3,"France","Pays de la Loire"
"44","lockdown",2020-03-17,4.3,"France","Pays de la Loire"
"45","social_distancing_encouraged",2020-03-16,4,"France","Pays de la Loire"
"46","schools_universities",2020-03-14,4.3,"France","France-hopitaux"
"47","self_isolating_if_ill",2020-03-16,4.3,"France","France-hopitaux"
"48","public_events",2020-03-13,4.3,"France","France-hopitaux"
"49","lockdown",2020-03-17,4.3,"France","France-hopitaux"
"50","social_distancing_encouraged",2020-03-16,4,"France","France-hopitaux"
"51","schools_universities",2020-03-14,5.3,"France","France-OC19"
"52","self_isolating_if_ill",2020-03-16,5.3,"France","France-OC19"
"53","public_events",2020-03-13,5.3,"France","France-OC19"
"54","lockdown",2020-03-17,5.3,"France","France-OC19"
"55","social_distancing_encouraged",2020-03-16,5,"France","France-OC19"
"56","schools_universities",2020-03-14,8.3,"France","France-EHPAD"
"57","self_isolating_if_ill",2020-03-16,8.3,"France","France-EHPAD"
"58","public_events",2020-03-13,8.3,"France","France-EHPAD"
"59","lockdown",2020-03-17,8.3,"France","France-EHPAD"
"60","social_distancing_encouraged",2020-03-16,8,"France","France-EHPAD"
"61","schools_universities",2020-03-14,5.3,"France","France"
"62","self_isolating_if_ill",2020-03-16,5.3,"France","France"
"63","public_events",2020-03-13,5.3,"France","France"
"64","lockdown",2020-03-17,5.3,"France","France"
"65","social_distancing_encouraged",2020-03-16,5,"France","France"
