"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","global: residential",0.95,0.9,"mean",-1.17233146554465,-0.874602273849528,-0.0218147777251205,0.543955864179057,0.601127618371801,"pooled"
"2","global: transit",0.95,0.9,"mean",0.232373900294068,0.331235277113985,0.622733644909085,0.814055137052022,0.837005866264452,"pooled"
"3","global: grocery",0.95,0.9,"mean",-0.225240661187956,-0.0802906264364821,0.374815697014529,0.683768825384768,0.721494700778195,"pooled"
"4","global: parks",0.95,0.9,"mean",-4.23481135908175,-3.81038804231105,-2.2954261891706,-1.05668177297854,-0.904491118461423,"pooled"
"5","global: retail",0.95,0.9,"mean",-0.0122488474608107,0.0959145552978326,0.49815552135874,0.758022124389273,0.7907752421668,"pooled"
"6","global: workplace",0.95,0.9,"mean",-0.573364265492658,-0.374609393227212,0.272969057702877,0.672822422457471,0.720497178348757,"pooled"
"7","Denmark: residential",0.95,0.9,"mean",-7.30292098852257,-4.35836275823583,-0.798278954107925,0.767103785179067,0.842161894839401,"partial"
"8","Denmark: transit",0.95,0.9,"mean",-6.01017881852433,-4.6187393418624,-1.00595681384175,0.620520774515624,0.706623756940241,"partial"
"9","Denmark: grocery",0.95,0.9,"mean",-4.59808324179025,-3.22688953507174,-0.734218114003317,0.582145064880665,0.671677854718722,"partial"
"10","Denmark: parks",0.95,0.9,"mean",-1.93018232069342,-1.4963844452505,-0.224297588246345,0.508348048181704,0.570975305595246,"partial"
"11","Denmark: retail",0.95,0.9,"mean",-4.84286874714358,-3.62061465800561,-0.765708683695606,0.650577847912681,0.716577539712863,"partial"
"12","Denmark: workplace",0.95,0.9,"mean",-6.29856711471479,-4.7576903150498,-1.17643596670864,0.618980567178189,0.708971284289276,"partial"
"13","Italy: residential",0.95,0.9,"mean",-7.24276729973866,-4.39351960686615,-0.698929290545297,0.78716092640483,0.86063696531579,"partial"
"14","Italy: transit",0.95,0.9,"mean",-0.183693868010988,0.0288265856172741,0.612756796422127,0.928976080364061,0.948310940606128,"partial"
