"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","global: residential",0.95,0.9,"mean",-1.43764551327628,-1.27694449324647,-0.62120158047242,-0.11436227563039,-0.0498589525385031,"pooled"
"2","global: transit",0.95,0.9,"mean",0.653998334680096,0.687637929234255,0.804263018815704,0.88896795250883,0.899103092833831,"pooled"
"3","global: grocery",0.95,0.9,"mean",-1.44869470249166,-1.25048028954225,-0.62625497773919,-0.086449429194189,-0.00465588777306101,"pooled"
"4","global: parks",0.95,0.9,"mean",-0.913070090811648,-0.864144760235728,-0.638230183847019,-0.435780733188323,-0.389969477404488,"pooled"
"5","global: retail",0.95,0.9,"mean",0.449761729150694,0.490294013547786,0.659457415259485,0.787935626063671,0.807580198032337,"pooled"
"6","global: workplace",0.95,0.9,"mean",0.389734942909364,0.450229741867464,0.649837239162119,0.791680798861443,0.809244314063448,"pooled"
"7","Denmark: ",0.95,0.9,"mean",-2.44958182837991,-1.38870479837119,-0.257539372257977,0.566836416818137,0.674013607926643,"partial"
"8","Italy: ",0.95,0.9,"mean",-2.85206968548207,-1.54951361520635,-0.254290859636699,0.594573887238273,0.709458748277193,"partial"
"9","Germany: ",0.95,0.9,"mean",-2.37106897059864,-1.34944125399177,-0.192290237025019,0.60182185319371,0.736869610928714,"partial"
"10","Spain: ",0.95,0.9,"mean",-2.3043366424653,-1.56005457338989,-0.244194804678049,0.557395095789632,0.673632126470325,"partial"
"11","United_Kingdom: ",0.95,0.9,"mean",-2.02186343271778,-1.28033803490919,-0.171560123785665,0.614417588236955,0.709676689028975,"partial"
"12","France: ",0.95,0.9,"mean",-2.53982647000414,-1.31703352457674,-0.234090393576896,0.580670406409041,0.715989565458622,"partial"
"13","Norway: ",0.95,0.9,"mean",-2.05681446781485,-1.40124499003659,-0.213332149899485,0.596128917595656,0.687428297766193,"partial"
"14","Belgium: ",0.95,0.9,"mean",-2.13253242449019,-1.28019642422247,-0.148100281567726,0.590812206969318,0.709428878542762,"partial"
"15","Austria: ",0.95,0.9,"mean",-2.41087045315834,-1.33905690717832,-0.195425471037826,0.573522156690072,0.687434463495887,"partial"
"16","Sweden: ",0.95,0.9,"mean",-2.04044709702448,-1.19943564365094,-0.160047423157873,0.585276906972337,0.689375576655391,"partial"
"17","Switzerland: ",0.95,0.9,"mean",-2.24075768763628,-1.39398999863664,-0.165256510733519,0.585114423239214,0.695978128108562,"partial"
"18","Greece: ",0.95,0.9,"mean",-1.83200029405454,-1.24826336704326,-0.141741780061981,0.567655938488541,0.700534319265006,"partial"
"19","Portugal: ",0.95,0.9,"mean",-2.24268111592436,-1.43037453860685,-0.165629787552904,0.585175603545945,0.690348218155456,"partial"
"20","Netherlands: ",0.95,0.9,"mean",-2.27575062397945,-1.27170606789668,-0.177114428697197,0.601965236517845,0.72976371318039,"partial"
