"","time","country","reported_cases","reported_cases_c","predicted_cases_c","predicted_min_c","predicted_max_c","predicted_cases","predicted_min","predicted_max","deaths","deaths_c","estimated_deaths_c","death_min_c","death_max_c","estimated_deaths","death_min","death_max","rt","rt_min","rt_max"
"168",2020-03-19,"Bretagne",16,268,12904.6502585212,8508.0147652438,18813.3501910326,534.654134526478,364.166137290958,740.109261852512,3,10,9.23515966694229,4.48612662881893,17.7692450989853,1.56090035057541,0.91599348151865,2.52752320035153,0.562847513928564,0.427440091198063,0.714742069388423
"169",2020-03-20,"Bretagne",38,306,13439.9039399908,8864.71117867772,19562.3917387604,535.253681469648,356.696413433926,749.04154772778,2,12,11.0903645768436,5.63124172021174,20.6638678058676,1.85520490990134,1.1451150913928,2.89462270688229,0.562842844228888,0.427437069212594,0.714736640642095
"170",2020-03-21,"Bretagne",53,359,13957.681055274,9204.68863167336,20293.7063625379,517.777115283154,339.977452995642,731.314623777567,3,15,13.2858205714917,7.05039647063958,23.9444194294403,2.1954559946481,1.41915475042784,3.28055162357264,0.562838162521563,0.427434099969625,0.714731097733638
"171",2020-03-22,"Bretagne",87,446,14448.8047316802,9521.17963755567,20994.0868460573,491.123676406207,316.491005882308,700.380483519383,2,17,15.8660458417003,8.78085959433277,27.6646978625732,2.58022527020862,1.73046312369319,3.72027843313289,0.562833626921503,0.427431288156301,0.714725621831737
"172",2020-03-23,"Bretagne",44,490,14909.69487056,9811.76981528314,21660.6378340587,460.890138879832,290.590177727468,666.550988001383,5,22,18.869497368321,10.8672867974842,31.873636872065,3.00345152662065,2.08642720315138,4.20893900949187,0.562829317908407,0.427428684901081,0.714720307783982
"173",2020-03-24,"Bretagne",36,526,15339.8687926808,10077.3190895944,22296.656268879,430.173922120768,265.549274311289,636.018434820285,3,25,22.3256837033079,13.3116448790161,36.5905519512999,3.45618633498691,2.44435808153193,4.71691507923482,0.562825267207584,0.427426306833012,0.714715197275174
"174",2020-03-25,"Bretagne",77,603,15740.372546123,10319.3098471703,22901.2501081119,400.503753442251,241.990757575826,604.593839232953,3,28,26.2538362896305,16.1535906840652,41.8950730604303,3.92815258632258,2.8419458050491,5.30452110913043,0.56282147960178,0.427424151064117,0.714710303282206
"175",2020-03-26,"Bretagne",104,707,16112.9000290124,10539.1139540239,23475.6707082041,372.527482889407,219.804106853656,574.42060009222,1,29,30.6607031381288,19.4078700339139,47.752271190599,4.4068668484983,3.25427934984874,5.85719813016875,0.562817946587977,0.427422204968233,0.714705624898146
"176",2020-03-27,"Bretagne",90,797,16459.3411758919,10739.510361443,24019.7607986272,346.441146879449,200.396407419089,544.090090423008,3,32,35.5367651008974,23.0738295782782,54.1542758031918,4.87606196276859,3.66595954436426,6.40200461259277,0.56281465402472,0.427420451911016,0.714701155305126
"177",2020-03-28,"Bretagne",92,889,16781.5713065654,10920.8223158886,24536.0691355855,322.230130673492,181.311954445627,516.308336958374,5,37,40.8619439999218,27.1291007094688,61.0354532838625,5.32517889902445,4.0552711311906,6.88117748067073,0.562811586042018,0.427418874327011,0.714696885654509
"178",2020-03-29,"Bretagne",73,962,17081.3651438727,11084.8417883601,25028.2444803167,299.793837307327,164.019472471461,492.175344731151,2,39,46.6078277200464,31.5616045447134,68.3600844821519,5.74588372012454,4.43250383524461,7.32463119828938,0.562808726857814,0.427417455223933,0.714692806763562
"179",2020-03-30,"Bretagne",0,962,17360.3701562035,11233.2241499581,25498.2689889381,279.005012330828,148.382361598021,470.024508621431,6,45,52.7330831398134,36.341528626949,76.0819525509299,6.12525541976703,4.77992408223555,7.721868068778,0.562806061516745,0.427416178823178,0.714688909754696
"180",2020-03-31,"Bretagne",0,962,17620.1054186826,11367.3872332252,25948.1432167422,259.735262479107,134.163083267099,449.874227804045,5,50,59.1901213735354,41.4451817091446,84.1641450730211,6.45703823372199,5.10365308219569,8.0821925220912,0.562803576118627,0.427415030759029,0.714685186233226
"181",2020-04-01,"Bretagne",0,962,17861.969832512,11488.6130475433,26377.9848317196,241.864413829353,121.225814318114,429.841614977465,5,55,65.9284807541063,46.8374296733046,92.5293573668157,6.7383593805709,5.39224796415996,8.36521229379461,0.56280125782898,0.427413998070634,0.714681628290407
"182",2020-04-02,"Bretagne",0,962,18087.2526622406,11597.8622584498,26787.2217816526,225.282829728598,109.249210906469,409.236949933028,8,63,72.8968418062413,52.4352711387061,101.136609644453,6.96836105213505,5.59784146540148,8.60725227763702,0.562799094810433,0.427413069108241,0.714678228456131
"183",2020-04-03,"Bretagne",0,962,18297.1437129483,11696.4728467916,27177.0035253894,209.891050707665,98.6105883417714,389.781743736727,6,69,80.0361391976051,58.18131576964,109.971126003484,7.13929739136377,5.74604463093396,8.83451635903126,0.562797076135071,0.427412233412475,0.714674979648021
"184",2020-04-04,"Bretagne",0,962,18492.7423755947,11786.0985063117,27549.1066072998,195.598662646484,89.6256595201721,372.103081910399,6,75,87.2926931876466,64.0643345782166,118.929678981558,7.25655399004154,5.88301880857653,8.95855297807386,0.562795191700229,0.42741148159267,0.714671875130219
"185",2020-04-05,"Bretagne",0,962,18675.0655009921,11866.9943293568,27902.5299220309,182.323125397392,80.8958230450682,353.423314731086,6,81,94.6136476291699,70.0044417751102,127.940047136517,7.32095444152328,5.94010719689364,9.01036815495936,0.562793432154044,0.427410805214237,0.714668908482732
"186",2020-04-06,"Bretagne",0,962,18845.0542817536,11939.7919392201,28239.8819942528,169.988780761415,72.7976098632972,337.352072221925,7,88,101.951367097653,75.9633417466824,136.968408117074,7.33771946848265,5.95889997157219,9.02836098055675,0.562791788830928,0.427410196697764,0.714666073578708
"187",2020-04-07,"Bretagne",0,962,19003.5803427634,12005.1732884109,28561.7532751078,158.526061009878,65.3813491908072,321.871280855007,9,97,109.261327123272,81.8755697814783,145.96394497138,7.30996002561954,5.91222803479596,8.99553685430637,0.562790253695274,0.427409649229578,0.714663364566885
"188",2020-04-08,"Bretagne",0,962,19151.451202155,12063.8797739077,28868.0059778866,147.870859391546,58.7064854967725,306.252702778786,10,107,116.500401124794,87.733103307148,154.863628562561,7.23907400152207,5.85753352566962,8.89968359118032,0.562788819291731,0.427409156682566,0.714660775857166
"189",2020-04-09,"Bretagne",0,962,19289.4152196357,12116.8754109222,29160.2412331032,137.964017480697,52.9956370145593,292.235255216604,2,109,123.631229840067,93.4826291554483,163.662352121139,7.13082871527244,5.74952584830034,8.79872355857862,0.56278747870057,0.42740871354588,0.71465830210807
"190",2020-04-10,"Bretagne",0,962,19418.1661134016,12164.3433619346,29439.0191553594,128.750893765911,47.4679510123794,278.777922256239,12,121,130.621251746762,99.0646431389337,172.340974716223,6.9900219066956,5.58201398348536,8.67862259508399,0.562786225497236,0.427408314862317,0.714655938215312
"191",2020-04-11,"Bretagne",0,962,19538.3471026798,12206.8602111163,29704.6315793604,120.180989278183,42.5168491817206,265.612424000981,8,129,137.439408984227,104.472661284669,180.870067427085,6.81815723746466,5.40801814573513,8.52909271086188,0.562785053715349,0.427407956172343,0.714653679301162
"192",2020-04-12,"Bretagne",0,962,19650.5547176537,12245.0196608819,29957.0930719398,112.207614973957,38.1594497655836,252.461492579356,3,132,144.066089226852,109.676927374535,189.228097906299,6.62668024262472,5.20426608986662,8.35803047921431,0.562783957812736,0.42740763346396,0.714651520704362
"193",2020-04-13,"Bretagne",0,962,19755.3423091699,12279.3989109035,30199.1447281706,104.78759151614,34.3792500216133,242.051656230853,4,136,150.482481837692,114.669099102233,197.365742587253,6.4163926108406,4.99217172769731,8.13764468095345,0.562782932640118,0.427407343127695,0.714649457970533
"194",2020-04-14,"Bretagne",0,962,19853.2232848601,12310.2016218494,30432.3074873673,97.880975690266,30.8027109458958,233.162759196707,13,149,156.672024373856,119.418967361891,205.259655462848,6.18954253616379,4.74986825965783,7.89391287559475,0.562781973412235,0.427407081916185,0.714647486843008
"195",2020-04-15,"Bretagne",0,962,19944.6740946072,12337.9535509676,30654.9559264722,91.4508097471082,27.751929118129,222.648439104898,10,159,162.624022747164,123.93589151778,212.906468729014,5.95199837330808,4.51692415588904,7.64681326616643,0.562781075681152,0.427406846907823,0.714645603254072
