"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","global: residential",0.95,0.9,"mean",-1.52292638998159,-1.15761649558681,-0.058559858061176,0.596229865499544,0.654566355388371,"pooled"
"2","global: transit",0.95,0.9,"mean",-1.01668824906121,-0.78408177243395,0.0574314857838937,0.575264552114441,0.6198453490341,"pooled"
"3","global: averageMobility",0.95,0.9,"mean",-0.87420933768199,-0.59332510889015,0.171306743692959,0.669229261234608,0.70842610995147,"pooled"
"4","Denmark: residential",0.95,0.9,"mean",-2.2096733059719,-1.30639437893163,-0.193167930684747,0.574669263279949,0.6778735622055,"partial"
"5","Denmark: transit",0.95,0.9,"mean",-2.01173333111674,-1.39383649859247,-0.17284315911974,0.555199661248729,0.655497473894401,"partial"
"6","Denmark: averageMobility",0.95,0.9,"mean",-2.19962103754603,-1.35847351010608,-0.166242566567794,0.564096781479628,0.674892980335897,"partial"
"7","Italy: residential",0.95,0.9,"mean",-1.70259959721219,-0.995124479476503,-0.103222159484239,0.610850451531402,0.707927360362468,"partial"
"8","Italy: transit",0.95,0.9,"mean",-0.730755952571578,-0.46457906562179,0.0972076778873231,0.634003790261625,0.715225482030065,"partial"
"9","Italy: averageMobility",0.95,0.9,"mean",-0.759929583072631,-0.48101038247068,0.110421133724241,0.713718787452242,0.790210221712723,"partial"
"10","Germany: residential",0.95,0.9,"mean",-1.9931395865483,-1.32253420706484,-0.134970384355039,0.57148419160311,0.693209359782853,"partial"
"11","Germany: transit",0.95,0.9,"mean",-3.13890295628924,-1.9432721563432,-0.319174860083028,0.481280423686443,0.602127102391729,"partial"
"12","Germany: averageMobility",0.95,0.9,"mean",-2.10530562696506,-1.34764034739869,-0.143209440607363,0.586361725590895,0.708307891378146,"partial"
"13","Spain: residential",0.95,0.9,"mean",-1.98400497099555,-1.30268757636636,-0.183395799744316,0.561091394741185,0.649073377062708,"partial"
"14","Spain: transit",0.95,0.9,"mean",-2.23617560696169,-1.4177929200585,-0.194904409700425,0.500619460661647,0.601894095256901,"partial"
"15","Spain: averageMobility",0.95,0.9,"mean",-1.90578593053296,-1.20999393553734,-0.123863254517712,0.570174136128474,0.694597348714193,"partial"
"16","United_Kingdom: residential",0.95,0.9,"mean",-1.85915241132094,-1.2062131380323,-0.134654659839526,0.547225762261452,0.678449244485749,"partial"
"17","United_Kingdom: transit",0.95,0.9,"mean",-2.04119744046173,-1.40374061267068,-0.148209965569992,0.561148529212924,0.691614720284654,"partial"
"18","United_Kingdom: averageMobility",0.95,0.9,"mean",-1.8574704399886,-1.30368410338591,-0.169300902483416,0.524516110570324,0.625409357812966,"partial"
"19","France: residential",0.95,0.9,"mean",-2.2349494302763,-1.3038249168804,-0.183511795796704,0.521026479161139,0.615198061695166,"partial"
"20","France: transit",0.95,0.9,"mean",-2.21945451727296,-1.38557233998256,-0.202619767327451,0.523403016581641,0.624648591675912,"partial"
"21","France: averageMobility",0.95,0.9,"mean",-1.87652962966075,-1.21569418706547,-0.251282300628291,0.555605022580206,0.633043400328352,"partial"
"22","Belgium: residential",0.95,0.9,"mean",-2.16059086405653,-1.41263510073266,-0.170419210355773,0.580762583302711,0.694531473324998,"partial"
"23","Belgium: transit",0.95,0.9,"mean",-1.91190434656486,-1.04365027915853,-0.13348492322264,0.588159254303138,0.67556172486598,"partial"
"24","Belgium: averageMobility",0.95,0.9,"mean",-1.53897066838127,-1.08805796227791,-0.106823120135852,0.586271353374867,0.720421035603389,"partial"
"25","Austria: residential",0.95,0.9,"mean",-2.37068133721049,-1.51141128395617,-0.214451911182128,0.566409247642036,0.68395378283241,"partial"
"26","Austria: transit",0.95,0.9,"mean",-1.9100244764345,-1.31527966569176,-0.164814069726181,0.513841941761043,0.618049572710886,"partial"
"27","Austria: averageMobility",0.95,0.9,"mean",-1.79773152733099,-1.13481205371543,-0.134907026290928,0.582187022939801,0.687402063895014,"partial"
"28","Sweden: residential",0.95,0.9,"mean",-2.29381505787611,-1.29869721692398,-0.168133253202146,0.56841580665447,0.717594564825356,"partial"
"29","Sweden: transit",0.95,0.9,"mean",-2.22675095967593,-1.24656235239512,-0.140769884679901,0.561197398282321,0.676107954628882,"partial"
"30","Sweden: averageMobility",0.95,0.9,"mean",-2.03493690546592,-1.30803637178016,-0.160456980570595,0.556548291357417,0.699120444595033,"partial"
"31","Switzerland: residential",0.95,0.9,"mean",-1.83367952431613,-1.24575105920238,-0.108041981042696,0.618508296228634,0.720743727527718,"partial"
"32","Switzerland: transit",0.95,0.9,"mean",-1.6786043812348,-1.08943978513677,-0.111613947939666,0.633365471890419,0.720363366995034,"partial"
"33","Switzerland: averageMobility",0.95,0.9,"mean",-2.4342567542272,-1.59969015612526,-0.197539842217689,0.557537471947503,0.678502263747365,"partial"
