"","Auvergne-Rhône-Alpes","Bourgogne-Franche-Comté","Bretagne","Centre-Val de Loire","Corse","Grand Est","Hauts-de-France","Normandie","Nouvelle-Aquitaine","Occitanie","Pays de la Loire","Provence-Alpes-Côte d'Azur","Île-de-France","France-hopitaux","France-OC19","France-EHPAD","Denmark","Italy","Germany","Spain","United_Kingdom","France","Norway","Belgium","Austria","Sweden","Switzerland","Greece","Portugal","Netherlands"
"1520",0.702459521937693,0.629026863925585,0.706352255640085,0.772007084704218,0.52287268019778,0.613839316971178,0.683582199475847,0.636364449485824,0.818776808750873,0.659068091706844,0.709804556167079,0.781486893733619,0.639309711180045,0.727293105519108,0.784700855239489,0.610359592584508,0.824388493313464,1.01668850066078,1.31513769860835,0.763579910941074,0.788390277449587,0.814314349553028,1.24790109753457,1.17877946907391,1.09453764210619,1.46271599704053,0.986060044678359,0.830920874034936,0.947576977930877,1.01432428903354
"1521",0.686972806349012,0.706623069464985,0.633302529075661,0.792354422420508,0.378130649940336,0.584924224387286,0.628090180664407,0.672661850507601,0.630020681863485,0.663675111634604,0.627415278889063,0.916853573762097,0.62030557249611,0.725283341651906,0.812129142739103,0.582144155223164,1.02024722176965,1.02273144126022,1.49756273649663,0.724922944146003,0.76056776148742,0.82310142813322,1.47924447197863,1.08843882618256,1.06732951304256,1.53401420203577,0.907979460507431,0.99490679481657,0.965566214834229,0.946674987008257
"1522",0.731959668473414,0.651941528622913,0.615510361988179,0.828116239054821,0.471849045292454,0.600192997694465,0.683737352704763,0.486800869907733,0.588253269251732,0.672023860793241,0.657041699680092,0.797088862699112,0.597606650319078,0.718042527789035,0.800799635342306,0.617889673645965,0.844833934455801,1.03366723687999,1.40677921826393,0.727390920083591,0.799354570783059,0.807012346640166,1.69801552166161,1.15647457358444,1.04799440652901,1.46136940599062,0.976168483075899,0.965041675028272,0.959648000146225,1.09718038932569
"1523",0.738021915618015,0.623535107292511,0.642267558343925,0.884812607190595,0.394391750588465,0.559097783086757,0.739290449683596,0.613503878852564,0.8267520723849,0.744059814556941,0.758108672216458,0.780874504195368,0.61661830907479,0.747074364309009,0.793863413983145,0.585530101001092,0.986312344945725,1.02975718741827,1.40469171040967,0.771231169747244,0.723629429912703,0.841182155509262,1.30622920346729,1.13074265321017,1.27137119323788,1.47810412714739,1.00282240813627,0.840247340919758,0.874139337793246,0.973848079136278
"1524",0.740512790552553,0.65046975547653,0.591067890194281,0.883019310939808,0.507768147952085,0.610821557467216,0.75278108928927,0.657356800359338,0.785109981320379,0.629700137261815,0.704390375899297,0.811685205859161,0.669745793429651,0.788712082484132,0.781564549042154,0.537655275683076,1.01674210838792,1.0618566254963,1.37551766959435,0.764941183488339,0.742541267614687,0.859038844159142,1.45255247419916,1.10416581693173,1.00616193380301,1.47340065547574,0.910710537568385,0.748097908837739,0.969086600824022,0.962271086567593
"1525",0.715554192457528,0.659606792372447,0.6074790076771,0.820000818443926,0.478370145091203,0.587028055385308,0.689447124690477,0.618549822368743,0.661245171109812,0.590107611163214,0.664306404193019,0.789977911519485,0.631247979616849,0.72533696530832,0.748595943992028,0.517219278820468,1.01344516597138,1.02393840091027,1.4129643838439,0.740616706132618,0.780255066113833,0.855737096524009,1.50433391450031,1.15751559081996,1.15442071229598,1.4816105251231,0.999484892932529,0.825515540933099,0.957349791616359,1.0401690730862
"1526",0.665122582427492,0.643272129706221,0.636149918590961,0.89679514160082,0.467863336754535,0.566120362889657,0.669960702296444,0.668882802999744,0.625349013501949,0.677518829584118,0.574312701960404,0.759423954460704,0.669470878946887,0.749366882364018,0.763881067240669,0.561997142257179,0.983654162352462,1.042590021887,1.39572058683052,0.726025961338489,0.709861175682512,0.900081397222548,1.57376031002576,1.16337755668046,1.08824382311655,1.54969139210642,0.869161007880419,0.919273717805386,0.910862344546589,1.05189061260463
"1527",0.67778212320677,0.680715117020396,0.597037694384663,0.759804142190984,0.393427259893072,0.646345833191184,0.644039616850098,0.749340271315251,0.710446537053256,0.789486502733482,0.750489254709142,0.784083556431313,0.640810626044584,0.707087024940033,0.76712079267836,0.621385844712006,1.22973778760553,1.06183417671029,1.50158478880667,0.749502771205421,0.75940350459161,0.876290090204553,1.38065441105462,1.11832519554591,1.37810893150341,1.42051507009132,1.02560408361641,0.800647001135112,0.882229581201675,1.00005990643247
"1528",0.672388706873048,0.602517316116895,0.554618709777617,0.898809760136385,0.386805818076849,0.564473923145991,0.675594534983022,0.600122826710122,0.635778651163544,0.615193093424284,0.648722594499861,0.78906203984456,0.622069179912288,0.73833726262377,0.763555437042085,0.580044077913472,1.21003142062409,1.0585304557382,1.61236315679777,0.777761990059248,0.812558023541329,0.835926418847082,1.51741282424225,1.15523700753199,1.46974204989925,1.53922717181139,0.977433353089682,0.976338664624368,1.00652160012387,0.96536749258083
"1529",0.688207332159883,0.573267963192285,0.629587822706087,0.865630681263068,0.454798070389885,0.655184730426469,0.700685540018546,0.688222734774233,0.699735745567615,0.634012250437694,0.588994965077895,0.851230988321792,0.685579249312732,0.780576351230809,0.780040159350581,0.543630584127187,1.28550608971552,1.00709626884014,1.62204108928969,0.761364255640382,0.802601612222718,0.896504233083429,1.66299529087107,1.14584959421963,1.33995826819578,1.54651449238904,0.951714844031506,1.04748371283719,1.07012520119483,0.99417456236115
"1530",0.702770520008482,0.615223586738046,0.601094253734687,0.715248651322799,0.578757300481371,0.579998831426752,0.657774907577658,0.613206853228441,0.66786352588928,0.624348246457514,0.644514982453787,0.814449400306426,0.679788906618703,0.73529975536422,0.788882284995837,0.575368352399794,1.33837648582547,1.1086017215715,1.52195021367613,0.85691328879345,0.874139005688922,0.822915966169974,1.48415012940396,1.12688120053158,1.32554840335924,1.34454055998717,1.0431076670355,1.19938920493475,0.980718072333225,1.04832173452241
"1531",0.735992824701278,0.617812113947468,0.553704424121175,0.765808075665316,0.754706400299095,0.613701889582045,0.679881862513009,0.61370050257113,0.74449409224417,0.64239305203154,0.666491412208064,0.756270939476521,0.593107682918716,0.73844806905395,0.816286472192045,0.538576181602123,1.1387828577971,1.05092208990308,1.50557512775284,0.708981673686491,0.778029172833752,0.83693978993816,1.52985029895626,1.18431004122901,1.31233670532197,1.56224445147532,1.00832305437893,0.836147050563044,0.881276008591768,1.05896740448394
