"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","global: residential",0.95,0.9,"mean",-1.25038533797443,-1.15491618729177,-0.700328688535208,-0.320438216265048,-0.275203897095532,"pooled"
"2","global: transit",0.95,0.9,"mean",0.468411028064752,0.52410773584256,0.70643480654019,0.835335273824409,0.85468540618149,"pooled"
"3","global: grocery",0.95,0.9,"mean",-1.16805308408263,-1.04456132528738,-0.487114799779284,-0.0147582669745012,0.0378027757488976,"pooled"
"4","global: parks",0.95,0.9,"mean",-0.402497613281846,-0.36363941540573,-0.182403993875156,-0.0164675408257929,0.0145557704193712,"pooled"
"5","global: retail",0.95,0.9,"mean",0.539166149014683,0.586839803556374,0.732993966957773,0.843072774823712,0.861894998717431,"pooled"
"6","global: workplace",0.95,0.9,"mean",0.251273155116758,0.314086180874521,0.554558036321033,0.740456178875091,0.76833480910421,"pooled"
"7","Auvergne-Rhône-Alpes: ",0.95,0.9,"mean",-2.29221231132969,-1.23031022279665,-0.221568588157301,0.566515012985746,0.685087459770423,"partial"
"8","Bourgogne-Franche-Comté: ",0.95,0.9,"mean",-2.26932331869135,-1.29759881612419,-0.218000350145491,0.560897028310724,0.671644206380183,"partial"
"9","Bretagne: ",0.95,0.9,"mean",-1.70359882388222,-1.06889008333643,-0.221532941180147,0.471089957316069,0.598078556145233,"partial"
"10","Centre-Val de Loire: ",0.95,0.9,"mean",-1.75086080317865,-1.15300976449567,-0.131843814560262,0.52919636047585,0.709911411505521,"partial"
"11","Corse: ",0.95,0.9,"mean",-2.00159038294903,-1.14528532277766,-0.141675955653821,0.515496712445222,0.64097712411622,"partial"
"12","Grand Est: ",0.95,0.9,"mean",-2.16607864871735,-1.06975192013086,-0.207567938572513,0.517819026331004,0.675375178933735,"partial"
"13","Hauts-de-France: ",0.95,0.9,"mean",-1.95341303630451,-1.14648615780532,-0.143244390186965,0.520599892443729,0.631340619793343,"partial"
"14","Normandie: ",0.95,0.9,"mean",-1.86242962316436,-1.09268877995095,-0.134046373150239,0.56035187907438,0.696750514925222,"partial"
"15","Nouvelle-Aquitaine: ",0.95,0.9,"mean",-1.87527540802398,-1.13383833325655,-0.140029197053415,0.558622477570509,0.679276021256117,"partial"
"16","Occitanie: ",0.95,0.9,"mean",-1.48294389915581,-1.02331987651543,-0.0915733305756894,0.511043791354846,0.615576597253196,"partial"
"17","Pays de la Loire: ",0.95,0.9,"mean",-1.83141328450841,-1.07985261429592,-0.167890693082997,0.524104631782008,0.660266865097676,"partial"
"18","Provence-Alpes-Côte d'Azur: ",0.95,0.9,"mean",-1.89970684259552,-1.04454065551437,-0.148517911865868,0.496770568896918,0.673163579901389,"partial"
"19","Île-de-France: ",0.95,0.9,"mean",-1.8972738122732,-1.17173454561355,-0.14565358252338,0.537536048227678,0.633518205414657,"partial"
"20","France-hopitaux: ",0.95,0.9,"mean",-1.69027145140797,-1.06683555208114,-0.17489830200967,0.521980960730063,0.643575156721258,"partial"
"21","France-OC19: ",0.95,0.9,"mean",-1.63217225085483,-0.923269972681066,-0.212942428132703,0.482315471002217,0.600729552050475,"partial"
"22","France-EHPAD: ",0.95,0.9,"mean",-1.87634290075758,-1.14206123120263,-0.166357259661934,0.547795560495545,0.656524568970331,"partial"
"23","Denmark: ",0.95,0.9,"mean",-1.94116396321086,-1.25190659926595,-0.207745391785273,0.535139487111677,0.657081870203494,"partial"
"24","Italy: ",0.95,0.9,"mean",-2.0424624351631,-1.12359601109542,-0.145589473890981,0.531549007301921,0.653714110943926,"partial"
"25","Germany: ",0.95,0.9,"mean",-1.70875640207343,-1.00246971368976,-0.125364686281578,0.542423007948873,0.671624249224753,"partial"
"26","Spain: ",0.95,0.9,"mean",-2.16694204231184,-1.48001185342332,-0.197919966039239,0.536351294628353,0.675558647259186,"partial"
"27","United_Kingdom: ",0.95,0.9,"mean",-1.97865637494783,-1.29588098315373,-0.149061596121154,0.538440509661673,0.64536443767759,"partial"
"28","France: ",0.95,0.9,"mean",-1.65732833743862,-1.07045718032656,-0.111727974718751,0.515860702134923,0.633172371083951,"partial"
"29","Norway: ",0.95,0.9,"mean",-1.96976946310042,-1.23133463430545,-0.164300811811179,0.527392416358835,0.671143956725253,"partial"
"30","Belgium: ",0.95,0.9,"mean",-2.65521872914071,-1.19185239619057,-0.166191752654178,0.557738794157791,0.694418891385798,"partial"
"31","Austria: ",0.95,0.9,"mean",-1.83051127299131,-0.940409573168945,-0.152099983543188,0.510783347903509,0.643165959914824,"partial"
"32","Sweden: ",0.95,0.9,"mean",-1.98846189942126,-1.05476048911819,-0.125810332797765,0.539008685025956,0.67111593460982,"partial"
"33","Switzerland: ",0.95,0.9,"mean",-1.90376687980995,-1.15622209994455,-0.161354337650158,0.515372631496544,0.657175970716384,"partial"
"34","Greece: ",0.95,0.9,"mean",-2.12847522532658,-1.18293680844739,-0.172793543130465,0.52789134067825,0.656919030682054,"partial"
"35","Portugal: ",0.95,0.9,"mean",-1.98791314441097,-1.212304367354,-0.138469466840112,0.580005430301071,0.703773908538531,"partial"
"36","Netherlands: ",0.95,0.9,"mean",-2.10542418065206,-1.22718043248175,-0.170107366958665,0.563653202067,0.688405797883881,"partial"
