"","time","country","estimated_deaths_forecast","estimated_deaths_forecast_min","estimated_deaths_forecast_max","rt","rt_min","rt_max"
"1",2020-04-13,"Auvergne-Rhône-Alpes",31.6980149577398,23.3273604168227,42.5493057676492,0.462401620829584,0.298073365152995,0.646001215499604
"2",2020-04-14,"Auvergne-Rhône-Alpes",30.2665244627228,22.0150840969652,41.1341244419331,0.462399125802774,0.298073065390429,0.645992859650525
"3",2020-04-15,"Auvergne-Rhône-Alpes",28.7967213767612,20.5759524213845,39.6842258659195,0.462396824840636,0.298072805331621,0.645984975605683
"4",2020-04-16,"Auvergne-Rhône-Alpes",27.3123830139626,19.1737272023527,38.2479539290204,0.462394701974354,0.298072579717737,0.645977536733305
"5",2020-04-17,"Auvergne-Rhône-Alpes",25.8075728213647,17.8711950841834,36.8933368413107,0.462392742612782,0.298072383986516,0.645970517903979
"6",2020-04-18,"Auvergne-Rhône-Alpes",24.3254964423484,16.4286819506582,35.4696705210491,0.462390933418591,0.298072214179984,0.645963895406012
"7",2020-04-19,"Auvergne-Rhône-Alpes",22.8712493446842,15.234985523285,34.1124783256942,0.46238926219597,0.298072066864408,0.645957646865539
"8",2020-04-20,"Auvergne-Rhône-Alpes",21.4471028557914,14.0025049375648,32.6938904790277,0.462387717788754,0.298071939060852,0.645951751171124
"9",2020-04-21,"Auvergne-Rhône-Alpes",20.0809049058582,12.8826368547617,31.2949073808819,0.462386289988005,0.298071828184944,0.645946188402599
"10",2020-04-22,"Auvergne-Rhône-Alpes",18.7570757827588,11.7922975328738,29.896836389861,0.462384969448104,0.298071731994609,0.645940939763906
"11",2020-04-23,"Auvergne-Rhône-Alpes",17.4922160897277,10.7663299997499,28.3939506740917,0.462383747610572,0.298071648544737,0.645935987519712
"12",2020-04-24,"Auvergne-Rhône-Alpes",16.2891224198656,9.76952565615608,26.9287436813669,0.462382616634866,0.298071576147848,0.645931314935607
"13",2020-04-25,"Auvergne-Rhône-Alpes",15.1446968067643,8.85854855359533,25.5460079606243,0.462381569335503,0.298071513339968,0.645926906221648
"14",2020-04-26,"Auvergne-Rhône-Alpes",14.0618340195904,8.03219500162224,24.2327943360058,0.462380599124892,0.298071458851028,0.645922746479102
"15",2020-04-27,"Auvergne-Rhône-Alpes",13.0357936329438,7.24534182612784,23.0512243645259,0.462379699961367,0.29807141157918,0.645918821650172
"16",2020-04-28,"Auvergne-Rhône-Alpes",12.0740944722266,6.5356789401053,21.9204125124017,0.462378866301902,0.298071370568516,0.645915118470568
"17",2020-04-29,"Auvergne-Rhône-Alpes",11.172392240922,5.9036827419851,20.8276937380229,0.462378093059093,0.298071334989738,0.64591162442474
"18",2020-04-30,"Auvergne-Rhône-Alpes",10.3246543290197,5.26433761963855,19.7168492788214,0.462377375561996,0.29807130412339,0.645908327703637
"19",2020-05-01,"Auvergne-Rhône-Alpes",9.53635994898148,4.69556877839307,18.543861818957,0.462376709520466,0.298071277345309,0.645905217164852
"20",2020-05-02,"Auvergne-Rhône-Alpes",8.8020601191831,4.21620873650639,17.5778838670687,0.462376090992669,0.298071254114,0.645902282295002
"21",2020-05-03,"Auvergne-Rhône-Alpes",8.11898245048629,3.75231216473514,16.6539841734465,0.462375516355496,0.298071233959692,0.645899513174238
"22",2020-05-04,"Auvergne-Rhône-Alpes",7.48402701158998,3.32990888473544,15.7732602125376,0.462374982277563,0.298071216474834,0.645896900442751
