"","Auvergne-Rhône-Alpes","Bourgogne-Franche-Comté","Bretagne","Centre-Val de Loire","Corse","Grand Est","Hauts-de-France","Normandie","Nouvelle-Aquitaine","Occitanie","Pays de la Loire","Provence-Alpes-Côte d'Azur","Île-de-France","France-hopitaux","France-EHPAD","France"
"1301",0.459471744655213,0.366216778362836,0.329590870957339,0.590707370590957,0.218827744820998,0.40313101317048,0.39586599282018,0.510650471915944,0.46921568896186,0.406785062198654,0.301818009109754,0.63139167201869,0.550615226613096,0.454627948496512,0.998609451555108,0.593855812440426
"1302",0.332216505484098,0.361669405991288,0.330568059153663,0.646219244930585,0.265900278017902,0.356635941384152,0.303751704944396,0.385638164355665,0.282700092643514,0.294114417733859,0.339003610469268,0.566631466954791,0.453398925024127,0.467099077779479,1.02889475744508,0.533381498567686
"1303",0.507213794280153,0.509491945256123,0.539577963031117,0.872800230052189,0.30166989661496,0.521372707833369,0.448759433014392,0.48448477841364,0.457830588232889,0.398446098546334,0.298677628616376,0.66907085407465,0.661286593364489,0.657337710135221,1.41095707470396,0.755140569369118
"1304",0.478801783096128,0.382294010285145,0.319638039648152,0.459252376067104,0.194145112300491,0.369821082539252,0.386013152996561,0.592554343370994,0.290853301180984,0.35523723572496,0.349344812868636,0.492413327722213,0.569322773104144,0.517913117466056,0.944268719726023,0.571451898914461
"1305",0.371534152043107,0.454125090661444,0.364340351070664,0.473902907650672,0.276338500620425,0.378412836737915,0.380855875976874,0.388057397769504,0.493064165719721,0.458372791924716,0.399435355041588,0.498292320073025,0.440199058083785,0.493938193793814,0.989156216542986,0.627170298243278
"1306",0.403412884551456,0.413172202672285,0.359208773261108,0.414524830275314,0.187389610754381,0.333227762077574,0.356378251015527,0.591883525746004,0.424724352256433,0.323640245825358,0.280470571984237,0.622227557071327,0.452852774399042,0.473655355305148,0.786778246927359,0.625769270248065
"1307",0.52220969243757,0.416339747670162,0.408599680880735,0.563857335149858,0.22277484749613,0.389218026491001,0.457020782205128,0.677078059392174,0.485331600603147,0.50285184954365,0.470609168291832,0.614380913303668,0.564913350786894,0.601311505456281,1.19041239042331,0.73448792350442
"1308",0.56957827802345,0.468829350892275,0.56222135580728,0.566513020273852,0.239498223784837,0.54023428715091,0.483721956055024,0.59123873872598,0.444366884145398,0.475391571641501,0.432544783953192,0.676770823995398,0.769310102892953,0.666377215911804,1.42744624015705,0.772557015676235
"1309",0.443344979022059,0.411360817862488,0.618523788375895,0.608143571792657,0.273596856718661,0.377440958866958,0.414096357629425,0.469201830284524,0.373283953459886,0.416959958281791,0.513151569282681,0.579596237629773,0.601536097739013,0.567150473206504,0.966709321255891,0.634372613224578
"1310",0.447952664129102,0.408609762730932,0.45842052992536,0.44882182345111,0.145604830042489,0.391520626720143,0.382569195563481,0.499559231144135,0.405696409707424,0.441001411129773,0.340856254314017,0.541513185225489,0.470635109879549,0.551615592115654,1.1733901379389,0.60650493333248
"1311",0.534972359948781,0.592951039661011,0.361836104096146,0.738426826997639,0.177839475049909,0.429145985170761,0.487762858704626,0.771905442363781,0.502062958842505,0.469995475237924,0.329064897661432,0.54624712177135,0.584331353097818,0.613295159495279,1.37193753479129,0.70693660942611
"1312",0.482671309936248,0.321768726085316,0.516032856744974,0.487993549271423,0.237299177074133,0.469514223125497,0.351515626048245,0.343055934157396,0.44150833786574,0.383734521481203,0.360898944272305,0.737582618366757,0.48632720768107,0.538701200652876,1.06068920081355,0.670826990910849
"1313",0.427403568724154,0.346998802148042,0.426766294931026,0.550072258585195,0.311368734850424,0.386239633685414,0.399498705922991,0.439534199752656,0.360653776315935,0.491261070275513,0.377667106308772,0.484901778642969,0.600662471688749,0.575082045514601,0.936922857439082,0.612065679490351
"1314",0.337315300569272,0.307095059296765,0.371471153907262,0.396479262693444,0.220830355681967,0.318941412789835,0.309216630770187,0.358708946869608,0.401686206538469,0.28435889826226,0.356862689525475,0.490036245729491,0.524252806717011,0.44760414571902,0.875366905472409,0.480079785492355
"1315",0.375576938444354,0.387347424350199,0.321201681409773,0.496499401334817,0.140972996378374,0.388039088495763,0.349867150049577,0.506415857089011,0.493889079714469,0.399195433249382,0.253942792007007,0.474022278908311,0.452123089183084,0.504140797927383,0.863770196792737,0.618912505810464
"1316",0.55580657800307,0.399555581912751,0.405511632901675,0.37336284603211,0.15258434726729,0.338456163345998,0.410990388420206,0.759589278129781,0.423725166425673,0.444808362526886,0.33030492940975,0.674175053111302,0.525472517488402,0.642639912745942,0.899524784721182,0.66671202817604
"1317",0.271708135414489,0.182059219723068,0.230743179801687,0.296700306392983,0.17418575228291,0.205478398310518,0.270165977182841,0.41859727828273,0.308139418954236,0.195118453230579,0.185537619815456,0.431327019034574,0.34484028732348,0.342960469146228,0.668687907441421,0.404431809239607
"1318",0.368634283239878,0.298894121079654,0.389195457347286,0.441610453289951,0.125555265660446,0.348369153224819,0.320157367604641,0.275633941133743,0.347791835540564,0.386401999250967,0.283628217699932,0.41955724791296,0.415237464558711,0.43729683450839,0.675787889241539,0.58879310969228
"1319",0.37497112747373,0.30655889404965,0.35687846704292,0.653640471229379,0.10027086870118,0.34990103246547,0.31439124067062,0.553838758245307,0.496327764419637,0.338761428872228,0.281155828094154,0.455479729506365,0.474254957466458,0.483722650069442,1.01318685635232,0.554164767057474
"1320",0.411995764013866,0.259501721108954,0.396466749399298,0.339062951960562,0.177944919073966,0.290530406052325,0.307346734410672,0.349008372056256,0.23049428976016,0.321847081092116,0.267137795967491,0.381484561946053,0.433391027477164,0.38655348320569,0.827978017517185,0.475061791797672
"1321",0.559099957221997,0.379561837167537,0.470133773350905,0.444032754965583,0.212470261561169,0.441215564853021,0.457729866407108,0.502654179072848,0.403023781669109,0.38494748381088,0.346462244812043,0.53566396058133,0.570638698818147,0.582552840303715,1.09322997362742,0.671310110067531
"1322",0.376538675298558,0.33325710514235,0.52044494025157,0.396773384434789,0.373244915012152,0.40461531888813,0.353047215980409,0.364523249504043,0.331490392071816,0.441492565297938,0.376541975412909,0.563956528923746,0.506324873287139,0.535882451782547,0.840239717125643,0.544426493659117
"1323",0.304286664372252,0.334822326525717,0.303466138441697,0.37157814104213,0.274848067109532,0.310792444145441,0.360333803509293,0.388056896594267,0.357253093272429,0.346056997679313,0.317479378345852,0.501203808498062,0.40162897524609,0.483352215929911,0.846317900567625,0.552736687418745
