"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0161076791726365,-0.0135025178346653,0.266053570574416,0.52713343927017,0.553875379777339,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163902594713072,-0.0163676689117255,0.028469785821164,0.163817136811321,0.204567199003241,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163911606562232,-0.016363674211365,0.0553436099722943,0.274202896394714,0.344823101703378,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",-0.0162704056848375,-0.0158234790360351,0.296508041152963,0.686862240263292,0.728374993752105,"First Intervention"
"5","Social distancing",0.95,0.9,"mean",-0.0163941270455971,-0.0163769224329113,0.0372863337957446,0.196647107749476,0.265340570654254,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816474616271496,-0.00815691819755792,0.253214275800639,0.524951100930785,0.552744747647514,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484585276433,-0.00816484176179302,0.0140227186786085,0.12047374472489,0.159668944606573,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484590089433,-0.00816484111190185,0.0413831672893193,0.251338535001309,0.324668738277154,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",-0.00816477846729948,-0.00816147506411386,0.286468614295104,0.681409490480296,0.724381945622783,"Later Intervention"
"10","Social distancing",0.95,0.9,"mean",-0.00816484603976936,-0.0081648451505899,0.023017879233534,0.164391587084066,0.215777203654538,"Later Intervention"
