"","key","value","x","country","region"
"1","schools_universities",2020-03-14,5.3,"France","Ain"
"2","self_isolating_if_ill",2020-03-16,5.3,"France","Ain"
"3","public_events",2020-03-13,5.3,"France","Ain"
"4","lockdown",2020-03-17,5.3,"France","Ain"
"5","social_distancing_encouraged",2020-03-16,5,"France","Ain"
"6","schools_universities",2020-03-14,4.3,"France","Aisne"
"7","self_isolating_if_ill",2020-03-16,4.3,"France","Aisne"
"8","public_events",2020-03-13,4.3,"France","Aisne"
"9","lockdown",2020-03-17,4.3,"France","Aisne"
"10","social_distancing_encouraged",2020-03-16,4,"France","Aisne"
"11","schools_universities",2020-03-14,5.3,"France","Allier"
"12","self_isolating_if_ill",2020-03-16,5.3,"France","Allier"
"13","public_events",2020-03-13,5.3,"France","Allier"
"14","lockdown",2020-03-17,5.3,"France","Allier"
"15","social_distancing_encouraged",2020-03-16,5,"France","Allier"
"16","schools_universities",2020-03-14,4.3,"France","Alpes-Maritimes"
"17","self_isolating_if_ill",2020-03-16,4.3,"France","Alpes-Maritimes"
"18","public_events",2020-03-13,4.3,"France","Alpes-Maritimes"
"19","lockdown",2020-03-17,4.3,"France","Alpes-Maritimes"
"20","social_distancing_encouraged",2020-03-16,4,"France","Alpes-Maritimes"
"21","schools_universities",2020-03-14,5.3,"France","Ardèche"
"22","self_isolating_if_ill",2020-03-16,5.3,"France","Ardèche"
"23","public_events",2020-03-13,5.3,"France","Ardèche"
"24","lockdown",2020-03-17,5.3,"France","Ardèche"
"25","social_distancing_encouraged",2020-03-16,5,"France","Ardèche"
"26","schools_universities",2020-03-14,5.3,"France","Aube"
"27","self_isolating_if_ill",2020-03-16,5.3,"France","Aube"
"28","public_events",2020-03-13,5.3,"France","Aube"
"29","lockdown",2020-03-17,5.3,"France","Aube"
"30","social_distancing_encouraged",2020-03-16,5,"France","Aube"
"31","schools_universities",2020-03-14,4.3,"France","Aude"
"32","self_isolating_if_ill",2020-03-16,4.3,"France","Aude"
"33","public_events",2020-03-13,4.3,"France","Aude"
"34","lockdown",2020-03-17,4.3,"France","Aude"
"35","social_distancing_encouraged",2020-03-16,4,"France","Aude"
"36","schools_universities",2020-03-14,5.3,"France","Aveyron"
"37","self_isolating_if_ill",2020-03-16,5.3,"France","Aveyron"
"38","public_events",2020-03-13,5.3,"France","Aveyron"
"39","lockdown",2020-03-17,5.3,"France","Aveyron"
"40","social_distancing_encouraged",2020-03-16,5,"France","Aveyron"
"41","schools_universities",2020-03-14,5.3,"France","Bouches-du-Rhône"
"42","self_isolating_if_ill",2020-03-16,5.3,"France","Bouches-du-Rhône"
"43","public_events",2020-03-13,5.3,"France","Bouches-du-Rhône"
"44","lockdown",2020-03-17,5.3,"France","Bouches-du-Rhône"
"45","social_distancing_encouraged",2020-03-16,5,"France","Bouches-du-Rhône"
"46","schools_universities",2020-03-14,5.3,"France","Calvados"
"47","self_isolating_if_ill",2020-03-16,5.3,"France","Calvados"
"48","public_events",2020-03-13,5.3,"France","Calvados"
"49","lockdown",2020-03-17,5.3,"France","Calvados"
"50","social_distancing_encouraged",2020-03-16,5,"France","Calvados"
"51","schools_universities",2020-03-14,5.3,"France","Charente-Maritime"
"52","self_isolating_if_ill",2020-03-16,5.3,"France","Charente-Maritime"
"53","public_events",2020-03-13,5.3,"France","Charente-Maritime"
"54","lockdown",2020-03-17,5.3,"France","Charente-Maritime"
"55","social_distancing_encouraged",2020-03-16,5,"France","Charente-Maritime"
"56","schools_universities",2020-03-14,5.3,"France","Cher"
"57","self_isolating_if_ill",2020-03-16,5.3,"France","Cher"
"58","public_events",2020-03-13,5.3,"France","Cher"
"59","lockdown",2020-03-17,5.3,"France","Cher"
"60","social_distancing_encouraged",2020-03-16,5,"France","Cher"
"61","schools_universities",2020-03-14,5.3,"France","Corrèze"
"62","self_isolating_if_ill",2020-03-16,5.3,"France","Corrèze"
"63","public_events",2020-03-13,5.3,"France","Corrèze"
"64","lockdown",2020-03-17,5.3,"France","Corrèze"
"65","social_distancing_encouraged",2020-03-16,5,"France","Corrèze"
"66","schools_universities",2020-03-14,4.3,"France","Côte-d'Or"
"67","self_isolating_if_ill",2020-03-16,4.3,"France","Côte-d'Or"
"68","public_events",2020-03-13,4.3,"France","Côte-d'Or"
"69","lockdown",2020-03-17,4.3,"France","Côte-d'Or"
"70","social_distancing_encouraged",2020-03-16,4,"France","Côte-d'Or"
"71","schools_universities",2020-03-14,5.3,"France","Côtes-d'Armor"
"72","self_isolating_if_ill",2020-03-16,5.3,"France","Côtes-d'Armor"
"73","public_events",2020-03-13,5.3,"France","Côtes-d'Armor"
"74","lockdown",2020-03-17,5.3,"France","Côtes-d'Armor"
"75","social_distancing_encouraged",2020-03-16,5,"France","Côtes-d'Armor"
"76","schools_universities",2020-03-14,4.3,"France","Doubs"
"77","self_isolating_if_ill",2020-03-16,4.3,"France","Doubs"
"78","public_events",2020-03-13,4.3,"France","Doubs"
"79","lockdown",2020-03-17,4.3,"France","Doubs"
"80","social_distancing_encouraged",2020-03-16,4,"France","Doubs"
"81","schools_universities",2020-03-14,4.3,"France","Drôme"
"82","self_isolating_if_ill",2020-03-16,4.3,"France","Drôme"
"83","public_events",2020-03-13,4.3,"France","Drôme"
"84","lockdown",2020-03-17,4.3,"France","Drôme"
"85","social_distancing_encouraged",2020-03-16,4,"France","Drôme"
"86","schools_universities",2020-03-14,5.3,"France","Eure"
"87","self_isolating_if_ill",2020-03-16,5.3,"France","Eure"
"88","public_events",2020-03-13,5.3,"France","Eure"
"89","lockdown",2020-03-17,5.3,"France","Eure"
"90","social_distancing_encouraged",2020-03-16,5,"France","Eure"
"91","schools_universities",2020-03-14,5.3,"France","Eure-et-Loir"
"92","self_isolating_if_ill",2020-03-16,5.3,"France","Eure-et-Loir"
"93","public_events",2020-03-13,5.3,"France","Eure-et-Loir"
"94","lockdown",2020-03-17,5.3,"France","Eure-et-Loir"
"95","social_distancing_encouraged",2020-03-16,5,"France","Eure-et-Loir"
"96","schools_universities",2020-03-14,5.3,"France","Finistère"
"97","self_isolating_if_ill",2020-03-16,5.3,"France","Finistère"
"98","public_events",2020-03-13,5.3,"France","Finistère"
"99","lockdown",2020-03-17,5.3,"France","Finistère"
"100","social_distancing_encouraged",2020-03-16,5,"France","Finistère"
"101","schools_universities",2020-03-14,3.3,"France","Corse-du-Sud"
"102","self_isolating_if_ill",2020-03-16,3.3,"France","Corse-du-Sud"
"103","public_events",2020-03-13,3.3,"France","Corse-du-Sud"
"104","lockdown",2020-03-17,3.3,"France","Corse-du-Sud"
"105","social_distancing_encouraged",2020-03-16,3,"France","Corse-du-Sud"
"106","schools_universities",2020-03-14,5.3,"France","Gard"
"107","self_isolating_if_ill",2020-03-16,5.3,"France","Gard"
"108","public_events",2020-03-13,5.3,"France","Gard"
"109","lockdown",2020-03-17,5.3,"France","Gard"
"110","social_distancing_encouraged",2020-03-16,5,"France","Gard"
"111","schools_universities",2020-03-14,5.3,"France","Haute-Garonne"
"112","self_isolating_if_ill",2020-03-16,5.3,"France","Haute-Garonne"
"113","public_events",2020-03-13,5.3,"France","Haute-Garonne"
"114","lockdown",2020-03-17,5.3,"France","Haute-Garonne"
"115","social_distancing_encouraged",2020-03-16,5,"France","Haute-Garonne"
"116","schools_universities",2020-03-14,4.3,"France","Gironde"
"117","self_isolating_if_ill",2020-03-16,4.3,"France","Gironde"
"118","public_events",2020-03-13,4.3,"France","Gironde"
"119","lockdown",2020-03-17,4.3,"France","Gironde"
"120","social_distancing_encouraged",2020-03-16,4,"France","Gironde"
"121","schools_universities",2020-03-14,4.3,"France","Hérault"
"122","self_isolating_if_ill",2020-03-16,4.3,"France","Hérault"
"123","public_events",2020-03-13,4.3,"France","Hérault"
"124","lockdown",2020-03-17,4.3,"France","Hérault"
"125","social_distancing_encouraged",2020-03-16,4,"France","Hérault"
"126","schools_universities",2020-03-14,5.3,"France","Ille-et-Vilaine"
"127","self_isolating_if_ill",2020-03-16,5.3,"France","Ille-et-Vilaine"
"128","public_events",2020-03-13,5.3,"France","Ille-et-Vilaine"
"129","lockdown",2020-03-17,5.3,"France","Ille-et-Vilaine"
"130","social_distancing_encouraged",2020-03-16,5,"France","Ille-et-Vilaine"
"131","schools_universities",2020-03-14,5.3,"France","Indre"
