"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","global: residential",0.95,0.9,"mean",-1.0249378089903,-0.857644207768735,-0.137715501008572,0.414216481353422,0.485361289249465,"pooled"
"2","global: transit",0.95,0.9,"mean",0.0971408707390198,0.1890373575032,0.546905412294153,0.785875817687143,0.812462529230026,"pooled"
"3","global: grocery",0.95,0.9,"mean",-1.51827159459408,-1.27288834276357,-0.350859018068317,0.294069581774685,0.358515810882032,"pooled"
"4","global: parks",0.95,0.9,"mean",-2.32066920476437,-1.96775490659119,-0.59649520567284,0.281696299721377,0.359344740542619,"pooled"
"5","global: retail",0.95,0.9,"mean",0.3721145345222,0.43530767296868,0.694633615919835,0.86468065796772,0.879163245495086,"pooled"
"6","global: workplace",0.95,0.9,"mean",-0.140778432707536,0.0238832952183337,0.48761092656686,0.777904826699292,0.804931740812716,"pooled"
"7","Auvergne-Rhône-Alpes: transit",0.95,0.9,"mean",-0.439372019616763,-0.359856693451709,0.00747300490928472,0.331163334704503,0.391908715135323,"partial"
"8","Auvergne-Rhône-Alpes: retail",0.95,0.9,"mean",-0.462378132705521,-0.36377236282636,0.0143463179535621,0.321747778654524,0.390384200852681,"partial"
"9","Bourgogne-Franche-Comté: transit",0.95,0.9,"mean",-0.684712008390636,-0.539913549473192,-0.124148057564137,0.196417426698788,0.253850993970964,"partial"
"10","Bourgogne-Franche-Comté: retail",0.95,0.9,"mean",-0.589405968140688,-0.480851494615415,-0.0836945058407513,0.241558720075104,0.302504574251919,"partial"
"11","Bretagne: transit",0.95,0.9,"mean",-0.55522330925281,-0.415777390637662,-0.00728425868362276,0.323089979321052,0.38336964128254,"partial"
"12","Bretagne: retail",0.95,0.9,"mean",-0.574942923852913,-0.437269140313458,-0.00580746754197075,0.338566773485729,0.40540808439427,"partial"
"13","Centre-Val de Loire: transit",0.95,0.9,"mean",-0.681817994332479,-0.515963560133635,-0.0807817807896238,0.252851728620185,0.317201799138884,"partial"
"14","Centre-Val de Loire: retail",0.95,0.9,"mean",-0.637852716919395,-0.515124441800489,-0.0742567511002329,0.269274955488844,0.340391522088528,"partial"
"15","Corse: transit",0.95,0.9,"mean",-0.754768628795007,-0.555185459466807,-0.0613701526910972,0.312002541907533,0.389135337594179,"partial"
"16","Corse: retail",0.95,0.9,"mean",-0.714270227972551,-0.537770041963142,-0.0627237742169862,0.288065223571142,0.360512980447404,"partial"
"17","Grand Est: transit",0.95,0.9,"mean",-0.484347910658117,-0.385365229277999,-0.0200790929327412,0.299704955488532,0.368645822775618,"partial"
"18","Grand Est: retail",0.95,0.9,"mean",-0.455188897810375,-0.34430169916281,0.0032522445645261,0.32806007829087,0.385932349443462,"partial"
"19","Hauts-de-France: transit",0.95,0.9,"mean",-0.609767386824025,-0.488443165545628,-0.0825031727050092,0.288724255326533,0.336424479427051,"partial"
"20","Hauts-de-France: retail",0.95,0.9,"mean",-0.57701074954824,-0.466820579119304,-0.0815838162923944,0.249208491637548,0.309332650507064,"partial"
"21","Normandie: transit",0.95,0.9,"mean",-0.474579604486252,-0.364633209142847,0.0160141150457243,0.328840093849472,0.389438624561853,"partial"
"22","Normandie: retail",0.95,0.9,"mean",-0.515296256628448,-0.382189645289753,0.00292748729374937,0.320715072581262,0.37560535574705,"partial"
"23","Nouvelle-Aquitaine: transit",0.95,0.9,"mean",-0.782890432173497,-0.597160588703634,-0.117269289068731,0.243283341395168,0.295873599229772,"partial"
"24","Nouvelle-Aquitaine: retail",0.95,0.9,"mean",-0.787487575844485,-0.61389054424592,-0.108547490684824,0.258933956593469,0.320852568771887,"partial"
"25","Occitanie: transit",0.95,0.9,"mean",-0.984323229885155,-0.815300592979044,-0.267099441811713,0.129263328170792,0.188255329830565,"partial"
"26","Occitanie: retail",0.95,0.9,"mean",-0.929038889514954,-0.747130628691814,-0.230097426472022,0.147301506623248,0.212115894563719,"partial"
"27","Pays de la Loire: transit",0.95,0.9,"mean",-0.752449030191339,-0.597511623646105,-0.135036562381556,0.210530709480033,0.264496104168199,"partial"
