"","Auvergne-Rhône-Alpes","Bourgogne-Franche-Comté","Bretagne","Centre-Val de Loire","Corse","Grand Est","Hauts-de-France","Normandie","Nouvelle-Aquitaine","Occitanie","Pays de la Loire","Provence-Alpes-Côte d'Azur","Île-de-France","France-hopitaux","France-OC19","France-EHPAD","France"
"1",0.896880482281346,0.620280999659851,0.755988736583994,1.03601222655802,0.192796738475567,0.976213230838007,0.794819436862451,1.28740241429677,0.980335852202685,0.922253801046436,1.03339718182497,0.979332555647717,1.1697974963707,1.03957364391841,1.19943726180726,1.63880151446708,1.18302532924621
"2",0.989994916826884,0.866710440330214,1.00320155075894,1.15496943805151,0.815638514034749,1.00182815502269,0.94621419055155,1.06344830349685,0.979466252841026,1.01767147778267,0.974288222868115,1.5604399966915,1.14724688097935,1.32750074963494,1.22579811691564,2.61924178922282,1.43545060723822
"3",0.881551022351058,0.813886034295223,0.79268911343107,0.969185219595536,0.773894412025092,1.02293001911628,0.838306081107574,1.59723819574229,1.02102360776718,0.823833752565114,1.02091608644337,1.18096991798237,1.2643649990729,1.2376058337371,1.47845500716695,2.17946834376504,1.58938829984088
"4",1.02214537461292,0.886923685905176,0.729682396463263,0.945016193279186,0.258386142155874,0.980960649176929,0.71048020390006,1.3572776586287,0.951917752799063,0.796629174912368,1.00497770883106,1.26524202175689,1.04666855054615,1.16367829377101,1.15540119486504,1.99690401431278,1.33338304034709
"5",0.891931690924621,0.704776646930173,0.497018481261048,1.0219353222646,0.239581199792278,0.776395899771571,0.725875238588812,1.20484735881113,0.967144331931004,0.686494767577412,0.844590844825674,0.907840697320416,1.0762210116432,1.02981250810953,1.05535493367139,2.22869393788992,1.11539608405511
"6",1.00105946820523,1.0228072410794,0.732864971054286,0.780701321339161,0.440594244779354,0.589261547105069,1.05499053893991,1.39291773299049,0.634512387833574,0.38793734440103,1.31126965486569,1.2141927578613,1.34186185322357,0.853007485785635,1.79791065689634,3.10174390993311,1.81807283753822
"7",1.05110744763013,0.996887909824103,0.977129126021184,0.967782010500747,0.340532233611988,1.05254399433717,0.956252047408344,1.25969277167124,1.08834344920693,0.975529530357275,1.15696743651069,1.31353916248134,1.226204654358,1.26059798024254,1.3986305025015,2.180650460449,1.57318938373722
"8",0.819451622083007,0.974038678887281,0.807700129658385,1.09746466806158,0.387233600617737,0.728323036967302,0.730275896564804,1.07598087184289,0.965359002231972,0.936493062855119,1.27935123570563,1.20131695316225,0.989459206361213,1.04214737656077,1.20812891852263,2.34901088810754,1.43767423505991
"9",0.593525257630592,1.01600714805333,0.688844026168232,0.905458655061466,0.389746461727054,0.652934112055046,0.708411233672242,1.48294780814257,1.30970977415369,1.57693460746719,1.02965157958954,0.951963446141306,1.18926604393028,0.833577586701261,1.16737164852192,3.03154323462034,1.72720856821786
"10",1.0169280236095,0.819573461548518,0.819649189024298,0.852196251892836,0.47977956759506,0.974159674180513,0.764426090952125,0.87861999961672,0.81929649192015,0.742811540950109,0.961001945314533,1.18609421744723,1.11566068433354,1.1548248310445,1.18152181289116,1.75854867743214,1.3172934904281
"11",1.15207271542591,1.06969665746867,1.06008740574764,1.35611437198214,0.481155044177255,0.969697190310822,0.888785890972851,1.40431054606105,1.09804320433723,0.93328985818568,0.974108822014332,1.46312023661767,1.22016783887282,1.21338261116217,1.35732320196387,2.04770141261578,1.39991151610351
"12",1.39616335822718,1.04124141271975,0.676821821396094,0.782024354738092,0.702234825789765,1.43630456941129,1.38405043691684,1.15474430433666,1.2512998527163,0.845932428784884,2.23902614887866,1.56344976086828,1.71502483211049,1.68143223355976,1.79669733903742,2.29525775940131,1.75270120700154
"13",0.797080628993268,0.599310695487724,0.954579796267881,1.57871311821034,0.550949445566849,0.56665992752482,1.28399873960056,1.49905284056057,1.50256639237826,0.67703953553256,0.627683419411452,1.30464678452086,0.71930841619686,0.944211806319827,1.31562965737992,2.25186441703925,1.55058601267994
"14",1.37455866422061,1.09067070963807,1.10013070386636,0.514344088479635,0.264560752179641,1.04586302585387,0.992187246626482,1.58659892498685,0.944663455975854,0.870365165708782,0.879483980329451,1.32998182131156,1.06584864139104,1.36477007747489,1.43948491629075,2.39110491461454,1.58002266423704
"15",1.08054552013772,0.722770464243907,0.431754869852034,0.652696163134098,0.724149989408589,0.751044286078169,0.540246265055591,0.937102267116664,0.478781297963956,0.753994086749383,0.482921075966644,0.762807733860994,1.15618917380513,0.710423949839689,0.913006419952815,2.09020491053814,1.23111793128811
"16",0.979656108601082,0.753686034985294,1.01375907350637,0.879873267055815,0.706649222585808,0.740205599355302,1.65062980214829,1.30389933272662,1.40188378281761,0.789882063245238,1.02348083632301,1.4732927280911,1.32970496394351,1.05289978497416,1.47698229856799,2.26303817572212,1.6742813492825
"17",1.28418770775643,0.751471208704021,0.805276106949836,1.46438176403409,0.84790335066282,0.843263709262271,0.886489771166404,1.2952605981029,1.14424984708158,1.13135567927208,1.36100502562678,1.40809653088941,0.907075674978388,0.93511171934616,1.27134232323836,2.67678268322747,1.58466268922753
"18",0.860812263727524,0.652107495350431,0.679166658489725,1.1481394891636,0.514147992976076,0.790205292569243,0.651196092671334,1.21008698029098,0.910591994504133,0.755389330831579,0.769411413554536,1.35099522910536,1.14792802567002,1.20534610673413,1.16899644565819,1.90672376316613,1.22379336295478
"19",1.24155128497837,0.808377100795549,0.835407706006415,1.20559402125622,0.348353866994356,0.874313169851527,0.974891357682038,1.39207893725564,1.12201612101866,0.896459131409189,1.07005114505413,1.58259686190354,1.39286271475619,1.25374513178635,1.5300580574885,2.07024252699623,1.58794246164314
