"","Ain","Aisne","Alpes-Maritimes","Ardèche","Aube","Aude","Bouches-du-Rhône","Charente-Maritime","Cher","Côte-d'Or","Doubs","Drôme","Eure-et-Loir","Corse-du-Sud","Gard","Haute-Garonne","Gironde","Hérault","Ille-et-Vilaine","Indre","Indre-et-Loire","Isère","Loire","Loire-Atlantique","Loiret","Maine-et-Loire","Manche","Marne","Meurthe-et-Moselle","Meuse","Morbihan","Moselle","Nord","Oise","Pas-de-Calais","Pyrénées-Atlantiques","Pyrénées-Orientales","Bas-Rhin","Haut-Rhin","Rhône","Haute-Saône","Saône-et-Loire","Sarthe","Haute-Savoie","Paris","Seine-Maritime","Seine-et-Marne","Yvelines","Somme","Var","Vaucluse","Vienne","Vosges","Territoire de Belfort","Essonne","Hauts-de-Seine","Seine-Saint-Denis","Val-de-Marne","Val-d'Oise","Guadeloupe","France"
"2533",4.24158667996732,2.11170313210692,4.051605190623,4.19191208032197,4.17358971215351,2.52168262405344,3.6428362821196,4.31735049811085,2.55849419421916,2.82444344792154,1.7579373936681,1.9902357418204,3.65966201467361,2.12049957791897,3.1527420713143,4.39147411801623,2.94463211725031,2.77172947134858,1.99485992498507,3.3948855649393,3.69981651896348,2.87435847487947,2.72500201442025,4.23432541403515,2.66338813873516,2.3836584021139,3.41059478576124,1.72291232020681,2.41598088649375,2.00103941215662,1.99345228858623,3.14684675368009,3.76563059215568,2.21372392242645,3.29021559595678,3.75332506491848,1.9249124246871,2.57364292143104,2.35352660362814,2.40084109928509,2.66314805618872,2.89736101662559,4.49235726692162,4.40127855517677,2.89839484289234,2.89206889421682,4.22140398668372,2.87621927949693,1.9830210589259,2.31258813633528,3.23425283478386,2.62430115061498,2.94968869471569,2.83228676716409,2.90696100622224,3.80733870860043,3.214889433037,2.89707418390239,2.81293854260672,2.50712729635739,3.84530408265658
"2534",3.86465137686329,3.77760060883036,2.64299522390464,3.40343072277423,3.14702838448566,2.53324714062489,2.95924570944354,1.68635568896006,4.78482001388326,2.16440548760589,4.00407532787247,3.64515276420163,2.72944408142471,1.98847164595541,3.77957396086016,5.10001123165343,4.36381271283483,2.80230672325804,3.34556011165206,3.86897630438721,3.33658477442467,3.37332550026134,4.00179823913758,2.30937860496635,4.08141622598858,2.6045075539365,3.04394833071905,2.98996686938382,2.65705837539529,2.56768196951977,2.08831248900808,1.9649668599743,2.88953734792697,1.78143291398073,4.36351995557647,1.3357909624312,1.7914779493658,2.41184387920425,2.49818509336123,2.93170834938506,3.96534122668331,3.04612808469829,3.02499314471825,3.50153666218521,3.61454447711054,4.84913005267,3.43627710809831,3.44059533727622,2.06698310303637,3.72651695644202,4.15688672821536,3.62430723836281,2.29492855872047,1.87011293282565,3.77886677451334,4.77612855595783,3.6216033355665,3.48115657987625,3.45473257606257,3.17735235210003,4.19112113235886
"2535",4.53360815267528,2.01960098391274,3.21306979037759,3.45954538144923,3.0620673317908,1.75665623167103,3.10593429345663,3.25715868830094,2.31278284180278,3.01971755321662,3.03228047742965,2.29830452223258,3.2780487330756,1.16828179132886,5.18929036134377,2.12907525949094,3.99738397601726,2.66112911486331,3.29453231221074,3.0630929048422,3.10103715469438,2.54252111104893,3.19477107930628,2.3978740207552,2.87929238632337,3.05813290474205,2.90313243777695,3.19119850297796,2.1379386095128,3.05804287416134,3.0805409215217,3.07035021880462,3.46760014162027,2.22995439828196,2.62407993403535,2.42848421614034,3.26505773852318,2.33022597446738,1.97459309159237,2.96020345638941,2.30563262062187,2.15346964482239,3.21885152270283,3.81110536147557,2.19822202915101,3.98685481365777,3.01623119280084,3.73521156777085,2.44422890379833,2.19252121761066,3.13969806160021,4.28346803553788,2.42700048058611,2.67866262175637,3.41386662656287,3.36932867472071,4.00745550443076,3.62259771121241,2.1622244543883,3.16558348159361,3.12280242038764
"2536",3.79637607440083,2.14421557836427,3.7029535140414,3.28726584302589,3.7671158903443,2.56593765489638,4.08608182520844,3.44044555349037,3.42741501830301,3.42078959355492,2.68833016312171,3.09618763320387,3.25251922413626,2.86880125929419,3.21245343271549,3.04428813928481,3.31263716332591,2.9566073134999,3.5739028836441,3.48625313455396,3.20455193544318,3.04932735058681,2.99836799311729,2.50883009997203,2.97469234056055,3.032066959608,3.37558652759912,3.59662204979322,2.82095511635613,3.20141843859896,3.31835090432128,2.96638930996482,3.37354499006814,1.93133695137353,3.96335690648585,3.11808843547361,3.02470517670195,2.53391092023892,2.54448481338615,2.88470983570823,3.28351451655059,1.95682055303091,3.37001186351409,2.5636753511004,4.09776461636959,3.97515664447769,2.83773558437487,3.72709282302753,3.08894848127449,3.61597189659667,4.16760786836844,3.12388432894025,2.58271268672512,3.35803167244928,3.44331005795505,3.46977612606878,3.867678982708,3.69929717463398,3.59516669869562,3.64712573967209,3.68376730148681
"2537",3.43770607193855,3.05968796007459,3.30103816198052,2.65860856337897,2.88684725317294,2.89307119174014,3.27970265006327,2.73219403185891,2.6792885392707,2.15858412407403,2.14970696246131,2.47383077281503,2.72257979672966,2.56769049339801,3.24275629895215,3.16534399629374,2.51309320574143,2.85660844767643,3.13190995756287,2.78197091022505,4.44424828007791,3.3695171929225,3.51886839872381,4.2148486101792,2.86453375174873,2.774718335284,3.15700336490333,3.50380685879723,2.52506658112574,2.4589605043494,2.30378533818896,2.51372703636772,3.98001891105231,1.98106933312239,3.64578978624317,2.77322538241314,3.31759270725742,2.92914558328599,2.43289105734336,2.79392157431611,2.69924970420987,2.96515753906948,3.12727365816025,2.80985054036186,3.03578393325684,2.35362559743533,2.99427517082506,3.59537059865266,2.93501034662679,2.95201772314176,3.21409985782583,2.84644957001122,2.80714860866134,2.975993868782,3.80604151339434,4.45725860810413,3.61027036149556,3.55373154933799,2.87449551723804,3.98865103795734,3.60634000202214
"2538",3.36962043934367,2.13365666803837,3.05514710808303,2.83092708654737,3.966730955927,2.50377549881604,2.51465999332938,4.35124675489292,1.97109172958871,3.62618776359317,2.31020111038966,2.3536119347384,2.51660662472718,3.03705898452731,3.78072978373581,4.84240396022873,2.94312274886709,3.24413058232397,3.3756596104414,3.76161054951413,3.48900856578548,2.76305358139903,3.33757480321973,3.42962301109771,2.92392701865085,2.39760244391088,3.7046118222495,3.05775858305915,3.57365769914525,2.56030044786683,1.94697138110209,3.01372321726664,4.07907199729745,1.92647185086603,3.88155001344947,2.13025998829629,2.45161273249626,2.24847285936981,1.96932841873314,3.5851001151725,2.76414548106944,2.25135215630795,4.02586209124621,3.20180064597089,3.2436744912531,2.91839278904018,3.89364073766456,3.49150302793496,2.04356988375337,2.8276627527708,3.03425972163528,2.09803561460968,3.54801138956318,3.31067667675473,3.36804749310213,2.70161763701338,3.50844091536513,4.28078435055298,3.64223074186987,2.39126780838983,4.75754481359276
"2539",3.50865702300672,2.14116954346817,2.85367898745182,3.15401075489765,3.76449527695016,3.12063890057707,3.2011496300452,3.83722337308313,3.2167698525428,3.17229847237037,4.11603132662752,3.72616743768491,2.815983030769,3.0862745760891,3.37519965435028,3.34474756555348,3.15609832053879,3.53541668437462,3.00111507947717,3.159967643854,4.02272479059837,3.02759602725669,3.36830011193353,4.3275560115541,3.26041246604584,3.09839163477017,3.18505252567537,3.2611523623283,3.01946893706723,2.92207538258902,3.47315477546616,2.40246054448865,3.74368490442135,2.40033910750265,2.71146874620755,2.73255318563991,3.55885519632564,2.54625136637642,2.35105177684494,2.71307202178835,3.89151494369018,3.31376183039897,3.3786975030808,2.55251117274741,3.75011371452111,2.48777882358109,2.76317188225771,3.22084123932391,2.26597116175709,3.49013522642847,2.87737558342536,4.04120573957093,3.34069615146506,3.06954109787241,3.82949927052989,3.16120559073933,3.18285406505884,3.42707800639764,3.57925898028938,2.85992232739052,3.90466638523351
"2540",3.01044061326748,3.52168482281249,3.18307585855958,3.15041125286987,3.58570807463525,2.84189767971081,3.32379814503675,3.97815628998174,3.09636342615027,2.55295829303433,3.6287468926996,2.79374419031196,2.79314402064563,2.32242484908402,3.7553541587936,2.98728908476356,3.98291267760204,2.37083197083152,3.46096257473672,4.10645977724537,4.01953468410357,1.75381780638624,3.10513396123293,3.35056791866848,2.7602350248367,3.02185369917273,3.21057682767688,2.17413141569922,2.0355383025472,1.90424944999627,3.11774483040934,2.60822960755269,3.88533929763486,2.22925450477596,3.76154619883873,2.7087966487006,3.16241895413734,2.74107162294374,2.77749275994113,2.85570988738036,3.25813020017596,2.7771405869189,3.51533871852443,2.84844343278244,3.46495145973029,4.26318691198983,3.46178811386213,3.39565257787561,2.47759869246033,3.97928140734175,4.22089505309494,3.45641288345755,2.74530061092734,2.51273077177652,3.80914503687758,3.4200662902154,3.47261583959205,4.59332646609022,3.16131837629028,4.13697540980985,3.58070068656638
"2541",2.89415161966208,3.34853491044427,4.08455549396121,3.64854162594128,3.84084558432091,2.36345620779749,2.87249109701918,3.28789094038738,2.39385110695964,2.44537208802641,4.08255333167878,2.94046438263974,3.62475245639037,2.62285170173614,2.97038032381975,3.47124993756863,5.57143902736734,3.92875048322495,4.11181347295097,3.30589616276837,2.28484217193432,3.71873720230857,2.98902116808524,3.43750896650804,4.09579218095871,3.18637731033246,3.15264874916016,3.46162943745229,3.12128770239519,2.57518313307476,2.88483972435097,3.30588224369006,3.92932429358801,2.4002688002637,4.61170025365436,1.91434684648444,2.47960731829247,2.06046141915571,2.50599596606933,3.63947615179024,2.25437147204604,2.78494863793075,3.14165352710768,3.12697165668407,3.76563433993057,2.49609505677537,3.32691864974712,3.3172011892969,2.46043450574843,3.32618902967436,4.12957866809091,2.77293592461468,3.93528307410968,2.37150750047203,3.35850025620445,4.34179144835742,2.93408240118606,4.31405239996945,2.62261865465624,2.9690263985162,5.1503555951662
"2542",3.28017133631499,2.38963096583785,3.35507563285011,3.36134527457663,3.19010293140757,2.6869717192789,3.84635517074333,3.00193950601987,3.23547861078675,3.02937338137745,3.22027622517233,2.70802386752914,4.09361808124243,3.57745436232263,3.21592499178747,3.78026912964954,2.64069073106541,4.25585953528596,3.06792420725453,3.0271545265244,3.23600836327428,2.16190553916765,3.18758912427068,3.77071206905538,3.53589459059944,3.50226085763048,4.7407196495014,2.79066102093903,3.37683725070679,2.50224929989206,2.16587785235717,2.25632062051744,3.60040413067551,2.30697303598721,4.13085612435293,2.47115280536529,2.10049722105825,2.72054073283333,2.08884153883496,3.40793845611416,4.4042799655364,3.74950407846151,4.29408790415878,2.0548596416116,3.01699502495645,3.48131439136363,3.20065075224819,3.52593102848694,1.95575813442022,3.12348717658964,2.87243007415388,2.35481038112543,2.74923962629789,1.5231899734977,2.64804824931347,3.29468825186712,4.43659062840827,3.0803318673551,2.94539918862267,3.61996577982987,4.28490128763461
"2543",3.61510953833074,2.1509565246115,2.63528829907395,3.4174388298065,3.93091834544537,1.90236302424483,3.87342731934533,2.46998745470211,3.12460639053206,1.9459128177722,2.28199287606998,3.89218280322629,3.38779006267992,1.16382425906718,3.17054975189937,3.1955094024164,3.58569586750247,2.62867149566044,3.56569233833191,3.07139968364557,1.89722622396941,2.45875987406385,4.96761266092054,4.24906148276728,2.38593586399922,2.70152051283567,3.73192782325845,3.29763154050626,4.5076036948469,1.82879784169671,1.27952328251107,1.90701259609368,4.49580789172186,1.68828917005041,3.64664163223938,1.15440957301107,2.39536662014787,2.26539791433902,1.88105845206989,2.91184128176958,4.45086246238932,2.6738485150803,3.58681634874758,2.64569151495599,3.22730528140264,2.38536752664958,3.01210211083302,3.36755694878821,1.51493588130139,2.21010784050298,4.25582027810831,2.64021182877342,2.25027528797125,2.61107994292941,2.78866749244773,3.17948170027273,3.26051707155606,4.22803097886174,2.76978957302018,4.1060596235098,3.48310731472466
