"","region","country","IFR"
"1","Ain","France",0.012556187488595
"2","Aisne","France",0.012556187488595
"3","Alpes-Maritimes","France",0.012556187488595
"4","Ardèche","France",0.012556187488595
"5","Aube","France",0.012556187488595
"6","Aude","France",0.012556187488595
"7","Bouches-du-Rhône","France",0.012556187488595
"8","Charente-Maritime","France",0.012556187488595
"9","Cher","France",0.012556187488595
"10","Côte-d'Or","France",0.012556187488595
"11","Doubs","France",0.012556187488595
"12","Drôme","France",0.012556187488595
"13","Eure-et-Loir","France",0.012556187488595
"14","Corse-du-Sud","France",0.012556187488595
"15","Gard","France",0.012556187488595
"16","Haute-Garonne","France",0.012556187488595
"17","Gironde","France",0.012556187488595
"18","Hérault","France",0.012556187488595
"19","Ille-et-Vilaine","France",0.012556187488595
"20","Indre","France",0.012556187488595
"21","Indre-et-Loire","France",0.012556187488595
"22","Isère","France",0.012556187488595
"23","Loire","France",0.012556187488595
"24","Loire-Atlantique","France",0.012556187488595
"25","Loiret","France",0.012556187488595
"26","Maine-et-Loire","France",0.012556187488595
"27","Manche","France",0.012556187488595
"28","Marne","France",0.012556187488595
"29","Meurthe-et-Moselle","France",0.012556187488595
"30","Meuse","France",0.012556187488595
"31","Morbihan","France",0.012556187488595
"32","Moselle","France",0.012556187488595
"33","Nord","France",0.012556187488595
"34","Oise","France",0.012556187488595
"35","Pas-de-Calais","France",0.012556187488595
"36","Pyrénées-Atlantiques","France",0.012556187488595
"37","Pyrénées-Orientales","France",0.012556187488595
"38","Bas-Rhin","France",0.012556187488595
"39","Haut-Rhin","France",0.012556187488595
"40","Rhône","France",0.012556187488595
"41","Haute-Saône","France",0.012556187488595
"42","Saône-et-Loire","France",0.012556187488595
"43","Sarthe","France",0.012556187488595
"44","Haute-Savoie","France",0.012556187488595
"45","Paris","France",0.012556187488595
"46","Seine-Maritime","France",0.012556187488595
"47","Seine-et-Marne","France",0.012556187488595
"48","Yvelines","France",0.012556187488595
"49","Somme","France",0.012556187488595
"50","Var","France",0.012556187488595
"51","Vaucluse","France",0.012556187488595
"52","Vienne","France",0.012556187488595
"53","Vosges","France",0.012556187488595
"54","Territoire de Belfort","France",0.012556187488595
"55","Essonne","France",0.012556187488595
"56","Hauts-de-Seine","France",0.012556187488595
"57","Seine-Saint-Denis","France",0.012556187488595
"58","Val-de-Marne","France",0.012556187488595
"59","Val-d'Oise","France",0.012556187488595
"60","Guadeloupe","France",0.012556187488595
"61","France","France",0.012556187488595
