"","key","value","x","country","region"
"1","schools_universities",2020-03-14,5.3,"France","Ain"
"2","self_isolating_if_ill",2020-03-16,5.3,"France","Ain"
"3","public_events",2020-03-13,5.3,"France","Ain"
"4","lockdown",2020-03-17,5.3,"France","Ain"
"5","social_distancing_encouraged",2020-03-16,5,"France","Ain"
"6","schools_universities",2020-03-14,4.3,"France","Aisne"
"7","self_isolating_if_ill",2020-03-16,4.3,"France","Aisne"
"8","public_events",2020-03-13,4.3,"France","Aisne"
"9","lockdown",2020-03-17,4.3,"France","Aisne"
"10","social_distancing_encouraged",2020-03-16,4,"France","Aisne"
"11","schools_universities",2020-03-14,4.3,"France","Alpes-Maritimes"
"12","self_isolating_if_ill",2020-03-16,4.3,"France","Alpes-Maritimes"
"13","public_events",2020-03-13,4.3,"France","Alpes-Maritimes"
"14","lockdown",2020-03-17,4.3,"France","Alpes-Maritimes"
"15","social_distancing_encouraged",2020-03-16,4,"France","Alpes-Maritimes"
"16","schools_universities",2020-03-14,5.3,"France","Ardèche"
"17","self_isolating_if_ill",2020-03-16,5.3,"France","Ardèche"
"18","public_events",2020-03-13,5.3,"France","Ardèche"
"19","lockdown",2020-03-17,5.3,"France","Ardèche"
"20","social_distancing_encouraged",2020-03-16,5,"France","Ardèche"
"21","schools_universities",2020-03-14,5.3,"France","Aube"
"22","self_isolating_if_ill",2020-03-16,5.3,"France","Aube"
"23","public_events",2020-03-13,5.3,"France","Aube"
"24","lockdown",2020-03-17,5.3,"France","Aube"
"25","social_distancing_encouraged",2020-03-16,5,"France","Aube"
"26","schools_universities",2020-03-14,4.3,"France","Aude"
"27","self_isolating_if_ill",2020-03-16,4.3,"France","Aude"
"28","public_events",2020-03-13,4.3,"France","Aude"
"29","lockdown",2020-03-17,4.3,"France","Aude"
"30","social_distancing_encouraged",2020-03-16,4,"France","Aude"
"31","schools_universities",2020-03-14,4.3,"France","Bouches-du-Rhône"
"32","self_isolating_if_ill",2020-03-16,4.3,"France","Bouches-du-Rhône"
"33","public_events",2020-03-13,4.3,"France","Bouches-du-Rhône"
"34","lockdown",2020-03-17,4.3,"France","Bouches-du-Rhône"
"35","social_distancing_encouraged",2020-03-16,4,"France","Bouches-du-Rhône"
"36","schools_universities",2020-03-14,5.3,"France","Charente-Maritime"
"37","self_isolating_if_ill",2020-03-16,5.3,"France","Charente-Maritime"
"38","public_events",2020-03-13,5.3,"France","Charente-Maritime"
"39","lockdown",2020-03-17,5.3,"France","Charente-Maritime"
"40","social_distancing_encouraged",2020-03-16,5,"France","Charente-Maritime"
"41","schools_universities",2020-03-14,5.3,"France","Cher"
"42","self_isolating_if_ill",2020-03-16,5.3,"France","Cher"
"43","public_events",2020-03-13,5.3,"France","Cher"
"44","lockdown",2020-03-17,5.3,"France","Cher"
"45","social_distancing_encouraged",2020-03-16,5,"France","Cher"
"46","schools_universities",2020-03-14,4.3,"France","Côte-d'Or"
"47","self_isolating_if_ill",2020-03-16,4.3,"France","Côte-d'Or"
"48","public_events",2020-03-13,4.3,"France","Côte-d'Or"
"49","lockdown",2020-03-17,4.3,"France","Côte-d'Or"
"50","social_distancing_encouraged",2020-03-16,4,"France","Côte-d'Or"
"51","schools_universities",2020-03-14,4.3,"France","Doubs"
"52","self_isolating_if_ill",2020-03-16,4.3,"France","Doubs"
"53","public_events",2020-03-13,4.3,"France","Doubs"
"54","lockdown",2020-03-17,4.3,"France","Doubs"
"55","social_distancing_encouraged",2020-03-16,4,"France","Doubs"
"56","schools_universities",2020-03-14,4.3,"France","Drôme"
"57","self_isolating_if_ill",2020-03-16,4.3,"France","Drôme"
"58","public_events",2020-03-13,4.3,"France","Drôme"
"59","lockdown",2020-03-17,4.3,"France","Drôme"
"60","social_distancing_encouraged",2020-03-16,4,"France","Drôme"
"61","schools_universities",2020-03-14,4.3,"France","Eure-et-Loir"
"62","self_isolating_if_ill",2020-03-16,4.3,"France","Eure-et-Loir"
"63","public_events",2020-03-13,4.3,"France","Eure-et-Loir"
"64","lockdown",2020-03-17,4.3,"France","Eure-et-Loir"
"65","social_distancing_encouraged",2020-03-16,4,"France","Eure-et-Loir"
"66","schools_universities",2020-03-14,4.3,"France","Corse-du-Sud"
"67","self_isolating_if_ill",2020-03-16,4.3,"France","Corse-du-Sud"
"68","public_events",2020-03-13,4.3,"France","Corse-du-Sud"
"69","lockdown",2020-03-17,4.3,"France","Corse-du-Sud"
"70","social_distancing_encouraged",2020-03-16,4,"France","Corse-du-Sud"
"71","schools_universities",2020-03-14,4.3,"France","Gard"
"72","self_isolating_if_ill",2020-03-16,4.3,"France","Gard"
"73","public_events",2020-03-13,4.3,"France","Gard"
"74","lockdown",2020-03-17,4.3,"France","Gard"
"75","social_distancing_encouraged",2020-03-16,4,"France","Gard"
"76","schools_universities",2020-03-14,5.3,"France","Haute-Garonne"
"77","self_isolating_if_ill",2020-03-16,5.3,"France","Haute-Garonne"
"78","public_events",2020-03-13,5.3,"France","Haute-Garonne"
"79","lockdown",2020-03-17,5.3,"France","Haute-Garonne"
"80","social_distancing_encouraged",2020-03-16,5,"France","Haute-Garonne"
"81","schools_universities",2020-03-14,4.3,"France","Gironde"
"82","self_isolating_if_ill",2020-03-16,4.3,"France","Gironde"
"83","public_events",2020-03-13,4.3,"France","Gironde"
"84","lockdown",2020-03-17,4.3,"France","Gironde"
"85","social_distancing_encouraged",2020-03-16,4,"France","Gironde"
"86","schools_universities",2020-03-14,4.3,"France","Hérault"
"87","self_isolating_if_ill",2020-03-16,4.3,"France","Hérault"
"88","public_events",2020-03-13,4.3,"France","Hérault"
"89","lockdown",2020-03-17,4.3,"France","Hérault"
"90","social_distancing_encouraged",2020-03-16,4,"France","Hérault"
"91","schools_universities",2020-03-14,5.3,"France","Ille-et-Vilaine"
"92","self_isolating_if_ill",2020-03-16,5.3,"France","Ille-et-Vilaine"
"93","public_events",2020-03-13,5.3,"France","Ille-et-Vilaine"
"94","lockdown",2020-03-17,5.3,"France","Ille-et-Vilaine"
"95","social_distancing_encouraged",2020-03-16,5,"France","Ille-et-Vilaine"
"96","schools_universities",2020-03-14,5.3,"France","Indre"
"97","self_isolating_if_ill",2020-03-16,5.3,"France","Indre"
"98","public_events",2020-03-13,5.3,"France","Indre"
"99","lockdown",2020-03-17,5.3,"France","Indre"
"100","social_distancing_encouraged",2020-03-16,5,"France","Indre"
"101","schools_universities",2020-03-14,5.3,"France","Indre-et-Loire"
"102","self_isolating_if_ill",2020-03-16,5.3,"France","Indre-et-Loire"
"103","public_events",2020-03-13,5.3,"France","Indre-et-Loire"
"104","lockdown",2020-03-17,5.3,"France","Indre-et-Loire"
"105","social_distancing_encouraged",2020-03-16,5,"France","Indre-et-Loire"
"106","schools_universities",2020-03-14,5.3,"France","Isère"
"107","self_isolating_if_ill",2020-03-16,5.3,"France","Isère"
"108","public_events",2020-03-13,5.3,"France","Isère"
"109","lockdown",2020-03-17,5.3,"France","Isère"
"110","social_distancing_encouraged",2020-03-16,5,"France","Isère"
"111","schools_universities",2020-03-14,5.3,"France","Loire"
"112","self_isolating_if_ill",2020-03-16,5.3,"France","Loire"
"113","public_events",2020-03-13,5.3,"France","Loire"
"114","lockdown",2020-03-17,5.3,"France","Loire"
"115","social_distancing_encouraged",2020-03-16,5,"France","Loire"
"116","schools_universities",2020-03-14,5.3,"France","Loire-Atlantique"
"117","self_isolating_if_ill",2020-03-16,5.3,"France","Loire-Atlantique"
"118","public_events",2020-03-13,5.3,"France","Loire-Atlantique"
"119","lockdown",2020-03-17,5.3,"France","Loire-Atlantique"
"120","social_distancing_encouraged",2020-03-16,5,"France","Loire-Atlantique"
"121","schools_universities",2020-03-14,5.3,"France","Loiret"
"122","self_isolating_if_ill",2020-03-16,5.3,"France","Loiret"
"123","public_events",2020-03-13,5.3,"France","Loiret"
"124","lockdown",2020-03-17,5.3,"France","Loiret"
"125","social_distancing_encouraged",2020-03-16,5,"France","Loiret"
"126","schools_universities",2020-03-14,4.3,"France","Maine-et-Loire"
"127","self_isolating_if_ill",2020-03-16,4.3,"France","Maine-et-Loire"
"128","public_events",2020-03-13,4.3,"France","Maine-et-Loire"
"129","lockdown",2020-03-17,4.3,"France","Maine-et-Loire"
"130","social_distancing_encouraged",2020-03-16,4,"France","Maine-et-Loire"
"131","schools_universities",2020-03-14,5.3,"France","Manche"
