"","Auvergne-Rhône-Alpes","Bourgogne-Franche-Comté","Bretagne","Corse","Grand Est","Hauts-de-France","Normandie","Nouvelle-Aquitaine","Occitanie","Pays de la Loire","Provence-Alpes-Côte d'Azur","Île-de-France","France-hopitaux","France-OC19","France"
"1",3.1702820593566,3.18204456092178,3.45306514425077,3.30874142593568,3.96452400239193,2.72508550328588,3.57502671525863,3.47610847370315,3.28412176333386,3.09168400352557,3.28085242561077,3.0802517775771,3.23890606905904,3.67134120129946,3.83697274214702
"2",3.57772565884406,2.8710902943676,3.37698459383944,3.88157013716222,3.55173893863537,1.96163506227851,2.93450486446797,2.85220801496992,3.33264592665872,3.61510002472768,3.62805864265097,3.45606698869312,3.94361871612388,3.07130358656394,4.17698269141573
"3",3.3135512076832,3.21620099280842,3.29803629826711,3.40764725624988,3.30339793922721,3.20783215008281,3.27945292245963,3.44968970828226,3.30549556067792,3.42817172045743,3.20621855255611,3.33683534850425,3.26497856522901,3.30089274537248,3.35353368984834
"4",3.45711273295003,2.68817080671858,3.90670216409735,2.70865315592884,3.27395331181078,3.01364178752934,2.59197417390666,3.55762486662235,3.27879230595904,3.42213895750777,3.21620588656279,2.98690391220603,3.44025085967987,3.51584448915216,3.44327922812762
"5",3.84518387249401,2.74585815536577,3.14545237921793,3.99070511642177,3.05508566495486,2.15119661606871,2.97363779383633,3.05557921107735,3.36130956238565,3.15976725949169,2.8674857596844,3.69768799801199,3.38504719456283,4.00827515859149,3.09787015113356
"6",3.04154111684275,2.7952450870239,3.60943893063012,2.91051851912634,3.42495721937257,2.67426489919981,3.2208318597798,2.81130146002414,3.44379586531251,3.40699241751095,3.78990358401665,3.52816524671404,3.76241678041902,3.5783384679576,3.4468293173756
"7",2.79287211837253,3.00323395425685,2.97710539073626,3.0348502164996,3.66632349782538,1.88499963629358,3.68064364599944,3.94687432974144,3.27836448592029,3.54738588700585,3.37627057786545,3.85457012671895,3.49162848850231,3.55716656075651,3.384777087398
"8",2.52414573057321,3.12381170093662,3.28744525903092,3.10097251763802,2.91406739825108,3.05164278577879,3.26270327270777,3.06314370605467,3.27230474904628,3.20986160886984,3.09359288295345,3.24576266471908,3.47881810609946,3.52089635932728,3.4379175917856
"9",3.12395469829089,3.39323892375166,3.36544838988263,3.16949501105155,3.23580668641488,2.98892337634958,3.24681786425445,3.0567170641336,3.21422380930183,3.13068321745622,2.97951978043517,3.19906304371869,3.54650030082675,3.43354735426165,3.30481522344561
"10",2.07445823131424,3.80655241782454,2.73318514267738,2.37977384924528,3.52224955722102,2.10067867646722,3.23811587404664,4.13648884913538,3.80677023918507,3.84844651951247,4.5219228559513,3.92649269689007,3.37612024948407,4.31252269782568,3.54882803309903
