"","date","country","grocery.pharmacy","parks","residential","retail.recreation","transitstations","workplace","schools_universities","self_isolating_if_ill","public_events","lockdown","social_distancing_encouraged"
"1",2020-02-13,"Auvergne-Rhône-Alpes",0,0,0,0,0,0,0,0,0,0,0
"2",2020-02-14,"Auvergne-Rhône-Alpes",0,0,0,0,0,0,0,0,0,0,0
"3",2020-02-15,"Auvergne-Rhône-Alpes",-0.00857142857142857,-0.0757142857142857,-0.00142857142857143,-0.00714285714285714,-0.0485714285714286,-0.00285714285714286,0,0,0,0,0
"4",2020-02-16,"Auvergne-Rhône-Alpes",-0.03,-0.138571428571429,-0.00285714285714286,-0.0285714285714286,-0.0742857142857143,-0.00428571428571429,0,0,0,0,0
"5",2020-02-17,"Auvergne-Rhône-Alpes",-0.0385714285714286,-0.17,0,-0.0314285714285714,-0.0814285714285714,-0.00571428571428571,0,0,0,0,0
"6",2020-02-18,"Auvergne-Rhône-Alpes",-0.0485714285714286,-0.25,0,-0.0428571428571429,-0.0928571428571429,-0.00857142857142857,0,0,0,0,0
"7",2020-02-19,"Auvergne-Rhône-Alpes",-0.0542857142857143,-0.277142857142857,0.00142857142857143,-0.0414285714285714,-0.0985714285714286,-0.01,0,0,0,0,0
"8",2020-02-20,"Auvergne-Rhône-Alpes",-0.0628571428571429,-0.36,0.00142857142857143,-0.05,-0.112857142857143,-0.0114285714285714,0,0,0,0,0
"9",2020-02-21,"Auvergne-Rhône-Alpes",-0.0714285714285714,-0.42,0.00142857142857143,-0.06,-0.138571428571429,-0.0114285714285714,0,0,0,0,0
"10",2020-02-22,"Auvergne-Rhône-Alpes",-0.0714285714285714,-0.434285714285714,0.00142857142857143,-0.0542857142857143,-0.15,-0.00857142857142857,0,0,0,0,0
"11",2020-02-23,"Auvergne-Rhône-Alpes",-0.0814285714285714,-0.515714285714286,-0.00142857142857143,-0.0685714285714286,-0.165714285714286,-0.0114285714285714,0,0,0,0,0
"12",2020-02-24,"Auvergne-Rhône-Alpes",-0.0857142857142857,-0.637142857142857,2.47817639425258e-19,-0.0857142857142857,-0.167142857142857,0.0157142857142857,0,0,0,0,0
"13",2020-02-25,"Auvergne-Rhône-Alpes",-0.0857142857142857,-0.621428571428572,0.00571428571428571,-0.0828571428571429,-0.157142857142857,0.0442857142857143,0,0,0,0,0
"14",2020-02-26,"Auvergne-Rhône-Alpes",-0.0814285714285714,-0.615714285714286,0.00857142857142857,-0.0814285714285714,-0.147142857142857,0.0671428571428571,0,0,0,0,0
"15",2020-02-27,"Auvergne-Rhône-Alpes",-0.0771428571428572,-0.544285714285714,0.0157142857142857,-0.07,-0.122857142857143,0.0957142857142857,0,0,0,0,0
