"","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","type"
"1","School Closure",0.95,0.9,"mean",-0.0163950879744478,-0.0163845840385266,0.0219612188144075,0.134880953656254,0.18472115547596,"First Intervention"
"2","Self Isolation",0.95,0.9,"mean",-0.0163924854649573,-0.016364246274272,0.0471836157264445,0.217914518336072,0.253362700606103,"First Intervention"
"3","Public Events",0.95,0.9,"mean",-0.0163932096713947,-0.0163567170735422,0.0482375413797094,0.22203735035622,0.258988658505964,"First Intervention"
"4","Lockdown",0.95,0.9,"mean",0.679613937365682,0.693962434342526,0.764337887640224,0.818182571632485,0.824567372041672,"First Intervention"
"5","Social distancing",0.95,0.9,"mean",-0.0163767591291954,-0.0162458893481717,0.10341650340559,0.313786576017811,0.357324316140112,"First Intervention"
"6","School Closure",0.95,0.9,"mean",-0.00816484602140552,-0.00816484158954492,0.0165038240857233,0.120349747610017,0.159780084572318,"Later Intervention"
"7","Self Isolation",0.95,0.9,"mean",-0.00816484596658374,-0.0081648392588722,0.0417635328564539,0.208793781249996,0.250667461519984,"Later Intervention"
"8","Public Events",0.95,0.9,"mean",-0.00816484591664159,-0.00816483685691655,0.0428462476141457,0.215999264372417,0.255810352990544,"Later Intervention"
"9","Lockdown",0.95,0.9,"mean",0.679109559855781,0.693176826240176,0.763069207081276,0.816850480168089,0.822237693338647,"Later Intervention"
"10","Social distancing",0.95,0.9,"mean",-0.00816484496486789,-0.00816478748555697,0.0980255228453946,0.314319959987895,0.356595155247892,"Later Intervention"
