"","Auvergne-Rhône-Alpes","Bourgogne-Franche-Comté","Bretagne","Centre-Val de Loire","Corse","Grand Est","Hauts-de-France","Normandie","Nouvelle-Aquitaine","Occitanie","Pays de la Loire","Provence-Alpes-Côte d'Azur","Île-de-France","France-hopitaux","France-OC19","France-EHPAD"
"1",0.661507370823188,0.6997648611415,0.659122395837705,0.830995644524297,0.529774291187066,0.601010929400708,0.802136629502064,0.662341558244236,0.758126899531146,0.791569736241258,0.706016323236552,0.766100151070687,0.616509712804341,0.644742180024796,0.776872823028138,0.554316031129413
"2",0.708850095920111,0.571771722631982,0.648029827658978,0.832347879477913,0.295470761355624,0.619547476028865,0.816174935309688,0.643053557419737,0.739013591593929,0.804080163502274,0.789100536019624,0.838083567044083,0.62229603717523,0.637278638318292,0.680853583027764,0.634095865876141
"3",0.74928051832407,0.773969510209298,0.598267375679146,0.774174095016497,0.552374141832468,0.613569909754361,0.842127349756801,0.671027475040252,0.719671356576505,0.883545457437745,0.803297472268257,0.93164412414601,0.679146746623514,0.639854404490113,0.756981130809056,0.533842917261679
"4",0.787915142443804,0.662349301980283,0.555624890389022,0.802672999351116,0.153723961072771,0.62648797757876,0.829183004332946,0.736865195894633,0.697873341977396,0.809041831649166,0.736751532844914,0.823684759110569,0.627537090748449,0.704995087020267,0.733910132807751,0.458326409473879
"5",0.798031346723534,0.735520144780842,0.532544098628959,0.662081818986636,0.333125321477557,0.596551143984648,0.790335004888711,0.613280086259632,0.727512322625969,0.94565394398342,0.790339838592631,0.828699078737104,0.653304743301633,0.695315603072646,0.734023579157607,0.532161790467015
"6",0.760351275104631,0.721157038383381,0.553823830402574,0.841648310084037,0.382891006152714,0.626057511738723,0.742656852382957,0.597843086413741,0.834475653430749,0.835937701689345,0.71622017253453,0.859613636296756,0.647685624106452,0.719862633199678,0.747471521040057,0.558111038311298
"7",0.774130447766221,0.652993730099476,0.580156073545733,0.716953484611104,0.431669819248572,0.57892731080847,0.6853574349501,0.565358998703564,0.787804257898216,0.860902194356153,0.817751291199056,0.868648250098113,0.634224865485682,0.752661923971985,0.718889795503395,0.511928900581225
"8",0.754280566500727,0.744602802073752,0.571357597685071,0.753911454362181,0.361162576483848,0.584662299644079,0.729018654411871,0.565592718378404,0.734197535523727,0.794640501413704,0.679870994366065,0.820910710591841,0.657091293898706,0.711832087111788,0.679844629695464,0.49362743841015
"9",0.692374404202724,0.626198211534689,0.57612067553673,0.753462717097569,0.478108806842184,0.573103485361023,0.757699442005338,0.582958073127824,0.654157510648646,0.792333861506848,0.679648738250108,0.958941686724632,0.706806546419139,0.707936820094656,0.763018572261574,0.567300278565135
"10",0.660131604878388,0.677187154189528,0.422429016075786,0.67082214097218,0.273422593653554,0.5759896287862,0.668807770203223,0.694993413322461,0.776330573695704,0.838616021394553,0.696171529591215,0.864905676423677,0.609916466596338,0.677189102640483,0.714079613059318,0.497838986285189
"11",0.743011905070527,0.728608284080472,0.668380028503399,0.800233561838928,0.318401148777924,0.626227276351437,0.874834204147474,0.614833508212391,0.65226747150379,0.825574899760953,0.772381612944206,0.98443798710713,0.60105955239173,0.725377609895798,0.777467013323084,0.533727541517597
"12",0.809398774104114,0.666590878996661,0.625239726075823,0.680478698119193,0.403884009561417,0.595076164959197,0.73865842338746,0.553733535911543,0.754625681477204,0.719171066066476,0.747909601766733,0.854170818081299,0.701683126564998,0.649008734517825,0.646686710698263,0.501267058441656
"13",0.742027572565964,0.754685942095738,0.647710847298226,0.782118086555236,0.496448743776465,0.631854186863045,0.75109715546594,0.702974545060973,0.7411065696565,0.72949507831396,0.762942171519506,0.794084631092085,0.575605511487478,0.679031472570099,0.719086982757637,0.630156190564909
"14",0.76762647114813,0.615094307660057,0.648228212920019,0.811213864853848,0.39337380603151,0.59864480577284,0.777597968429953,0.608785942317275,0.787363285649116,0.806531290491049,0.807732086656076,0.870206909964264,0.623255890097437,0.667463223183227,0.75934356963544,0.580043874053506
"15",0.80792243495691,0.661011049087838,0.632898272306238,0.916018891460158,0.600694720425148,0.659869258972353,0.753416776950853,0.614470157525447,0.68475139669503,0.903282472758284,0.784782962132959,0.749655480854114,0.617899060566164,0.660264625678567,0.6387269200296,0.582101778948938
"16",0.787110556159109,0.650797359531143,0.615155439642334,0.80107941119083,0.391707967991264,0.691077622862845,0.673676980535094,0.625448907337952,0.714051827525276,0.780826978797127,0.76178056049484,0.878304805554794,0.661728683368272,0.743962597814197,0.611908565232966,0.421301996455968
"17",0.77132431340091,0.738206585133307,0.466716788516804,0.689293623962087,0.353888984553674,0.626892651090356,0.752008182963428,0.699867825659196,0.718302536864542,0.757688363897004,0.781903782095854,0.843218889992155,0.64297120615484,0.658896719205619,0.705324137369662,0.497649363392692
"18",0.821790321851144,0.727043023566198,0.640898593052473,0.833656784411914,0.663983125026817,0.615873724503329,0.80192928574119,0.576324981635057,0.660865366506464,0.784498139762928,0.737524143518687,0.933582015329336,0.681830561914099,0.703086308012651,0.696446329466596,0.39830985609673
