"","Auvergne-Rhône-Alpes","Bourgogne-Franche-Comté","Bretagne","Corse","Grand Est","Hauts-de-France","Normandie","Nouvelle-Aquitaine","Occitanie","Pays de la Loire","Provence-Alpes-Côte d'Azur","Île-de-France","France-hopitaux","France-OC19","France"
"3861",1.15081474805989,1.26730721443097,0.854646469381101,1.13686540665275,1.2714182764844,1.16459819373636,1.18326734075271,1.03275297256761,1.02489176240283,1.35530711616535,1.45249396117037,1.30130003503284,1.28747510434102,1.12220517272303,1.3169017313687
"3862",1.071918833682,1.17147361055856,1.12829633866833,1.35934054828771,1.2465133847573,0.629635468139052,1.20671494405256,1.47942821270194,1.49978877923945,0.860535824045684,0.675503754580625,1.54075935772364,1.32697950165237,1.28185450438075,1.25503594467511
"3863",1.65726319410752,1.62776334316002,1.22003902100513,1.42966666356026,1.18897347734238,1.30934140782727,1.40347291493072,1.36159183927535,0.978848112488851,1.47513095104121,1.47682138044789,1.87942057714738,1.24758917416933,1.31427366702776,1.32051959686399
"3864",1.52032969497037,1.28139249592489,1.29125618826858,1.35927424449446,1.66966026817351,1.20804691781138,1.58728417299297,1.40746358856098,1.48525673367064,1.75014563418522,1.31575509422874,1.73763383846424,1.96773695370308,2.14047936006075,1.82909049226152
"3865",2.09804841602029,2.99291487788694,2.75375137317424,2.75787356302036,3.11771354461685,2.21468642178738,3.16482457139528,2.71370202702102,2.37578592566782,3.50030395240807,3.72875673570705,2.99434213403544,2.29866391484117,2.03655774195848,3.42759261452326
"3866",1.51355278236794,1.46126008734296,1.0724007681898,0.803310089365972,1.39262161071377,1.08100422374525,1.47521573923962,0.718942400045866,0.732402267892716,1.22133859294248,1.24515323060903,1.62438708904509,1.06241728524472,1.43775251553091,1.28734174638285
"3867",1.47626536190806,2.19669046450676,2.50252157967383,2.74971583668194,5.20195276815883,2.94937624198318,3.25250314685856,3.55840529616093,1.37579967586115,1.79887553182785,2.98579680388933,2.96684606411414,4.08151516049812,3.12668069765889,1.98552890949911
"3868",1.64733443077888,1.75689052939876,1.39955507114851,2.46154928029713,2.16689827615949,1.00415238592244,2.42190021602024,2.08057078191372,1.46003940177484,2.19950400841773,2.29664038322633,1.53142995404957,2.19613251326722,4.04740355190868,1.50439842565021
"3869",2.25671343963284,4.20082959035107,7.9031885764225,3.80876319056543,3.05317688071151,3.88577362678881,5.08985951444508,4.44998382803456,3.11697576428289,2.94283446073747,3.59435765191431,2.74307928152304,2.81376834355288,3.08248648343104,3.95345644843567
"3870",2.03403376556769,2.36160651604957,1.1911769544451,2.53583589403741,1.61123534201065,1.7995914813247,1.52826326285205,1.13479376660167,1.41453921235667,1.38559842379173,0.90471459602311,2.78438459209714,1.7035931768881,1.02414879574512,1.51253983414725
"3871",0.662725343782289,0.809943236436418,0.777798607001453,0.686360295088743,0.719501157441377,0.696034403163142,0.782100849615127,0.674891656142494,0.762046729380543,0.855701113569108,0.737647226397193,0.780986601345724,0.811593585943588,0.723541060666634,0.799953436155772
"3872",0.582923894266718,0.641756096526955,0.682459675868608,0.727781643675565,0.686118886707545,0.499475070030507,0.628037321859722,0.70319539992915,0.564929460265761,0.713703899643536,0.805024947658939,0.877752692461923,0.669717213618704,0.860366902851125,0.662954401321897
"3873",2.47935650529723,0.910313113101132,1.15064382339337,3.30073684372417,2.18648920643777,1.49978870950321,0.81667849354492,0.964145726231983,2.16730107267248,1.0199252138299,1.59602028958973,1.0231832166123,1.53543148331952,2.88243452507774,2.90006776558628
"3874",0.227602013674981,0.270937869075557,0.171337516768325,0.240110969923441,0.219944820296884,0.139271261498674,0.210806131280606,0.242557902187372,0.26308116511146,0.177555116606526,0.219696896774873,0.256638670259307,0.226811147077142,0.283947694279041,0.305401754795838
"3875",2.31626016217511,2.27249051846915,2.0865117404225,3.2472300685263,3.19762935783118,4.15056804352057,2.4102957831515,2.56319660885678,4.17713715242894,1.99645587539025,3.98500380643052,3.1813566932629,3.42291891895455,1.68967867067291,1.9759907517443
"3876",1.46926289123336,2.15020504824192,2.02529736772304,1.79209687105125,1.82435300866813,2.77105078389379,3.10439107451414,1.36871946849335,1.78058350701305,2.23581059842714,2.51674433067983,1.97618090325554,2.24260983788282,1.64992082344218,2.02524436806064
"3877",2.98817367388814,1.71490396739664,2.02112580497075,2.3056249778167,3.00396999125886,2.68397601997026,1.82892575948354,2.18021775757046,1.62978110310131,3.06944528072061,2.35143521782779,2.06935359614255,2.2022524779846,2.77151872448712,2.81525533475623
"3878",1.18381880140606,0.79258969312883,0.979099020950773,1.0054723894276,0.970210993741361,0.693407517209881,1.1425954955881,1.21133560288017,0.846384051163617,1.02696385762475,0.955515111494671,1.11062539186848,1.16604137081128,1.11848750176721,1.03492585031849
"3879",3.1131372462245,3.83391561129991,3.17098760763811,3.41638983825231,3.58268154782738,3.6762557295476,3.76152792196272,3.08673595074807,3.37710463623056,3.62114667025068,3.08719265893911,3.26678365910191,3.62122261412855,3.22413396915699,3.71471591409316
"3880",0.551007670796592,0.823409299241905,0.77713312077728,0.747194766458421,0.913586114558283,1.04562776711259,1.05426273311704,0.930032483093777,0.738099835466084,0.849407355708545,0.874634251046688,0.420885114222639,1.20398645213877,0.668122965257782,0.515561229207726
"3881",3.24596125216849,4.1055142183933,2.63054575506311,3.28209292737655,3.86573206505174,2.2075944938943,2.56689535683789,3.03986766523533,2.36591167315812,1.85982504578002,2.36122171077305,3.52927867898664,3.35887908880164,3.61803481868229,3.17366865266305
"3882",1.21428197351704,1.28165605979356,1.12322321455183,1.09138443589098,1.18562041412011,0.88304197359289,1.17342234932716,1.14089274837903,1.18784494416961,1.42552199738741,1.15029054356671,1.39562125192097,1.3391515717833,1.20268109840475,1.02674876087314
"3883",2.09388213368329,2.39216445866861,3.55839294246565,2.80512833978022,1.36631010439808,2.13068387935185,3.04328230313358,2.11935815908273,2.48612234977221,2.94790916091675,2.50473316837973,2.16527021264048,1.95492122768323,2.14129296056086,2.21869350122204
"3884",1.10160410566576,2.88728004319978,1.57086928251325,1.66565345052279,1.3581352483831,1.33627801415475,1.81076100630002,2.40482869364221,1.13849119548399,4.18150138015267,1.80569708473314,0.668734058635563,1.35820095228591,3.34345692967542,1.01407952970639
